AREA;Regione;prov;2015_CodCom;NTN_2015_Box;NTN_2015_Depositi_Pert
Centro;Lazio;FR;A032;0;0
Centro;Lazio;FR;A054;1;3
Centro;Lazio;FR;A081;0;0
Centro;Lazio;FR;A123;9;4,5
Centro;Lazio;FR;A244;2;3
Centro;Lazio;FR;A256;4;0
Centro;Lazio;FR;A269;15;15,67
Centro;Lazio;FR;A310;25,52;8
Centro;Lazio;FR;A348;1;0
Centro;Lazio;FR;A363;0;0
Centro;Lazio;FR;A421;0;0
Centro;Lazio;FR;A433;0;3,33
Centro;Lazio;FR;A486;0;1
Centro;Lazio;FR;A502;3;1
Centro;Lazio;FR;A720;2;2
Centro;Lazio;FR;A763;0;0
Centro;Lazio;FR;B195;0,44;0
Centro;Lazio;FR;B543;0;0
Centro;Lazio;FR;B862;0;2
Centro;Lazio;FR;B919;0;1,13
Centro;Lazio;FR;C034;84,67;17
Centro;Lazio;FR;C177;0,5;1
Centro;Lazio;FR;C223;0;1
Centro;Lazio;FR;C338;0;0
Centro;Lazio;FR;C340;0;1
Centro;Lazio;FR;C413;22;2,5
Centro;Lazio;FR;C479;3,05;3
Centro;Lazio;FR;C545;2;2
Centro;Lazio;FR;C836;3;1
Centro;Lazio;FR;C864;0;0
Centro;Lazio;FR;C870;0;1
Centro;Lazio;FR;C998;0;0
Centro;Lazio;FR;D440;1;2
Centro;Lazio;FR;D483;0;1
Centro;Lazio;FR;D539;8,66;9
Centro;Lazio;FR;D591;4;3
Centro;Lazio;FR;D667;2,25;0
Centro;Lazio;FR;D682;1;1,5
Centro;Lazio;FR;D810;62,1;34
Centro;Lazio;FR;D819;0;0
Centro;Lazio;FR;D881;0;0
Centro;Lazio;FR;E057;3,04;0
Centro;Lazio;FR;E236;4;2
Centro;Lazio;FR;E340;2;6,5
Centro;Lazio;FR;F620;1,33;4
Centro;Lazio;FR;F740;1,5;4,08
Centro;Lazio;FR;G276;12;6,5
Centro;Lazio;FR;G362;0;3
Centro;Lazio;FR;G374;3;2
Centro;Lazio;FR;G500;1;0
Centro;Lazio;FR;G591;4;1
Centro;Lazio;FR;G592;0;3
Centro;Lazio;FR;G598;7;2
Centro;Lazio;FR;G659;7;13,5
Centro;Lazio;FR;G662;2;0,25
Centro;Lazio;FR;G749;1;1
Centro;Lazio;FR;G838;20;2,67
Centro;Lazio;FR;G935;1;2
Centro;Lazio;FR;H324;3;4,25
Centro;Lazio;FR;H393;0;1
Centro;Lazio;FR;H443;5,22;1
Centro;Lazio;FR;H779;0;1
Centro;Lazio;FR;H824;0;1
Centro;Lazio;FR;H880;2;2
Centro;Lazio;FR;H917;0;0
Centro;Lazio;FR;I256;0;0
Centro;Lazio;FR;I265;1;0
Centro;Lazio;FR;I302;0,5;0,5
Centro;Lazio;FR;I321;3;0
Centro;Lazio;FR;I351;0;0
Centro;Lazio;FR;I364;1;0
Centro;Lazio;FR;I408;0;0
Centro;Lazio;FR;I669;1;7
Centro;Lazio;FR;I697;0;0
Centro;Lazio;FR;I716;2;4
Centro;Lazio;FR;I838;14;5
Centro;Lazio;FR;I973;0;0
Centro;Lazio;FR;L009;2;1
Centro;Lazio;FR;L105;0;0
Centro;Lazio;FR;L243;0;0,5
Centro;Lazio;FR;L290;0;0
Centro;Lazio;FR;L398;9,75;10
Centro;Lazio;FR;L437;0;0
Centro;Lazio;FR;L598;0;2
Centro;Lazio;FR;L605;0;0
Centro;Lazio;FR;L614;0;2
Centro;Lazio;FR;L780;4;10
Centro;Lazio;FR;L836;2;0
Centro;Lazio;FR;L843;1;2
Centro;Lazio;FR;L905;0;1
Centro;Lazio;FR;M083;0;0
Centro;Lazio;LT;A341;442,21;99,65
Centro;Lazio;LT;A707;2;2,5
Centro;Lazio;LT;B527;0;0
Centro;Lazio;LT;C104;4,83;6
Centro;Lazio;LT;C740;84,5;27,5
Centro;Lazio;LT;D003;1;4,33
Centro;Lazio;LT;D662;21,75;21,25
Centro;Lazio;LT;D708;112,53;62,33
Centro;Lazio;LT;D843;62;23,81
Centro;Lazio;LT;E375;1,33;7,5
Centro;Lazio;LT;E472;694,67;122,36
Centro;Lazio;LT;E527;0;2
Centro;Lazio;LT;E798;1,5;4
Centro;Lazio;LT;F224;24,83;15
Centro;Lazio;LT;F616;0;4
Centro;Lazio;LT;F937;2,8;2
Centro;Lazio;LT;G698;10;7,75
Centro;Lazio;LT;G865;45,92;8
Centro;Lazio;LT;G871;0;3,33
Centro;Lazio;LT;H076;4;1
Centro;Lazio;LT;H413;2;5
Centro;Lazio;LT;H421;9;2
Centro;Lazio;LT;H444;0;0
Centro;Lazio;LT;H647;60,39;9,29
Centro;Lazio;LT;H836;10,08;5,9
Centro;Lazio;LT;I339;5,5;5
Centro;Lazio;LT;I634;43;12
Centro;Lazio;LT;I712;3;5,83
Centro;Lazio;LT;I832;5;2
Centro;Lazio;LT;I892;10;7
Centro;Lazio;LT;I902;1;2
Centro;Lazio;LT;L120;83,93;49,32
Centro;Lazio;LT;L742;0;2
Centro;Lazio;RI;A019;1;2
Centro;Lazio;RI;A258;10,14;15,83
Centro;Lazio;RI;A315;2;1,3
Centro;Lazio;RI;A464;1;2,6
Centro;Lazio;RI;A472;5,83;3
Centro;Lazio;RI;A765;1;0,67
Centro;Lazio;RI;A981;0;1,33
Centro;Lazio;RI;A996;1;0
Centro;Lazio;RI;B008;2;1
Centro;Lazio;RI;B595;2;3
Centro;Lazio;RI;B627;3,05;9,55
Centro;Lazio;RI;B631;5;2
Centro;Lazio;RI;B934;0;0
Centro;Lazio;RI;C098;0;0
Centro;Lazio;RI;C224;0;1
Centro;Lazio;RI;C268;2;5
Centro;Lazio;RI;C746;7,84;6,5
Centro;Lazio;RI;C749;0;0
Centro;Lazio;RI;C841;0;0
Centro;Lazio;RI;C857;0;2
Centro;Lazio;RI;C859;0;0
Centro;Lazio;RI;C876;3;5,84
Centro;Lazio;RI;C880;0;0
Centro;Lazio;RI;C946;1;0,33
Centro;Lazio;RI;C959;1;1
Centro;Lazio;RI;C969;8,33;2
Centro;Lazio;RI;D124;3;1
Centro;Lazio;RI;D493;49,41;24,5
Centro;Lazio;RI;D560;2;1
Centro;Lazio;RI;D689;4;2
Centro;Lazio;RI;D785;0;1
Centro;Lazio;RI;E160;2;0
Centro;Lazio;RI;E393;0;0
Centro;Lazio;RI;E535;6,72;6
Centro;Lazio;RI;E681;1;0,5
Centro;Lazio;RI;E812;4;2
Centro;Lazio;RI;E927;0;0
Centro;Lazio;RI;F193;0;2
Centro;Lazio;RI;F319;0;1
Centro;Lazio;RI;F430;1,5;2
Centro;Lazio;RI;F446;0;3
Centro;Lazio;RI;F541;3;3
Centro;Lazio;RI;F579;0;0
Centro;Lazio;RI;F619;0;1
Centro;Lazio;RI;F687;13,97;9,89
Centro;Lazio;RI;F746;0;0
Centro;Lazio;RI;F876;0;0,75
Centro;Lazio;RI;G232;0,5;1,5
Centro;Lazio;RI;G498;4,83;4
