AREA;Regione;prov;2014_CodFitt;NTN_2014_Box;NTN_2014_Depositi_Pert
Nord Ovest;Liguria;GE;A388;103,62;17,65
Nord Ovest;Liguria;GE;A506;13;3
Nord Ovest;Liguria;GE;A658;4;0,5
Nord Ovest;Liguria;GE;A922;22;5,5
Nord Ovest;Liguria;GE;B067;0;3
Nord Ovest;Liguria;GE;B282;18;6
Nord Ovest;Liguria;GE;B490;25,64;12,97
Nord Ovest;Liguria;GE;B538;8;2,25
Nord Ovest;Liguria;GE;B551;23,5;11,08
Nord Ovest;Liguria;GE;B726;12;3
Nord Ovest;Liguria;GE;B939;15,5;7,5
Nord Ovest;Liguria;GE;B956;13;9
Nord Ovest;Liguria;GE;C302;2,34;5
Nord Ovest;Liguria;GE;C481;5;4
Nord Ovest;Liguria;GE;C621;156,75;38,82
Nord Ovest;Liguria;GE;C673;2;8,8
Nord Ovest;Liguria;GE;C823;42,36;11,67
Nord Ovest;Liguria;GE;C826;25,25;8,5
Nord Ovest;Liguria;GE;C995;0;0
Nord Ovest;Liguria;GE;D175;0;5,83
Nord Ovest;Liguria;GE;D255;7,75;15,58
Nord Ovest;Liguria;GE;D509;0;0
Nord Ovest;Liguria;GE;D512;0;0
Nord Ovest;Liguria;GE;D677;0,66;1
Nord Ovest;Liguria;GE;D969;2312,07;729,1
Nord Ovest;Liguria;GE;E109;0;0
Nord Ovest;Liguria;GE;E341;1,33;5
Nord Ovest;Liguria;GE;E488;57,64;14
Nord Ovest;Liguria;GE;E519;4,5;2
Nord Ovest;Liguria;GE;E695;0;0
Nord Ovest;Liguria;GE;E737;3;1
Nord Ovest;Liguria;GE;F020;13,33;3
Nord Ovest;Liguria;GE;F098;21,05;3,6
Nord Ovest;Liguria;GE;F173;0;2
Nord Ovest;Liguria;GE;F202;11,17;9,47
Nord Ovest;Liguria;GE;F256;0;1,08
Nord Ovest;Liguria;GE;F354;40,16;8
Nord Ovest;Liguria;GE;F445;0;0
Nord Ovest;Liguria;GE;F682;2;1
Nord Ovest;Liguria;GE;F858;0;6
Nord Ovest;Liguria;GE;F862;1;1
Nord Ovest;Liguria;GE;G093;3;3
Nord Ovest;Liguria;GE;G646;17,5;4,5
Nord Ovest;Liguria;GE;G913;0;0
Nord Ovest;Liguria;GE;H073;0;1
Nord Ovest;Liguria;GE;H183;233,3;73,76
Nord Ovest;Liguria;GE;H212;38,83;16,75
Nord Ovest;Liguria;GE;H258;3;0
Nord Ovest;Liguria;GE;H536;31;14
Nord Ovest;Liguria;GE;H546;0;1
Nord Ovest;Liguria;GE;H581;7,46;6,33
Nord Ovest;Liguria;GE;H599;1,5;0
Nord Ovest;Liguria;GE;H802;9,5;1,5
Nord Ovest;Liguria;GE;I225;89,83;14
Nord Ovest;Liguria;GE;I346;32,5;20,89
Nord Ovest;Liguria;GE;I368;6;7,5
Nord Ovest;Liguria;GE;I475;2,5;13,5
Nord Ovest;Liguria;GE;I640;30,14;15,84
Nord Ovest;Liguria;GE;I693;85,67;28,84
Nord Ovest;Liguria;GE;I852;6;5,5
Nord Ovest;Liguria;GE;L167;1;1
Nord Ovest;Liguria;GE;L298;9;5,95
Nord Ovest;Liguria;GE;L416;0;2
Nord Ovest;Liguria;GE;L507;7;8
Nord Ovest;Liguria;GE;L546;0;4
Nord Ovest;Liguria;GE;M105;1;1
Nord Ovest;Liguria;GE;M182;21,33;11,04
Nord Ovest;Liguria;IM;A111;0;1
Nord Ovest;Liguria;IM;A338;0;6
Nord Ovest;Liguria;IM;A344;0;0
Nord Ovest;Liguria;IM;A418;0;1
Nord Ovest;Liguria;IM;A499;1;5
Nord Ovest;Liguria;IM;A536;1;2
Nord Ovest;Liguria;IM;A581;0;6
Nord Ovest;Liguria;IM;A984;110,17;30,27
Nord Ovest;Liguria;IM;A993;0;1
Nord Ovest;Liguria;IM;B020;0;0
Nord Ovest;Liguria;IM;B559;16,67;7,34
Nord Ovest;Liguria;IM;B734;2;2
Nord Ovest;Liguria;IM;B814;0;4
Nord Ovest;Liguria;IM;C110;1;7
Nord Ovest;Liguria;IM;C143;3;0
Nord Ovest;Liguria;IM;C511;0;17,5
Nord Ovest;Liguria;IM;C559;49;8,83
Nord Ovest;Liguria;IM;C578;1;1
Nord Ovest;Liguria;IM;C657;0;6
Nord Ovest;Liguria;IM;C660;1;6
Nord Ovest;Liguria;IM;C718;20,3;8
Nord Ovest;Liguria;IM;C755;13;4
Nord Ovest;Liguria;IM;D087;0;1
Nord Ovest;Liguria;IM;D114;7;2
Nord Ovest;Liguria;IM;D293;11;8,5
Nord Ovest;Liguria;IM;D296;20;14
Nord Ovest;Liguria;IM;D297;81,05;31
Nord Ovest;Liguria;IM;D298;2;1
Nord Ovest;Liguria;IM;D318;3;8
Nord Ovest;Liguria;IM;D319;5;7,5
Nord Ovest;Liguria;IM;E290;182,09;86,47
Nord Ovest;Liguria;IM;E346;0;2,32
Nord Ovest;Liguria;IM;E719;11,67;2,67
Nord Ovest;Liguria;IM;F123;0,5;0
Nord Ovest;Liguria;IM;F290;1;6
Nord Ovest;Liguria;IM;F406;0;1
Nord Ovest;Liguria;IM;F528;0;0
Nord Ovest;Liguria;IM;G041;0;1
Nord Ovest;Liguria;IM;G164;41,5;15
Nord Ovest;Liguria;IM;G454;3;15
Nord Ovest;Liguria;IM;G607;0;4
Nord Ovest;Liguria;IM;G632;1;7
Nord Ovest;Liguria;IM;G660;0;6
Nord Ovest;Liguria;IM;G814;8,5;0
Nord Ovest;Liguria;IM;G840;4;2
Nord Ovest;Liguria;IM;G890;0;0
Nord Ovest;Liguria;IM;H027;0;4,5
Nord Ovest;Liguria;IM;H180;0;3
Nord Ovest;Liguria;IM;H257;0;7,67
Nord Ovest;Liguria;IM;H328;27;12,79
Nord Ovest;Liguria;IM;H460;1;7
Nord Ovest;Liguria;IM;H763;45;7
Nord Ovest;Liguria;IM;H780;1,66;0
Nord Ovest;Liguria;IM;H957;9,25;8,5
Nord Ovest;Liguria;IM;I138;345,14;139,32
Nord Ovest;Liguria;IM;I365;25,75;9,25
Nord Ovest;Liguria;IM;I556;2;3
Nord Ovest;Liguria;IM;I796;0;1
Nord Ovest;Liguria;IM;L024;80,17;18
Nord Ovest;Liguria;IM;L146;0;0
Nord Ovest;Liguria;IM;L430;1;5
Nord Ovest;Liguria;IM;L596;5;9,5
Nord Ovest;Liguria;IM;L599;45,52;17,58
Nord Ovest;Liguria;IM;L693;0;2,5
Nord Ovest;Liguria;IM;L741;71,08;44,83
Nord Ovest;Liguria;IM;L809;7;1
Nord Ovest;Liguria;IM;L943;1;5
Nord Ovest;Liguria;SP;A261;28,38;15,2
Nord Ovest;Liguria;SP;A373;15;23,33
Nord Ovest;Liguria;SP;A836;5;9
Nord Ovest;Liguria;SP;A932;8;8,01
Nord Ovest;Liguria;SP;A961;16,4;7,5
Nord Ovest;Liguria;SP;A992;2;1
Nord Ovest;Liguria;SP;B214;3;0
Nord Ovest;Liguria;SP;B410;0;2
Nord Ovest;Liguria;SP;B838;1;3
Nord Ovest;Liguria;SP;B839;1;1
Nord Ovest;Liguria;SP;C240;20;7,17
Nord Ovest;Liguria;SP;D265;47,33;1,33
Nord Ovest;Liguria;SP;D655;25,5;6,5
Nord Ovest;Liguria;SP;D758;2;2
Nord Ovest;Liguria;SP;E070;2;2,14
Nord Ovest;Liguria;SP;E463;223,95;123,62
Nord Ovest;Liguria;SP;E542;60,34;33,83
Nord Ovest;Liguria;SP;E560;33;8,24
Nord Ovest;Liguria;SP;E842;0;0
Nord Ovest;Liguria;SP;F609;6,5;8,53
Nord Ovest;Liguria;SP;G143;11,17;3,08
Nord Ovest;Liguria;SP;G664;4;1
Nord Ovest;Liguria;SP;G925;12,15;11,66
Nord Ovest;Liguria;SP;H275;17;11,5
Nord Ovest;Liguria;SP;H304;1;16,67
Nord Ovest;Liguria;SP;H461;1;1
Nord Ovest;Liguria;SP;I363;75,05;11,33
Nord Ovest;Liguria;SP;I449;75,33;30,29
Nord Ovest;Liguria;SP;L681;2,06;5,28
Nord Ovest;Liguria;SP;L774;0;3,17
Nord Ovest;Liguria;SP;L819;10;12
Nord Ovest;Liguria;SP;M177;2;0,83
Nord Ovest;Liguria;SV;A122;141,35;26,87
Nord Ovest;Liguria;SV;A145;113,84;48,68
Nord Ovest;Liguria;SV;A165;87,51;7,17
Nord Ovest;Liguria;SV;A166;68,7;33,43
Nord Ovest;Liguria;SV;A226;5,33;7,5
Nord Ovest;Liguria;SV;A278;150,82;59,87
Nord Ovest;Liguria;SV;A422;1;1
Nord Ovest;Liguria;SV;A593;2;0
Nord Ovest;Liguria;SV;A647;3;1
Nord Ovest;Liguria;SV;A796;54;0
Nord Ovest;Liguria;SV;A931;20;3
Nord Ovest;Liguria;SV;A999;89,48;23,57
Nord Ovest;Liguria;SV;B005;21,5;5,33
Nord Ovest;Liguria;SV;B048;0;0
Nord Ovest;Liguria;SV;B369;37,17;20
Nord Ovest;Liguria;SV;B409;5;3
Nord Ovest;Liguria;SV;B416;6;5,34
Nord Ovest;Liguria;SV;B748;27,67;4
Nord Ovest;Liguria;SV;B927;2;1
Nord Ovest;Liguria;SV;C063;3;0,35
Nord Ovest;Liguria;SV;C276;0;1
Nord Ovest;Liguria;SV;C443;23,81;12,63
Nord Ovest;Liguria;SV;C463;21;5
Nord Ovest;Liguria;SV;C510;89,33;24,99
Nord Ovest;Liguria;SV;C729;1;4
Nord Ovest;Liguria;SV;D095;2;3
Nord Ovest;Liguria;SV;D264;4,75;1
Nord Ovest;Liguria;SV;D424;0;0
Nord Ovest;Liguria;SV;D522;8;3
Nord Ovest;Liguria;SV;D600;147;29,99
Nord Ovest;Liguria;SV;D927;13;3
Nord Ovest;Liguria;SV;E064;1;0
Nord Ovest;Liguria;SV;E066;0;0,66
Nord Ovest;Liguria;SV;E414;21;5
Nord Ovest;Liguria;SV;E632;161,57;34
Nord Ovest;Liguria;SV;E816;29,75;4
Nord Ovest;Liguria;SV;E860;2;1
Nord Ovest;Liguria;SV;F046;0;0
Nord Ovest;Liguria;SV;F213;16;3,83
Nord Ovest;Liguria;SV;F226;5;1,33
Nord Ovest;Liguria;SV;F813;1;3
Nord Ovest;Liguria;SV;F847;0;0
Nord Ovest;Liguria;SV;F926;22,17;14,33
Nord Ovest;Liguria;SV;G076;0;0
Nord Ovest;Liguria;SV;G144;3;1
Nord Ovest;Liguria;SV;G155;1;1
Nord Ovest;Liguria;SV;G281;1;0
Nord Ovest;Liguria;SV;G542;0,33;0
Nord Ovest;Liguria;SV;G605;197,72;56,58
Nord Ovest;Liguria;SV;G741;4;2
Nord Ovest;Liguria;SV;G866;1;6
Nord Ovest;Liguria;SV;H126;7,75;11,1
Nord Ovest;Liguria;SV;H266;0;1
Nord Ovest;Liguria;SV;H452;1,56;2,56
Nord Ovest;Liguria;SV;I453;4;3
Nord Ovest;Liguria;SV;I480;195,93;82,96
Nord Ovest;Liguria;SV;I926;37,83;11,01
Nord Ovest;Liguria;SV;I946;17;4,89
Nord Ovest;Liguria;SV;I947;0;2,75
Nord Ovest;Liguria;SV;L152;0;1
Nord Ovest;Liguria;SV;L190;15,5;9
Nord Ovest;Liguria;SV;L315;11;2
Nord Ovest;Liguria;SV;L499;3;1,51
Nord Ovest;Liguria;SV;L528;20,88;12,59
Nord Ovest;Liguria;SV;L675;90,32;28,93
Nord Ovest;Liguria;SV;L730;0;1
Nord Ovest;Liguria;SV;L823;2;2
Nord Ovest;Liguria;SV;L975;5;0,5
Nord Ovest;Liguria;SV;M197;0;3
Nord Ovest;Lombardia;BG;A057;12,43;0
Nord Ovest;Lombardia;BG;A058;1;0
Nord Ovest;Lombardia;BG;A129;34,36;4,17
Nord Ovest;Lombardia;BG;A163;106,93;14,97
Nord Ovest;Lombardia;BG;A193;3,5;0
Nord Ovest;Lombardia;BG;A214;31,49;1,1
Nord Ovest;Lombardia;BG;A215;25,51;8
Nord Ovest;Lombardia;BG;A216;34,83;2
Nord Ovest;Lombardia;BG;A217;34;4,5
Nord Ovest;Lombardia;BG;A246;113,08;10,5
Nord Ovest;Lombardia;BG;A259;21,33;1,83
Nord Ovest;Lombardia;BG;A304;19,66;0
Nord Ovest;Lombardia;BG;A365;34,24;6
Nord Ovest;Lombardia;BG;A383;12,5;4,5
Nord Ovest;Lombardia;BG;A440;15;1
Nord Ovest;Lombardia;BG;A511;0;1
Nord Ovest;Lombardia;BG;A517;20;2
Nord Ovest;Lombardia;BG;A528;50;9,16
Nord Ovest;Lombardia;BG;A533;0;0
Nord Ovest;Lombardia;BG;A557;38,16;1,59
Nord Ovest;Lombardia;BG;A631;2;0
Nord Ovest;Lombardia;BG;A664;23,81;0,5
Nord Ovest;Lombardia;BG;A684;17;0
Nord Ovest;Lombardia;BG;A732;2,17;0
Nord Ovest;Lombardia;BG;A786;6;1
Nord Ovest;Lombardia;BG;A794;1099,19;111,51
Nord Ovest;Lombardia;BG;A815;0;0
Nord Ovest;Lombardia;BG;A846;11;0
Nord Ovest;Lombardia;BG;A903;0;0
Nord Ovest;Lombardia;BG;A937;35,39;1
Nord Ovest;Lombardia;BG;A950;47,29;6
Nord Ovest;Lombardia;BG;A962;49,3;1,75
Nord Ovest;Lombardia;BG;A963;110,9;1,1
Nord Ovest;Lombardia;BG;B010;7,5;0
Nord Ovest;Lombardia;BG;B083;0,33;1
Nord Ovest;Lombardia;BG;B088;21,5;2,25
Nord Ovest;Lombardia;BG;B112;2;0
Nord Ovest;Lombardia;BG;B123;10;2
Nord Ovest;Lombardia;BG;B137;57,66;2,5
Nord Ovest;Lombardia;BG;B138;57,61;5,66
Nord Ovest;Lombardia;BG;B178;54,8;1
Nord Ovest;Lombardia;BG;B217;0;0
Nord Ovest;Lombardia;BG;B223;50,27;0
Nord Ovest;Lombardia;BG;B310;41,1;0
Nord Ovest;Lombardia;BG;B393;25;0
Nord Ovest;Lombardia;BG;B395;20,02;3
Nord Ovest;Lombardia;BG;B434;66;3
Nord Ovest;Lombardia;BG;B442;31,5;4
Nord Ovest;Lombardia;BG;B471;7,97;8,13
Nord Ovest;Lombardia;BG;B618;27,77;3
Nord Ovest;Lombardia;BG;B661;5;2
Nord Ovest;Lombardia;BG;B703;63,75;4,5
Nord Ovest;Lombardia;BG;B710;16,17;2
Nord Ovest;Lombardia;BG;B731;120,36;6,03
Nord Ovest;Lombardia;BG;B801;38,5;3,75
Nord Ovest;Lombardia;BG;B803;6;2,67
Nord Ovest;Lombardia;BG;B854;24,67;1,67
Nord Ovest;Lombardia;BG;B947;26;7
Nord Ovest;Lombardia;BG;B971;24;3
Nord Ovest;Lombardia;BG;B978;15,56;3,26
Nord Ovest;Lombardia;BG;C007;0;0
Nord Ovest;Lombardia;BG;C079;45,17;1
Nord Ovest;Lombardia;BG;C255;14,96;1
Nord Ovest;Lombardia;BG;C324;67,44;7,5
Nord Ovest;Lombardia;BG;C337;3;0,33
Nord Ovest;Lombardia;BG;C396;28;0
Nord Ovest;Lombardia;BG;C410;13,25;1,25
Nord Ovest;Lombardia;BG;C456;19,7;1
Nord Ovest;Lombardia;BG;C457;41,18;4
Nord Ovest;Lombardia;BG;C459;37,5;5,58
Nord Ovest;Lombardia;BG;C506;9,43;0
Nord Ovest;Lombardia;BG;C635;12,79;3,1
Nord Ovest;Lombardia;BG;C649;34,46;6
Nord Ovest;Lombardia;BG;C728;36;2
Nord Ovest;Lombardia;BG;C730;31;2,75
Nord Ovest;Lombardia;BG;C759;20,33;0
Nord Ovest;Lombardia;BG;C789;6;0,26
Nord Ovest;Lombardia;BG;C800;65,95;14,77
Nord Ovest;Lombardia;BG;C835;12;1,67
Nord Ovest;Lombardia;BG;C894;49,5;4
Nord Ovest;Lombardia;BG;C910;5;2,25
Nord Ovest;Lombardia;BG;C937;35,01;1
Nord Ovest;Lombardia;BG;D015;2;4,66
Nord Ovest;Lombardia;BG;D016;13;0,07
Nord Ovest;Lombardia;BG;D066;2,5;0
Nord Ovest;Lombardia;BG;D103;7,5;0
Nord Ovest;Lombardia;BG;D110;15,32;0
Nord Ovest;Lombardia;BG;D111;12;1
Nord Ovest;Lombardia;BG;D117;68,25;1,67
Nord Ovest;Lombardia;BG;D126;23,5;1
Nord Ovest;Lombardia;BG;D139;18,5;1
Nord Ovest;Lombardia;BG;D221;69,44;1,33
Nord Ovest;Lombardia;BG;D233;3;0
Nord Ovest;Lombardia;BG;D245;172,34;22,5
Nord Ovest;Lombardia;BG;D352;1,11;0
Nord Ovest;Lombardia;BG;D406;22,93;5,71
Nord Ovest;Lombardia;BG;D411;25,5;2,5
Nord Ovest;Lombardia;BG;D490;79,97;4,3
Nord Ovest;Lombardia;BG;D491;6,4;1
Nord Ovest;Lombardia;BG;D588;9,66;1,25
Nord Ovest;Lombardia;BG;D604;6,25;2
Nord Ovest;Lombardia;BG;D606;7,83;1,5
Nord Ovest;Lombardia;BG;D672;30,23;3
Nord Ovest;Lombardia;BG;D684;5,5;4,5
Nord Ovest;Lombardia;BG;D688;23,5;3,5
Nord Ovest;Lombardia;BG;D697;11,5;1
Nord Ovest;Lombardia;BG;D727;31,33;1
Nord Ovest;Lombardia;BG;D817;3;0
Nord Ovest;Lombardia;BG;D903;10,83;1
Nord Ovest;Lombardia;BG;D905;10,08;3,17
Nord Ovest;Lombardia;BG;D906;4;1
Nord Ovest;Lombardia;BG;D943;1;1
Nord Ovest;Lombardia;BG;D952;24,33;0
Nord Ovest;Lombardia;BG;E006;26,99;5,86
Nord Ovest;Lombardia;BG;E100;32,5;7,25
Nord Ovest;Lombardia;BG;E103;46,75;3
Nord Ovest;Lombardia;BG;E106;6,67;0
Nord Ovest;Lombardia;BG;E148;48,3;4,84
Nord Ovest;Lombardia;BG;E189;19;2
Nord Ovest;Lombardia;BG;E192;8;0
Nord Ovest;Lombardia;BG;E219;46,61;9
Nord Ovest;Lombardia;BG;E353;6;0
Nord Ovest;Lombardia;BG;E370;2,5;0
Nord Ovest;Lombardia;BG;E422;49,67;2,67
Nord Ovest;Lombardia;BG;E509;15,25;1,83
Nord Ovest;Lombardia;BG;E524;4,5;1,75
Nord Ovest;Lombardia;BG;E562;20;0
Nord Ovest;Lombardia;BG;E640;2;0
Nord Ovest;Lombardia;BG;E704;39,5;5
Nord Ovest;Lombardia;BG;E751;30,83;3
Nord Ovest;Lombardia;BG;E770;5;0
Nord Ovest;Lombardia;BG;E794;24,7;1
Nord Ovest;Lombardia;BG;E901;59,75;2,5
Nord Ovest;Lombardia;BG;E987;74,77;13,67
Nord Ovest;Lombardia;BG;F085;18,67;4
Nord Ovest;Lombardia;BG;F186;3;1
Nord Ovest;Lombardia;BG;F243;15;1
Nord Ovest;Lombardia;BG;F276;4,66;1
Nord Ovest;Lombardia;BG;F328;6,67;1,5
Nord Ovest;Lombardia;BG;F547;18,5;2,83
Nord Ovest;Lombardia;BG;F720;6,5;1
Nord Ovest;Lombardia;BG;F738;7,53;1
Nord Ovest;Lombardia;BG;F786;13,75;0
Nord Ovest;Lombardia;BG;F791;58,02;2,34
Nord Ovest;Lombardia;BG;F864;61,49;3
Nord Ovest;Lombardia;BG;F941;8,07;0,99
Nord Ovest;Lombardia;BG;G049;2;1
Nord Ovest;Lombardia;BG;G050;17,85;2
Nord Ovest;Lombardia;BG;G054;0;1,75
Nord Ovest;Lombardia;BG;G068;10,13;0
Nord Ovest;Lombardia;BG;G075;23,17;0
Nord Ovest;Lombardia;BG;G108;5;0
Nord Ovest;Lombardia;BG;G118;0;0
Nord Ovest;Lombardia;BG;G159;27,5;1
Nord Ovest;Lombardia;BG;G160;117,42;1,5
Nord Ovest;Lombardia;BG;G233;6,5;0,5
Nord Ovest;Lombardia;BG;G249;31,3;3
Nord Ovest;Lombardia;BG;G259;27,08;2,33
Nord Ovest;Lombardia;BG;G295;22,5;3
Nord Ovest;Lombardia;BG;G346;12,21;1,5
Nord Ovest;Lombardia;BG;G350;24;5
Nord Ovest;Lombardia;BG;G412;60,13;4,51
Nord Ovest;Lombardia;BG;G418;1;1
Nord Ovest;Lombardia;BG;G564;4,66;1,33
Nord Ovest;Lombardia;BG;G574;8,98;0
Nord Ovest;Lombardia;BG;G579;14;0
Nord Ovest;Lombardia;BG;G583;16,34;1
Nord Ovest;Lombardia;BG;G588;2;0
Nord Ovest;Lombardia;BG;G774;8,75;0
Nord Ovest;Lombardia;BG;G853;34,34;1,33
Nord Ovest;Lombardia;BG;G856;82,76;7
Nord Ovest;Lombardia;BG;G864;16,5;1,33
Nord Ovest;Lombardia;BG;G867;30,28;4
Nord Ovest;Lombardia;BG;G968;36,67;1
Nord Ovest;Lombardia;BG;H020;8;1,33
Nord Ovest;Lombardia;BG;H036;11,5;0
Nord Ovest;Lombardia;BG;H046;26,66;0
Nord Ovest;Lombardia;BG;H091;9,5;0
Nord Ovest;Lombardia;BG;H176;48,27;4,65
Nord Ovest;Lombardia;BG;H177;21,17;1
Nord Ovest;Lombardia;BG;H331;21;4,25
Nord Ovest;Lombardia;BG;H492;23,33;0
Nord Ovest;Lombardia;BG;H509;133,37;8,32
Nord Ovest;Lombardia;BG;H535;9;2,5
Nord Ovest;Lombardia;BG;H544;2;3,11
Nord Ovest;Lombardia;BG;H584;9;0
Nord Ovest;Lombardia;BG;H615;34,8;0,53
Nord Ovest;Lombardia;BG;H910;23,01;5,77
Nord Ovest;Lombardia;BG;I079;19,51;0,54
Nord Ovest;Lombardia;BG;I168;4;3
Nord Ovest;Lombardia;BG;I437;64,51;5
Nord Ovest;Lombardia;BG;I506;90,43;7,5
Nord Ovest;Lombardia;BG;I530;16,5;5,93
Nord Ovest;Lombardia;BG;I567;10,63;3,3
Nord Ovest;Lombardia;BG;I597;39;5
Nord Ovest;Lombardia;BG;I628;233,15;12,54
Nord Ovest;Lombardia;BG;I629;39;5
Nord Ovest;Lombardia;BG;I812;22;3
Nord Ovest;Lombardia;BG;I813;12,49;0,33
Nord Ovest;Lombardia;BG;I830;12,83;1
Nord Ovest;Lombardia;BG;I858;59,22;4,16
Nord Ovest;Lombardia;BG;I869;44,22;3
Nord Ovest;Lombardia;BG;I873;16;3
Nord Ovest;Lombardia;BG;I916;5;0
Nord Ovest;Lombardia;BG;I919;29,55;2
Nord Ovest;Lombardia;BG;I951;99,13;8,59
Nord Ovest;Lombardia;BG;I986;3,8;2,07
Nord Ovest;Lombardia;BG;I997;21,71;0
Nord Ovest;Lombardia;BG;L037;5;1,17
Nord Ovest;Lombardia;BG;L073;22,3;3,29
Nord Ovest;Lombardia;BG;L087;35,5;2,5
Nord Ovest;Lombardia;BG;L118;86,1;4
Nord Ovest;Lombardia;BG;L251;89,21;9,48
Nord Ovest;Lombardia;BG;L265;15,25;4
Nord Ovest;Lombardia;BG;L276;18;0
Nord Ovest;Lombardia;BG;L388;55,75;4,67
Nord Ovest;Lombardia;BG;L400;278,82;20,83
Nord Ovest;Lombardia;BG;L404;92,06;4,63
Nord Ovest;Lombardia;BG;L502;87,06;2,56
Nord Ovest;Lombardia;BG;L544;15;0,5
Nord Ovest;Lombardia;BG;L545;48,91;2,5
Nord Ovest;Lombardia;BG;L579;3;2
Nord Ovest;Lombardia;BG;L623;5,4;1,4
Nord Ovest;Lombardia;BG;L642;5,5;0
Nord Ovest;Lombardia;BG;L655;3;1
Nord Ovest;Lombardia;BG;L707;1,75;0
Nord Ovest;Lombardia;BG;L752;25,5;3
Nord Ovest;Lombardia;BG;L753;41,08;3,59
Nord Ovest;Lombardia;BG;L795;7,66;0,02
Nord Ovest;Lombardia;BG;L827;1;0
Nord Ovest;Lombardia;BG;L865;2;1
Nord Ovest;Lombardia;BG;L894;4,17;2
Nord Ovest;Lombardia;BG;L929;24,16;4
Nord Ovest;Lombardia;BG;L936;83,75;3,16
Nord Ovest;Lombardia;BG;L938;7,33;2
Nord Ovest;Lombardia;BG;M045;43,17;5
Nord Ovest;Lombardia;BG;M050;6;0
Nord Ovest;Lombardia;BG;M144;9;0
Nord Ovest;Lombardia;BG;M147;89,25;9,79
Nord Ovest;Lombardia;BG;M184;40,16;6,25
Nord Ovest;Lombardia;BG;M333;17,78;6
Nord Ovest;Lombardia;BG;M334;13,75;7,33
Nord Ovest;Lombardia;BS;A034;1;0
Nord Ovest;Lombardia;BS;A060;27,67;1
Nord Ovest;Lombardia;BS;A082;4;3
Nord Ovest;Lombardia;BS;A188;6,42;0
Nord Ovest;Lombardia;BS;A288;6,5;0
Nord Ovest;Lombardia;BS;A293;8,5;4,83
Nord Ovest;Lombardia;BS;A451;14,56;15
Nord Ovest;Lombardia;BS;A529;24;0
Nord Ovest;Lombardia;BS;A569;58,49;4,5
Nord Ovest;Lombardia;BS;A578;8,41;5
Nord Ovest;Lombardia;BS;A630;9;1
Nord Ovest;Lombardia;BS;A661;3;0
Nord Ovest;Lombardia;BS;A702;7,5;0
Nord Ovest;Lombardia;BS;A729;78,99;2,5
Nord Ovest;Lombardia;BS;A799;14,78;0
Nord Ovest;Lombardia;BS;A816;7,5;0
Nord Ovest;Lombardia;BS;A817;10;0,93
Nord Ovest;Lombardia;BS;A861;3,7;2,14
Nord Ovest;Lombardia;BS;A878;0,2;1
Nord Ovest;Lombardia;BS;B035;11;2
Nord Ovest;Lombardia;BS;B040;45,58;3
Nord Ovest;Lombardia;BS;B054;26,41;3,5
Nord Ovest;Lombardia;BS;B091;63,44;7,51
Nord Ovest;Lombardia;BS;B100;0,25;0,38
Nord Ovest;Lombardia;BS;B102;62;2
Nord Ovest;Lombardia;BS;B120;8,33;0
Nord Ovest;Lombardia;BS;B124;2;0
Nord Ovest;Lombardia;BS;B149;15;5,5
Nord Ovest;Lombardia;BS;B157;1321,26;116,15
Nord Ovest;Lombardia;BS;B184;1;0
Nord Ovest;Lombardia;BS;B365;4,5;1
Nord Ovest;Lombardia;BS;B394;75,79;4
Nord Ovest;Lombardia;BS;B436;16,95;0
Nord Ovest;Lombardia;BS;B450;29,71;1
Nord Ovest;Lombardia;BS;B664;7;1
Nord Ovest;Lombardia;BS;B676;0;0
Nord Ovest;Lombardia;BS;B698;29,5;1
Nord Ovest;Lombardia;BS;B711;73,58;0
Nord Ovest;Lombardia;BS;B817;77,09;5
Nord Ovest;Lombardia;BS;C055;54,34;2,59
Nord Ovest;Lombardia;BS;C072;19;1
Nord Ovest;Lombardia;BS;C208;67,2;3
Nord Ovest;Lombardia;BS;C293;44,33;1,67
Nord Ovest;Lombardia;BS;C330;3,67;1,5
Nord Ovest;Lombardia;BS;C332;37,16;0
Nord Ovest;Lombardia;BS;C408;51,58;7
Nord Ovest;Lombardia;BS;C417;3;2,75
Nord Ovest;Lombardia;BS;C439;24;2,5
Nord Ovest;Lombardia;BS;C549;7;1
Nord Ovest;Lombardia;BS;C585;0;3
Nord Ovest;Lombardia;BS;C591;3,19;3,05
Nord Ovest;Lombardia;BS;C618;83,17;1,75
Nord Ovest;Lombardia;BS;C685;1,5;0
Nord Ovest;Lombardia;BS;C691;4;1
Nord Ovest;Lombardia;BS;C698;6,6;0
Nord Ovest;Lombardia;BS;C760;4,67;0
Nord Ovest;Lombardia;BS;C806;40,67;1,5
Nord Ovest;Lombardia;BS;C850;23;3
Nord Ovest;Lombardia;BS;C883;5;4,48
Nord Ovest;Lombardia;BS;C893;34,17;5,35
Nord Ovest;Lombardia;BS;C925;18;0
Nord Ovest;Lombardia;BS;C948;102,25;15,75
Nord Ovest;Lombardia;BS;D058;41,3;3
Nord Ovest;Lombardia;BS;D064;41,17;9,67
Nord Ovest;Lombardia;BS;D082;5;1
Nord Ovest;Lombardia;BS;D251;82,56;10,55
Nord Ovest;Lombardia;BS;D270;35,94;1
Nord Ovest;Lombardia;BS;D284;284,34;22,21
Nord Ovest;Lombardia;BS;D391;22,94;7
Nord Ovest;Lombardia;BS;D421;37,17;1
