AREA;Regione;prov;2014_CodFitt;NTN_2014_Uffici;NTN_2014_Negozi_Lab;NTN_2014_Depositi_Comm;NTN_2014_TCO_B04;NTN_2014_TCO_D02;NTN_2014_TCO_D05;NTN_2014_TCO_D08;NTN_2014_PRO;NTN_2014_AGR
Nord Ovest;Liguria;GE;A388;1;5;1,92;0;0;0;0;6;0
Nord Ovest;Liguria;GE;A506;0;0;2;0;0;0;0;1;0
Nord Ovest;Liguria;GE;A658;0;2;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;A922;1;5,16;1,67;0;0;0;0;0;0
Nord Ovest;Liguria;GE;B067;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;B282;1;5;5,95;0;0;0;0;5;0
Nord Ovest;Liguria;GE;B490;0;5;3,25;0;0;0;0;0;0
Nord Ovest;Liguria;GE;B538;0;2;1,22;0;0;0;1;0;0
Nord Ovest;Liguria;GE;B551;0;1;4,83;0;0;0;0;2;0
Nord Ovest;Liguria;GE;B726;0;2;1;0;0;0;2;1;0
Nord Ovest;Liguria;GE;B939;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;B956;0;2;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C302;0;0;0,16;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C481;0;0;8;0;0;0;0;2;0
Nord Ovest;Liguria;GE;C621;3;6;9,42;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C673;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C823;0;0;11,5;0;0;0;6,5;0;0
Nord Ovest;Liguria;GE;C826;0;1;9;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C995;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D175;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D255;0;2;4,83;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D509;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D512;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D677;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;D969;97,63;257,78;224,55;16;1;3;31;37,03;0
Nord Ovest;Liguria;GE;E109;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;E341;0;0;1,66;0;0;0;0;0;0
Nord Ovest;Liguria;GE;E488;0;8,93;6;0;0;0;0,2;2;0
Nord Ovest;Liguria;GE;E519;0;0;2;0;0;0;0;2;0
Nord Ovest;Liguria;GE;E695;0;0,25;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;E737;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F020;0;1;3,57;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F098;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F173;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;GE;F202;0;0;5,97;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F256;0;0;3,04;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F354;0;0;3;0;4;0;0;1;0
Nord Ovest;Liguria;GE;F445;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F682;0;3;4;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F858;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F862;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G093;0;1;6,25;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G646;1;0;0,83;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G913;0;0,83;0;0;0,1;0;0;0;0
Nord Ovest;Liguria;GE;H073;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H183;0;9,7;17,08;0;6;0;0;2;0
Nord Ovest;Liguria;GE;H212;0;9;8,43;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H258;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H536;0;2;9;0;0;0;0;1;0
Nord Ovest;Liguria;GE;H546;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H581;0;1;4;0;0;0;0;1;0
Nord Ovest;Liguria;GE;H599;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H802;0;0;6;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I225;0;1,5;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I346;0;5;8,5;0;0;0;0;3;0
Nord Ovest;Liguria;GE;I368;0;1;4;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I475;0;1;9,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I640;0;1;11,17;0;0;0;0;1;0
Nord Ovest;Liguria;GE;I693;0;2,18;11;0;0,25;0;0;0,17;0
Nord Ovest;Liguria;GE;I852;0;1;0;0;0;0;0;1;0
Nord Ovest;Liguria;GE;L167;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L298;0;2;2,67;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L416;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;GE;L507;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L546;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;M105;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;M182;0;0;1,58;0;0;0;1;0;0
Nord Ovest;Liguria;IM;A111;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A338;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A344;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A418;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A499;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A536;0;0;1;0;0;0;0,75;0;0
Nord Ovest;Liguria;IM;A581;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A984;0;2;10,54;0;0;0;0;2;1
Nord Ovest;Liguria;IM;A993;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;B020;0;0;4;0;0;0;0;1;0
Nord Ovest;Liguria;IM;B559;0;1;2;0;0;0;0;1;0
Nord Ovest;Liguria;IM;B734;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;B814;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C110;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C143;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C511;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C559;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C578;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C657;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C660;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C718;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C755;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D087;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D114;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D293;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D296;0;0;2;0;0;0;1;0;0
Nord Ovest;Liguria;IM;D297;0;4;5,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D298;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D318;0;1;3;0;0;0;0;0;1
Nord Ovest;Liguria;IM;D319;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;E290;7;11,67;38;4;0;0;0;3;0
Nord Ovest;Liguria;IM;E346;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;E719;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F123;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F290;0;0;1;0;0;0;0;0;1
Nord Ovest;Liguria;IM;F406;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F528;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G041;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G164;1;3;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G454;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G607;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G632;0;1;7;0;0;0;0;2;0
Nord Ovest;Liguria;IM;G660;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G814;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G840;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G890;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H027;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H180;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H257;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H328;0;0;3;0;0;0;0;1;0
Nord Ovest;Liguria;IM;H460;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H763;0;3;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H780;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H957;1;1;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I138;3;13;39,45;0;0;0;2;1;2
Nord Ovest;Liguria;IM;I365;0;0;2,5;0;3;0;0;1;0
Nord Ovest;Liguria;IM;I556;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I796;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L024;1;5;4,31;0;0,5;0;3,21;2,14;0
Nord Ovest;Liguria;IM;L146;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L430;0;0;0,25;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L596;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L599;0;6;7,5;0;0;0;0;0,02;0
Nord Ovest;Liguria;IM;L693;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L741;1;6,61;14,33;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L809;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L943;0;0;1,13;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A261;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A373;1;2,5;7;0;0;0;1;2,13;0
Nord Ovest;Liguria;SP;A836;0;0;3,67;0;0;0;1;1;0
Nord Ovest;Liguria;SP;A932;0;2;1;0;0;0;2;2;0
Nord Ovest;Liguria;SP;A961;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A992;0;0;0;0;0;0;0;1;0
Nord Ovest;Liguria;SP;B214;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B410;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;SP;B838;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B839;0;0;0,5;0;0;0;0;1;0
Nord Ovest;Liguria;SP;C240;1;6;4,25;0;0;0;0;3,5;0
Nord Ovest;Liguria;SP;D265;0;0,5;0;0;0;0;0;1;0
Nord Ovest;Liguria;SP;D655;0;0;5,34;0;0;0;0;3;0
Nord Ovest;Liguria;SP;D758;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SP;E070;0;1;3,47;1;0;0;0;1;0
Nord Ovest;Liguria;SP;E463;24,08;41,02;44,89;1;0,35;3,74;3;14,08;0
Nord Ovest;Liguria;SP;E542;1;2;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SP;E560;0;5,5;3;0;0;0;0;1;0
Nord Ovest;Liguria;SP;E842;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;F609;0;3,67;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;G143;0;2;3;0;0;0;0;4;0
Nord Ovest;Liguria;SP;G664;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Liguria;SP;G925;0;3;1,08;0;0;0;0;0;0
Nord Ovest;Liguria;SP;H275;0;0,33;5,5;0;0;0;0;3,5;0
Nord Ovest;Liguria;SP;H304;0;1;3;0;1;0;0;0;0
Nord Ovest;Liguria;SP;H461;0;0;0;0;0;0;4;0;0
Nord Ovest;Liguria;SP;I363;1;2;7,83;0;0;0;2;3;0
Nord Ovest;Liguria;SP;I449;3;5,5;17,41;0;0;1;2;4;0
Nord Ovest;Liguria;SP;L681;0;0;7,11;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L774;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L819;0;2;1,04;0;0;0;0;2;0
Nord Ovest;Liguria;SP;M177;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A122;1;5;5,41;0;1;0;0;1;0
Nord Ovest;Liguria;SV;A145;1;7;6,5;0;0;0;2;2;0
Nord Ovest;Liguria;SV;A165;0;3;2;0;0;0;4;3,07;0
Nord Ovest;Liguria;SV;A166;0;0,75;3,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A226;0;0;2,75;0;0;0;1;0;0
Nord Ovest;Liguria;SV;A278;0;3;9;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A422;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A593;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A647;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A796;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A931;0;0;3,25;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A999;0;2;4;0;1;0;0;0;0
Nord Ovest;Liguria;SV;B005;0;3;2;0;0;0;0;0,05;0
Nord Ovest;Liguria;SV;B048;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B369;0;4;15,1;0;0;0;0;7;0
Nord Ovest;Liguria;SV;B409;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B416;0;1;8,34;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B748;0;2;8;0;0;0;0;3;0
Nord Ovest;Liguria;SV;B927;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C063;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C276;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;0;2;4,22;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C463;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C510;0;0;3,51;0;0;0;0;1;0
Nord Ovest;Liguria;SV;C729;0;0;2;0;0;0;1;0;0
Nord Ovest;Liguria;SV;D095;0;0;1;0;0;0;1;0;0
Nord Ovest;Liguria;SV;D264;0;2;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D424;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D522;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D600;1;1,06;12,66;0;3;0;1;0,05;0
Nord Ovest;Liguria;SV;D927;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E064;0;0;2,62;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E066;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E414;0;2;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E632;1;2;4;0;0;0;0;0,07;0
Nord Ovest;Liguria;SV;E816;0;0;3;0;0;0;0;0,04;0
Nord Ovest;Liguria;SV;E860;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F046;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F213;0;1;2,28;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F226;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F813;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F847;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F926;0;1;2,04;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G076;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G144;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;0;1,34;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G281;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G542;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G605;2;5;11;0;0;0;1;0;0
Nord Ovest;Liguria;SV;G741;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G866;0;0;6,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H126;0;3;6;0;0;0;0;0,18;0
Nord Ovest;Liguria;SV;H266;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H452;0;5;1;0;0;0;1;0;0
Nord Ovest;Liguria;SV;I453;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I480;3;25,25;32,51;0;0;1;5;2,1;0
Nord Ovest;Liguria;SV;I926;2;3,5;2,83;0;1;0;0,66;0;0
Nord Ovest;Liguria;SV;I946;0;0;1,66;0;0;0;0;2;0
Nord Ovest;Liguria;SV;I947;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L152;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L190;1;2;2;0;0;0;0;1;0
Nord Ovest;Liguria;SV;L315;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L499;0;0;4;0;0;0;1;0;0
Nord Ovest;Liguria;SV;L528;1;1;4,04;0;0;0;2;5;0
Nord Ovest;Liguria;SV;L675;1,8;3,5;9,72;0;1;0;2,06;2;0
Nord Ovest;Liguria;SV;L730;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L823;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L975;0;0;2,25;0;0;0;0;0;0
Nord Ovest;Liguria;SV;M197;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A057;1;3;4;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;A058;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A129;1;0,5;3,75;0;0;0;2;8;0
Nord Ovest;Lombardia;BG;A163;5;9,22;25,29;0;0;0;1;5,03;0
Nord Ovest;Lombardia;BG;A193;0;0;1,89;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A214;1,67;5,67;2;0;0;0;0;3,12;0
Nord Ovest;Lombardia;BG;A215;3;0;6,5;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;A216;1,5;1;1,5;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;A217;1;3;8,33;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;A246;4;1;8;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;A259;0;0;1,14;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A304;0;1;2;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;A365;0;2;3;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;A383;0;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A440;1;0;2;0;0;0;0;3;1
Nord Ovest;Lombardia;BG;A511;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A517;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A528;1;3;4;0;0;0;2;1;0
Nord Ovest;Lombardia;BG;A533;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A557;1;4;2,58;0;0;0;0;5,02;0
Nord Ovest;Lombardia;BG;A631;0;0;0;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A664;0;1,26;3,26;0;0;0;0;8;0
Nord Ovest;Lombardia;BG;A684;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A732;0;0,5;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A786;0;0,5;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A794;88,41;81,44;39,52;0;0;1;8,03;6,55;0,5
Nord Ovest;Lombardia;BG;A815;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A846;0;0;0,38;0;0;0;0;0,07;0
Nord Ovest;Lombardia;BG;A903;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A937;0;3;5;0;0;0;1;8;0
Nord Ovest;Lombardia;BG;A950;0;2;3;0;0;0;0;4,3;0
Nord Ovest;Lombardia;BG;A962;5;2;6;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;A963;0;0;10,5;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B010;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B083;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B088;1;0;6,34;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;B112;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B123;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B137;1;2;1;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B138;4;1;3,33;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;B178;4;4;3;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;B217;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B223;1;1;3,93;0;0;0;0;2,01;0
Nord Ovest;Lombardia;BG;B310;0;1,62;5;0;0;0;0;9;0
Nord Ovest;Lombardia;BG;B393;3;2;5,13;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B395;0;0;6;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;B434;3;3;3,53;0;0;0;0;2,04;1
Nord Ovest;Lombardia;BG;B442;0;1;3;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B471;0;0;5,36;0;0;0;0;0;0,5
Nord Ovest;Lombardia;BG;B618;0;0;4,73;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B661;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B703;0;3;1,7;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B710;0;0;1,27;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B731;0;4,07;5;0;0;0;0;8,08;0
Nord Ovest;Lombardia;BG;B801;3;0;4,75;0;0;0;2;0;0
Nord Ovest;Lombardia;BG;B803;0;0;3,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B854;1;3;3,17;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;B947;3,5;1;3;0;0;0;4;3,03;0
Nord Ovest;Lombardia;BG;B971;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B978;1;1;2,67;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C007;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C079;4,5;5,5;4,66;0;0;0;1;3,5;0
Nord Ovest;Lombardia;BG;C255;1;2,5;3,92;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C324;0;0;3,12;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C337;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C396;0;1;0;0;0;0;1;2;0
Nord Ovest;Lombardia;BG;C410;1;0;2,5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C456;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C457;0;0;7;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C459;0;1;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C506;0;0;0,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C635;0;2,06;1,04;0;0;0;0;1,07;0
Nord Ovest;Lombardia;BG;C649;0;1,07;1;0;0;0;1;8;0
Nord Ovest;Lombardia;BG;C728;0;5;5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C730;0;2;5,75;0;0;0;0;11;0
Nord Ovest;Lombardia;BG;C759;0;1;2,5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C789;0;0;2,61;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C800;5;5,5;1,49;0;0;0;0;6,08;0
Nord Ovest;Lombardia;BG;C835;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C894;1;2;4;0;0;0;1;15,21;0
Nord Ovest;Lombardia;BG;C910;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C937;0;2;0,17;0;0;0;1;3;0
Nord Ovest;Lombardia;BG;D015;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D016;0;0;1,07;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D066;0;0;0;0;0;0;2;4;0
Nord Ovest;Lombardia;BG;D103;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D110;0;2;2;0;0;0;0;6;1
Nord Ovest;Lombardia;BG;D111;0;0;1;0;0;0;0;0,01;0
Nord Ovest;Lombardia;BG;D117;5;8;9,94;0;0;0;2;2,2;0
Nord Ovest;Lombardia;BG;D126;1;2,17;7,5;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;D139;2;1;2;0;0;0;2;1,4;0
Nord Ovest;Lombardia;BG;D221;1;5,22;6,72;0;0;0;0;5,28;0
Nord Ovest;Lombardia;BG;D233;0;0;0,89;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D245;1;7,22;13,19;0;0;0;0;4,14;0
Nord Ovest;Lombardia;BG;D352;0;0,19;5,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D406;3;0;7,59;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D411;0;0;0;0;0;0;1;2;0
Nord Ovest;Lombardia;BG;D490;0;3;4,3;0;0;0;0;4,16;0
Nord Ovest;Lombardia;BG;D491;0;1;1;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;D588;0;0;3,34;0;0;0;0;2,07;0
Nord Ovest;Lombardia;BG;D604;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D606;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D672;0;0,5;0,5;0;0;0;0;1,09;0
Nord Ovest;Lombardia;BG;D684;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D688;0;0;0,17;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BG;D697;0;1,17;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D727;0;0;1,5;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D817;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D903;0;0;1;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;D905;0;3,14;1,89;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D906;0;0;1,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D943;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D952;1;1;6,8;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E006;0;0;8,69;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;E100;1;4;5,5;0;0;0;0;1,05;0
Nord Ovest;Lombardia;BG;E103;2;6;2,5;0;0;0;0;1,14;0
Nord Ovest;Lombardia;BG;E106;1;0;1,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E148;0;2,17;3,92;0;0;0;3;6,15;0
Nord Ovest;Lombardia;BG;E189;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E192;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E219;3;0;8;0;0;0;0;8,02;0
Nord Ovest;Lombardia;BG;E353;0;0;0,08;0;0;0;0;0;0
