Area;Regione;Provincia;2024_CodCom;NTN_2024_Depositi_Pert;NTN_2024_Box
Nord Ovest;Valle d'Aosta;AO;A094;39,49;74,97
Nord Ovest;Lombardia;MI;A096;8;31,5
Isole;Sardegna;OR;A097;3;0
Isole;Sicilia;EN;A098;1;11
Sud;Abruzzo;AQ;A100;3,67;1
Sud;Campania;AV;A101;5;11
Sud;Calabria;CS;A102;2;2
Sud;Calabria;CS;A105;0;0
Sud;Campania;CE;A106;0;0
Nord Ovest;Piemonte;BI;A107;0;1
Nord Ovest;Valle d'Aosta;AO;A108;8,44;5,9
Nord Ovest;Piemonte;TO;A109;16;32,78
Sud;Campania;BN;A110;13;23,55
Nord Ovest;Liguria;IM;A111;4;0
Nord Ovest;Lombardia;LC;A112;4;22,67
Nord Ovest;Piemonte;CN;A113;4;3
Isole;Sardegna;SS;A115;3;2
Nord Ovest;Piemonte;TO;A117;4;4
Nord Ovest;Lombardia;PV;A118;2;7,17
Nord Ovest;Piemonte;VC;A119;12,84;83,5
Sud;Abruzzo;PE;A120;6;8,5
Nord Ovest;Liguria;SV;A122;81,38;244,44
Centro;Lazio;FR;A123;17,67;20,21
Nord Ovest;Piemonte;CN;A124;131,74;335,89
Sud;Abruzzo;TE;A125;127,6;334,7
Isole;Sardegna;OR;A126;1;0
Nord Ovest;Lombardia;MI;A127;6,75;38,14
Sud;Campania;SA;A128;8;8
Nord Ovest;Lombardia;BG;A129;17,92;107,88
Nord Ovest;Piemonte;VC;A130;1;4
Sud;Basilicata;PZ;A131;0,5;1
Centro;Lazio;RM;A132;76,06;256,27
Nord Ovest;Lombardia;PV;A134;0;3
Nord Ovest;Lombardia;SO;A135;9;2
Nord Est;Veneto;VR;A137;4;36,27
Nord Est;Emilia-Romagna;PR;A138;6,24;15
Nord Ovest;Piemonte;CN;A139;3;1
Nord Ovest;Lombardia;CO;A143;21;41,56
Nord Ovest;Liguria;SV;A145;118,12;206,84
Nord Ovest;Piemonte;AL;A146;5;6,5
Sud;Puglia;BA;A149;14;27
Sud;Puglia;FG;A150;1;1
Nord Ovest;Lombardia;CO;A153;27,5;41,33
Nord Est;Veneto;VI;A154;3;12,33
Sud;Calabria;CZ;A155;2;1
Nord Ovest;Piemonte;TO;A157;4;14,5
Nord Ovest;Lombardia;MI;A159;14;81,92
Sud;Calabria;CS;A160;1;2
Nord Est;Veneto;PD;A161;8,33;400,16
Nord Est;Emilia-Romagna;RE;A162;23;105,4
Nord Ovest;Lombardia;BG;A163;32,18;238,26
Nord Ovest;Lombardia;CO;A164;12,34;46,84
Nord Ovest;Liguria;SV;A165;23,17;59,17
Nord Ovest;Liguria;SV;A166;58,33;80,22
Nord Ovest;Lombardia;VA;A167;14,5;39,25
Nord Ovest;Lombardia;PV;A171;1;2
Nord Ovest;Lombardia;SO;A172;23,7;5,96
Nord Ovest;Piemonte;AT;A173;1;8
Nord Ovest;Lombardia;PV;A175;5,5;58,5
Isole;Sicilia;TP;A176;33,83;113,8
Isole;Sicilia;ME;A177;4;1
Isole;Sardegna;OR;A180;1;1
Isole;Sicilia;AG;A181;2,67;2,7
Nord Ovest;Piemonte;AL;A182;324,26;772,39
Sud;Calabria;CS;A183;1;0
Sud;Puglia;LE;A184;12;2,5
Sud;Puglia;LE;A185;2,25;22,08
Sud;Campania;SA;A186;1;0
Sud;Abruzzo;AQ;A187;9;6
Nord Ovest;Lombardia;BS;A188;1;16,75
Nord Ovest;Piemonte;AL;A189;0;4,33
Nord Est;Emilia-Romagna;RA;A191;23,72;73,5
Isole;Sardegna;SS;A192;105,16;476,8
Nord Ovest;Lombardia;BG;A193;4,5;5,5
Isole;Sicilia;ME;A194;0;0
Isole;Sicilia;PA;A195;7,75;3
Sud;Basilicata;MT;A196;9,97;0
Nord Ovest;Piemonte;AL;A197;2;3
Nord Ovest;Piemonte;VC;A198;1;9
Sud;Campania;CE;A200;4;6
Isole;Sicilia;ME;A201;0;9
Isole;Sicilia;PA;A202;8,14;7
Isole;Sicilia;PA;A203;2;1
Isole;Sardegna;OR;A204;0;0
Nord Ovest;Valle d'Aosta;AO;A205;0;1
Nord Est;Veneto;BL;A206;12,17;16,67
Centro;Umbria;TR;A207;2,66;5,33
Sud;Puglia;LE;A208;3;9,75
Centro;Lazio;RM;A210;7;3
Nord Ovest;Lombardia;BG;A214;12,16;63,49
Nord Ovest;Lombardia;BG;A215;16,56;67,2
Nord Ovest;Lombardia;BG;A216;21;69,5
Nord Ovest;Lombardia;BG;A217;18,5;47,49
Nord Ovest;Piemonte;TO;A218;16;48,44
Nord Est;Veneto;VI;A220;8;20
Nord Ovest;Piemonte;TO;A221;0;5
Nord Ovest;Piemonte;TO;A222;59,33;210,57
Nord Est;Emilia-Romagna;PC;A223;6;34,5
Nord Ovest;Lombardia;CO;A224;2;17,5
Sud;Puglia;BA;A225;219,65;611,91
Nord Ovest;Liguria;SV;A226;35,04;17,5
Nord Ovest;Piemonte;AL;A227;0;3
Sud;Campania;AV;A228;3;4
Isole;Sicilia;PA;A229;9,66;9,33
Sud;Campania;SA;A230;6,5;24,25
Nord Est;Veneto;VI;A231;11,49;168,6
Centro;Marche;AP;A233;18;69,67
Sud;Calabria;CS;A234;2;0
Sud;Abruzzo;CH;A235;3;10
Nord Est;Veneto;VI;A236;0,33;8
Nord Est;Veneto;TV;A237;5,5;38,4
Nord Ovest;Piemonte;CN;A238;0;2
Isole;Sicilia;PA;A239;8;6
Sud;Calabria;CS;A240;4;2
Centro;Toscana;LU;A241;24;136,51
Centro;Umbria;TR;A242;3;7
Sud;Campania;CE;A243;2;3
Centro;Lazio;FR;A244;5,5;7
Nord Ovest;Piemonte;AL;A245;0;1
Nord Ovest;Lombardia;BG;A246;59,12;224,06
Nord Ovest;Lombardia;CO;A249;14,68;49,22
Sud;Campania;SA;A251;7;1
Centro;Marche;AP;A252;3;8,17
Sud;Calabria;CS;A253;19,2;38,5
Nord Est;Friuli- Venezia Giulia;UD;A254;0;7
Sud;Calabria;CZ;A255;0;0
Centro;Lazio;FR;A256;2;0
Sud;Calabria;CZ;A257;1;0
Centro;Lazio;RI;A258;8,67;9,4
Nord Ovest;Lombardia;BG;A259;3,09;20,26
Nord Ovest;Liguria;SP;A261;19,34;34,11
Centro;Umbria;TR;A262;30,1;47,8
Sud;Calabria;CS;A263;3;5
Nord Ovest;Piemonte;NO;A264;9;5
Sud;Campania;BN;A265;1;0
Nord Est;Friuli- Venezia Giulia;UD;A267;3;1
Sud;Campania;NA;A268;14,5;3
Centro;Lazio;FR;A269;18,5;30
Sud;Abruzzo;TE;A270;1;3
Centro;Marche;AN;A271;356,04;473,24
Sud;Calabria;CZ;A272;1;1
Nord Ovest;Lombardia;SO;A273;4;3
Nord Ovest;Piemonte;TO;A275;4,17;14,75
Nord Ovest;Liguria;SV;A278;76,25;190,16
Nord Ovest;Piemonte;BI;A280;27;26
Sud;Puglia;LE;A281;5;3
Nord Ovest;Piemonte;TO;A282;2;4,5
Nord Est;Friuli- Venezia Giulia;PN;A283;3;1
Sud;Campania;AV;A284;2;2,17
Sud;Puglia;BA;A285;183,25;496,66
Isole;Sardegna;SS;A287;0;0
Nord Ovest;Lombardia;BS;A288;1,5;5,47
Nord Ovest;Lombardia;VA;A290;24;52,61
Centro;Toscana;AR;A291;12,34;13
Nord Est;Veneto;VR;A292;0;26
Nord Ovest;Lombardia;BS;A293;5;23,5
Sud;Campania;SA;A294;31,22;100,06
Nord Ovest;Piemonte;TO;A295;3;5
Nord Est;Veneto;PD;A296;3,06;25,4
Centro;Lazio;RM;A297;13;39,7
Nord Ovest;Lombardia;CR;A299;1;11,51
Nord Ovest;Piemonte;AT;A300;5;8
Nord Ovest;Lombardia;LC;A301;7,01;15
Nord Est;Veneto;VE;A302;6;34,84
Sud;Calabria;RC;A303;1;0
Nord Ovest;Lombardia;BG;A304;11,97;48,58
Nord Ovest;Valle d'Aosta;AO;A305;5,8;14,54
Nord Ovest;Valle d'Aosta;AO;A308;5;5
Centro;Lazio;RM;A309;1;1
Centro;Lazio;FR;A310;19,02;44,5
Nord Ovest;Piemonte;AT;A312;4;7
Isole;Sicilia;ME;A313;0;0
Sud;Calabria;RC;A314;2;2
Centro;Lazio;RI;A315;2,5;6
Nord Ovest;Piemonte;VB;A317;3;3,5
Sud;Abruzzo;AQ;A318;3;22
Nord Ovest;Lombardia;CO;A319;3,67;16,67
Sud;Puglia;FG;A320;0;5,88
Sud;Basilicata;PZ;A321;8,5;2,5
Centro;Lazio;RM;A323;124,17;398,9
Nord Est;Emilia-Romagna;BO;A324;29,88;126,88
Nord Ovest;Piemonte;VB;A325;0;1
Nord Ovest;Valle d'Aosta;AO;A326;147,35;345,84
Centro;Marche;PS;A327;4;5
Sud;Campania;BN;A328;3;6
Centro;Marche;MC;A329;8,16;7,33
Sud;Campania;BN;A330;2;0
Nord Ovest;Lombardia;CO;A333;20,2;122,42
Centro;Marche;MC;A334;6;15,11
Centro;Marche;AP;A335;0;5,5
Nord Ovest;Lombardia;SO;A337;43,82;106,05
Nord Ovest;Liguria;IM;A338;9;0
Sud;Puglia;FG;A339;8,24;36,5
Sud;Calabria;CS;A340;2;1,33
Centro;Lazio;LT;A341;119,73;421,76
Sud;Campania;SA;A343;6,84;3
Nord Ovest;Liguria;IM;A344;3;1
Sud;Abruzzo;AQ;A345;308,64;532,53
Sud;Campania;AV;A347;2;7
Centro;Lazio;FR;A348;0;2
Sud;Puglia;LE;A350;2;6
Isole;Sicilia;AG;A351;10,67;5,64
Nord Ovest;Piemonte;AT;A352;1;4
Nord Est;Friuli- Venezia Giulia;PN;A354;1;4
Isole;Sardegna;NU;A355;13;86,5
Isole;Sardegna;OR;A357;1;1
Nord Ovest;Piemonte;VC;A358;11;11
Isole;Sardegna;CA;A359;4,07;12,16
Nord Est;Veneto;TV;A360;6;47
Centro;Lazio;FR;A363;9,5;8,34
Nord Ovest;Lombardia;BG;A365;13,67;90,67
Centro;Marche;AN;A366;15,66;14,09
Sud;Abruzzo;CH;A367;4;0
Isole;Sardegna;OR;A368;0,88;0
Centro;Toscana;GR;A369;38,69;38,12
Centro;Lazio;RM;A370;6,15;5
Nord Ovest;Lombardia;VA;A371;15;97
Nord Ovest;Liguria;SP;A373;44,56;30,5
Nord Est;Veneto;VR;A374;9;50
Nord Ovest;Lombardia;MI;A375;24;62,5
Nord Ovest;Lombardia;MI;A376;98,11;232,48
Nord Est;Veneto;VI;A377;10,25;40,17
Isole;Sardegna;SS;A379;1;0
Isole;Sardegna;OR;A380;0;0
Nord Ovest;Lombardia;SO;A382;14,7;17
Nord Ovest;Lombardia;BG;A383;8,31;39,46
Sud;Calabria;RC;A385;0;7
Sud;Calabria;VV;A386;0;0
Nord Ovest;Lombardia;PV;A387;3;6,5
Nord Ovest;Liguria;GE;A388;50,31;188,03
Nord Ovest;Lombardia;MI;A389;88,58;288,44
Centro;Toscana;AR;A390;256,71;639,52
Nord Ovest;Lombardia;CO;A391;5;19
Nord Est;Emilia-Romagna;BO;A392;23,57;151,25
Nord Est;Emilia-Romagna;FE;A393;32,42;166,67
Nord Ovest;Piemonte;CN;A394;3;13
Nord Ovest;Piemonte;CN;A396;0;0
Sud;Calabria;CZ;A397;0;0
Sud;Abruzzo;CH;A398;2;0,66
Sud;Campania;AV;A399;23;31,17
Nord Est;Veneto;RO;A400;3;23
Centro;Lazio;RM;A401;18,48;76,55
Sud;Abruzzo;CH;A402;1;1
Sud;Campania;CE;A403;6;9
Nord Ovest;Piemonte;TO;A405;1;3,17
Isole;Sardegna;NU;A407;0;2
Nord Ovest;Piemonte;VB;A409;5;9,5
Centro;Lazio;VT;A412;4;0
Nord Ovest;Lombardia;MI;A413;43,06;169,98
Nord Ovest;Piemonte;NO;A414;7,75;10
Sud;Basilicata;PZ;A415;0;1
Nord Ovest;Liguria;IM;A418;0;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;1,67;2,67
Nord Ovest;Liguria;SV;A422;1;2
Nord Ovest;Valle d'Aosta;AO;A424;9;1
Sud;Puglia;LE;A425;4;10
Nord Ovest;Piemonte;VB;A427;2;1
Nord Ovest;Piemonte;NO;A429;62,07;194,14
Nord Ovest;Lombardia;CO;A430;22,43;56,9
Sud;Campania;BN;A431;3;3
Sud;Campania;BN;A432;3;1
Centro;Lazio;FR;A433;7,55;4,5
Nord Est;Veneto;PD;A434;3,5;11,83
Nord Est;Veneto;RO;A435;1;17,08
Nord Ovest;Piemonte;AL;A436;27;55,99
Centro;Marche;AP;A437;8,88;2,33
Nord Est;Veneto;PD;A438;1;17,5
Centro;Umbria;TR;A439;15;10
Nord Ovest;Lombardia;BG;A440;2;28,33
Nord Ovest;Lombardia;VA;A441;4;55
Nord Est;Veneto;BL;A443;10;16,8
Nord Est;Veneto;VI;A444;4,25;11,58
Sud;Abruzzo;TE;A445;1,25;3
Centro;Lazio;RM;A446;3;2
Nord Est;Friuli- Venezia Giulia;UD;A447;3;7,5
Nord Est;Friuli- Venezia Giulia;UD;A448;5;17,5
Centro;Lazio;RM;A449;9,34;26,42
Nord Ovest;Lombardia;BS;A451;5,67;57,5
Nord Ovest;Valle d'Aosta;AO;A452;5,83;4
Isole;Sardegna;SS;A453;40,21;136,4
Isole;Sardegna;NU;A454;0;2
Sud;Campania;NA;A455;14,32;38,6
Nord Est;Veneto;PD;A458;3;67,22
Nord Est;Veneto;VI;A459;48,32;254,03
Sud;Campania;SA;A460;17,5;36
Centro;Toscana;SI;A461;11,34;63
Centro;Marche;AP;A462;156,12;209,19
Sud;Puglia;FG;A463;5;15,33
Centro;Lazio;RI;A464;10;5
Nord Est;Veneto;VI;A465;22,75;121,26
Nord Ovest;Piemonte;VC;A466;2;12
Nord Est;Veneto;VI;A467;0;3
Centro;Toscana;SI;A468;23,4;117,25
Nord Ovest;Lombardia;MN;A470;13,33;75,99
Nord Est;Veneto;TV;A471;5,58;58,6
Centro;Lazio;RI;A472;3;7
Nord Ovest;Lombardia;MI;A473;107;238
Isole;Sardegna;CA;A474;32;139,83
Centro;Umbria;PG;A475;50,96;121,7
Nord Ovest;Lombardia;CO;A476;15;38,03
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;7,5;13,83
Nord Ovest;Piemonte;AT;A479;319,53;616,03
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo;AQ;A481;20,5;11,39
Sud;Basilicata;PZ;A482;5;7
Sud;Campania;SA;A484;7;1,5
Sud;Abruzzo;CH;A485;15;27,5
Centro;Lazio;FR;A486;6;4
Sud;Campania;SA;A487;0;0
Sud;Abruzzo;TE;A488;16,31;28,5
Sud;Campania;AV;A489;14,47;30,5
Centro;Umbria;TR;A490;6,25;13
Nord Est;Friuli- Venezia Giulia;UD;A491;5;8
Isole;Sardegna;NU;A492;0;1
Isole;Sicilia;SR;A494;19,39;126,13
Sud;Campania;SA;A495;5,33;0,33
Centro;Toscana;MS;A496;34,47;81,56
Nord Ovest;Piemonte;VB;A497;3,47;0
Nord Ovest;Liguria;IM;A499;0;0
Nord Est;Veneto;BL;A501;15,7;52,47
Centro;Lazio;FR;A502;2;2
Isole;Sardegna;NU;A503;1;0
Nord Ovest;Liguria;GE;A506;9,89;20
Sud;Campania;AV;A508;12;6,33
Sud;Campania;AV;A509;63,12;272,89
Nord Ovest;Lombardia;BG;A511;1;4
Sud;Campania;CE;A512;59,42;232,49
Sud;Puglia;TA;A514;3;4,05
Sud;Abruzzo;AQ;A515;107,81;329,82
Nord Est;Friuli- Venezia Giulia;PN;A516;28;85,05
Nord Ovest;Lombardia;BG;A517;7;37
Nord Ovest;Piemonte;TO;A518;55,42;141,03
Sud;Basilicata;PZ;A519;8,34;11,34
Nord Ovest;Valle d'Aosta;AO;A521;0;0
Isole;Sicilia;SR;A522;23;72,58
Nord Ovest;Piemonte;AL;A523;1;1
Nord Ovest;Piemonte;TO;A525;3;3
Nord Ovest;Lombardia;CR;A526;0;5
Nord Ovest;Piemonte;AT;A527;3;1
Nord Ovest;Lombardia;BG;A528;16,87;123,48
Nord Ovest;Lombardia;BS;A529;4;41
Nord Est;Friuli- Venezia Giulia;PN;A530;29,5;138,92
Nord Ovest;Lombardia;VA;A531;16,5;40,05
Nord Ovest;Lombardia;VA;A532;1,5;1
Nord Ovest;Lombardia;BG;A533;1;2,5
Nord Ovest;Piemonte;VB;A534;7;4,5
Sud;Campania;NA;A535;24;8,5
Nord Ovest;Liguria;IM;A536;15,5;8,25
Nord Ovest;Lombardia;PV;A538;0;1,5
Nord Est;Veneto;RO;A539;16;105,77
Nord Est;Veneto;VR;A540;12,4;18
Centro;Toscana;AR;A541;3,5;1
Sud;Calabria;CZ;A542;9,5;4,5
Sud;Calabria;RC;A544;1;0
Isole;Sicilia;PA;A546;33,77;60,67
Nord Est;Emilia-Romagna;RA;A547;19,31;118,81
Nord Ovest;Lombardia;PV;A550;4;4,34
Nord Est;Emilia-Romagna;RA;A551;1;13,17
Sud;Calabria;RC;A552;2;15,5
Nord Est;Friuli- Venezia Giulia;UD;A553;6,17;18,33
Nord Ovest;Piemonte;CN;A555;8,06;5
Nord Ovest;Lombardia;BG;A557;17,5;76,22
Centro;Toscana;LU;A560;20,5;19
Centro;Toscana;PT;A561;50,58;227,28
Centro;Toscana;PI;A562;51,84;165,72
Centro;Toscana;FI;A564;40,54;195,71
Nord Est;Emilia-Romagna;FO;A565;11,54;28,19
Sud;Campania;AV;A566;10,81;14,73
Sud;Molise;IS;A567;3,67;6
Nord Est;Veneto;PD;A568;2,83;20,17
Nord Ovest;Lombardia;BS;A569;15;99,85
Nord Ovest;Lombardia;CR;A570;5,67;54,22
Nord Ovest;Piemonte;CN;A571;29,64;63,93
Sud;Puglia;LE;A572;2;1
Nord Est;Emilia-Romagna;RE;A573;14;95,9
Nord Est;Veneto;RO;A574;1;1,5
Nord Ovest;Lombardia;MN;A575;12;78,75
Centro;Toscana;MS;A576;27,88;10,49
Centro;Lazio;VT;A577;6;11,75
Nord Ovest;Lombardia;BS;A578;14,74;10
Sud;Campania;CE;A579;6;1
Sud;Campania;AV;A580;6,53;5
Nord Ovest;Liguria;IM;A581;3;3
Nord Ovest;Piemonte;TO;A584;0;4
Nord Est;Emilia-Romagna;RE;A586;5,81;25,5
Nord Ovest;Piemonte;TO;A587;6;14
Nord Ovest;Piemonte;AT;A588;2;3
Nord Ovest;Piemonte;CN;A589;2;1
Nord Ovest;Piemonte;TO;A590;1;1,5
Nord Ovest;Piemonte;TO;A591;14,33;31
Isole;Sicilia;PA;A592;8,5;8
Nord Ovest;Liguria;SV;A593;2;3
Nord Ovest;Lombardia;LC;A594;13,7;49,5
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;1;1,44
Nord Ovest;Piemonte;VC;A600;0,2;0
Nord Ovest;Piemonte;VC;A601;0;0
Sud;Abruzzo;AQ;A603;2;2,08
Sud;Basilicata;PZ;A604;2,08;1,08
Nord Ovest;Piemonte;AL;A605;3;5,5
Isole;Sardegna;SS;A606;1;1
Nord Ovest;Piemonte;TO;A607;12,22;46
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;0,13;3
Sud;Basilicata;PZ;A612;1;0
Nord Est;Veneto;PD;A613;1;13,67
Isole;Sardegna;OR;A614;0;0,5
Sud;Basilicata;PZ;A615;11,75;3
Sud;Molise;CB;A616;1;9
Sud;Campania;NA;A617;8;2
Nord Ovest;Lombardia;MI;A618;48,55;63,92
Nord Ovest;Lombardia;VA;A619;7;13
Isole;Sardegna;OR;A621;1;0
Nord Ovest;Piemonte;TO;A625;3;15
Centro;Marche;AN;A626;2;2,5
Centro;Lazio;VT;A628;1;3
Nord Ovest;Piemonte;CN;A629;0;1
Nord Ovest;Lombardia;BS;A630;1;12,14
Nord Ovest;Lombardia;BG;A631;1;1
Centro;Toscana;FI;A632;22,49;87,19
Nord Ovest;Lombardia;PV;A634;0;1
Nord Est;Veneto;PD;A637;0;4
Isole;Sicilia;ME;A638;28,83;26,5
Nord Est;Friuli- Venezia Giulia;PN;A640;0;1
Nord Ovest;Valle d'Aosta;AO;A643;1;0
Nord Est;Emilia-Romagna;PR;A646;8,11;24,8
Nord Ovest;Liguria;SV;A647;13;1
Nord Est;Veneto;VR;A650;29;161,8
Nord Ovest;Piemonte;TO;A651;48,63;152,38
Nord Ovest;Lombardia;MI;A652;38,5;164,97
Nord Ovest;Piemonte;NO;A653;0;3
Isole;Sardegna;OR;A655;0;1
Sud;Abruzzo;AQ;A656;2,5;3
Centro;Toscana;LU;A657;30;39,8
Nord Ovest;Liguria;GE;A658;11;6
Nord Ovest;Piemonte;CN;A660;28,33;60
Nord Ovest;Lombardia;BS;A661;2;5
Sud;Puglia;BA;A662;1229,42;3804,86
Isole;Sardegna;NU;A663;0;8
Nord Ovest;Lombardia;BG;A664;5;37,16
Nord Est;Emilia-Romagna;BO;A665;11;77
Sud;Basilicata;PZ;A666;11;2
Sud;Abruzzo;AQ;A667;4;5,11
Nord Ovest;Lombardia;MI;A668;19;83
Sud;Puglia;BA;A669;113,82;422,02
Nord Ovest;Lombardia;CO;A670;1;5,61
Nord Ovest;Piemonte;CN;A671;2;0
Nord Ovest;Piemonte;TO;A673;0;1
Sud;Campania;SA;A674;15,88;81,37
Isole;Sicilia;EN;A676;1,33;28,62
Isole;Sardegna;CA;A677;1;0
Sud;Abruzzo;AQ;A678;2;2
Isole;Sardegna;CA;A681;0;0
Nord Ovest;Lombardia;LC;A683;5,28;22,25
Nord Ovest;Lombardia;BG;A684;3,33;15
Nord Ovest;Lombardia;LC;A686;16,42;43,54
Nord Ovest;Lombardia;LC;A687;17,34;39,84
Nord Ovest;Piemonte;AL;A689;1;10,5
Nord Ovest;Lombardia;PV;A690;3,17;12,67
Centro;Umbria;TR;A691;25;14,67
Sud;Abruzzo;TE;A692;0;4
Sud;Campania;BN;A696;4;2
Nord Ovest;Lombardia;MI;A697;11;50,42
Isole;Sicilia;ME;A698;0;1,25
Nord Ovest;Lombardia;MI;A699;96;157,12
Nord Est;Friuli- Venezia Giulia;UD;A700;7,67;38,5
Centro;Lazio;VT;A701;17;5
Nord Ovest;Lombardia;BS;A702;1;29,84
Nord Est;Veneto;VI;A703;73,47;462,89
Centro;Lazio;VT;A704;17,33;15,06
Nord Ovest;Lombardia;VA;A705;1;3
Centro;Lazio;VT;A706;7,75;6
Centro;Lazio;LT;A707;1;6
Nord Ovest;Piemonte;AL;A708;1;4
Nord Ovest;Piemonte;CN;A709;1,75;2
Centro;Umbria;PG;A710;55,5;186,89
Nord Ovest;Lombardia;PV;A712;1;5
Nord Est;Emilia-Romagna;MO;A713;8;64,5
Nord Est;Veneto;PD;A714;5,5;39,5
Nord Ovest;Piemonte;CN;A716;4;1
Sud;Campania;SA;A717;54,7;182,82
Nord Ovest;Lombardia;PV;A718;0;7,5
Isole;Sicilia;PA;A719;1;1
Centro;Lazio;FR;A720;1,67;2,5
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;2;13
Nord Ovest;Piemonte;VB;A725;7,51;68,01
Nord Ovest;Lombardia;VA;A728;1;6
Nord Ovest;Lombardia;BS;A729;15,55;97,5
Nord Est;Emilia-Romagna;PR;A731;12,58;22,72
Nord Ovest;Lombardia;BG;A732;0;1
Nord Ovest;Piemonte;VB;A733;3;6
Nord Ovest;Piemonte;TO;A734;69,5;168,64
Nord Ovest;Piemonte;CN;A735;24;29,5
Sud;Calabria;CZ;A736;0;0
Nord Est;Veneto;VR;A737;5;28,5
Nord Ovest;Piemonte;AL;A738;1;4
Centro;Marche;MC;A739;1;0
Centro;Marche;PS;A740;3;2
Nord Ovest;Lombardia;PV;A741;13;53,88
Nord Ovest;Piemonte;VB;A742;1,5;17
Sud;Basilicata;PZ;A743;12,09;12,01
Nord Ovest;Lombardia;LC;A745;28,23;62,5
Sud;Abruzzo;TE;A746;15,75;38
Nord Est;Emilia-Romagna;RN;A747;49,05;217,33
Centro;Lazio;RM;A749;6,55;0
Nord Ovest;Piemonte;CN;A750;0;3
Nord Ovest;Lombardia;MI;A751;9,84;33,5
Nord Ovest;Piemonte;NO;A752;11;88,5
Sud;Campania;CE;A755;4,5;24,67
Sud;Campania;SA;A756;2;0,17
Nord Est;Veneto;BL;A757;101,5;341,53
Nord Ovest;Lombardia;MI;A759;28;87,82
