AREA;Regione;prov;2013_CodCom;NTN_2013_Uffici;NTN_2013_Negozi_Lab;NTN_2013_Depositi_Comm;NTN_2013_TCO_B04;NTN_2013_TCO_D02;NTN_2013_TCO_D05;NTN_2013_TCO_D08;NTN_2013_PRO;NTN_2013_AGR
Centro;Lazio;FR;A123;0;3;5;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;A124;14;11;19,97;0;0;0;0;7;0
Sud;Abruzzo ;TE;A125;1;5;5,95;0;1;0;0;0;0
Isole;Sardegna;OR;A126;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A127;1;0;5;0;0;0;0;5;0
Sud;Campania;SA;A128;0;1;4,08;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;A129;1;2;6;0;0;0;0;10;0
Nord Ovest;Piemonte;VC;A130;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;A131;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;A132;1;13;18,52;0;0;0;0;4;0
Nord Ovest;Lombardia;PV;A134;0;0;2;0;0;0;1;1;0
Nord Ovest;Lombardia;SO;A135;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;VR;A137;0;0;4;0;0;0;0;2;0
Nord Est;Emilia-Romagna;PR;A138;0;0;1,5;0;0;0;0;1;0
Nord Ovest;Piemonte;CN;A139;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A143;0;1;8;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A145;7;11;28,8;0;0;0;5,67;2;1,66
Nord Ovest;Piemonte;AL;A146;0;0;2;0;0;0;0;0;0
Sud;Puglia;BA;A149;0;3;7,92;0;0;0;0;2;0
Sud;Puglia;FG;A150;0;1;4,89;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A153;1;0;8,5;0;0;0;0;2;0
Nord Est;Veneto;VI;A154;0;0;0;0;0;0;0;0;1,67
Sud;Calabria;CZ;A155;0;1;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A157;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A159;0;2,5;0;0;0;0;0;3;0
Sud;Calabria;CS;A160;0;0;1;0;0;0;0;0;0
Nord Est;Veneto;PD;A161;4,5;5,67;3,89;0;0;0;2;2;1
Nord Est;Emilia-Romagna;RE;A162;1;2,44;5,83;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;A163;5;4;9,94;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A164;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A165;0;1;1;0;0;0;0;0,36;0
Nord Ovest;Liguria;SV;A166;0;2;7;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A167;1;4,05;3,15;0;0;0;0;1,09;0
Nord Ovest;Lombardia;PV;A171;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A172;0;0;11,62;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;A173;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A175;0;0;1;0;0;0;0;0,2;0
Isole;Sicilia;TP;A176;2,25;17,25;54,15;0;0;0;0;2;0
Isole;Sicilia;ME;A177;0;3;0;0;0;0;0;1;0
Isole;Sardegna;OR;A180;0;1;0;0;0;0;0;0;0
Isole;Sicilia;AG;A181;0;1;3,67;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A182;20,5;27;52,09;2;0;0;3,33;13,05;1,88
Sud;Calabria;CS;A183;0;0;0;0;0;0;0;1;0
Sud;Puglia;LE;A184;0;6;2;0;0;0;0;3;0
Sud;Puglia;LE;A185;0;1;15;0;0;0;0;0;0
Sud;Campania;SA;A186;0;0;0,5;0;0;0;0;0;0
Sud;Abruzzo ;AQ;A187;0;0,75;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A188;0;0;1,89;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A189;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RA;A191;6;5;4;0;0;1;1;0;1
Isole;Sardegna;SS;A192;0;14,5;45,34;0;0;0;1;1;1
Nord Ovest;Lombardia;BG;A193;0;0;2;0;0;0;0;0;0
Isole;Sicilia;ME;A194;0;0;5;0;0;0;0;0;0
Isole;Sicilia;PA;A195;0;1;7;0;0;0;0;0;0
Sud;Basilicata;MT;A196;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A197;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;A198;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A199;0;0;1;0;0;0;0;0;0
Sud;Campania;CE;A200;0;3;3,25;0;0;0;0;2;0
Isole;Sicilia;ME;A201;0;0;3;0;0;0;0;0;0
Isole;Sicilia;PA;A202;0;2;2;0;0;0;0;0;0
Isole;Sicilia;PA;A203;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;A204;0;0;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A205;0;0;3;0;0;0;0;0;1
Nord Est;Veneto;BL;A206;0;2;2;0;0;0;0;0;0
Centro;Umbria;TR;A207;0;0;1;0;0;0;0;0;0
Sud;Puglia;LE;A208;0;4;1;0;0;0;0;1;0
Centro;Lazio;RM;A210;0;1,33;3;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A211;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A214;1;4;3,75;0;0;0;0;1,01;0
Nord Ovest;Lombardia;BG;A215;0;2;7,72;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;A216;0;5;1,78;0;0;0;0;2,04;0
Nord Ovest;Lombardia;BG;A217;2;1;2,02;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;A218;1;2;5;0;0;0;0;1;0
Nord Est;Veneto;VI;A220;0;0;4,5;0;0;0;1,5;1;0
Nord Ovest;Piemonte;TO;A221;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A222;1;5;7,25;0;0;0;5;13;1
Nord Est;Emilia-Romagna;PC;A223;0;1;6,13;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A224;0;0;0;0;0;0;0;1;0
Sud;Puglia;BA;A225;13;31,17;76,31;0;0;0;2;16;1,75
Nord Ovest;Liguria;SV;A226;1;1;2;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;A227;0;0;0;0;0;0;0;1;0
Sud;Campania;AV;A228;0;1;2;0;0;0;0;0;0
Isole;Sicilia;PA;A229;0;0;9,5;0;0;0;1;2;0
Sud;Campania;SA;A230;0;3;8;0;0;0;0,5;0;2,5
Nord Est;Veneto;VI;A231;2;1;4;0;0;0;2;3;0
Centro;Marche;AP;A233;0;3;3;0;0;0;0;0;0
Sud;Calabria;CS;A234;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;A235;0;4;2;0;0;0;0;1;0
Nord Est;Veneto;VI;A236;0;0;6,6;0;0;0;0;0;0
Nord Est;Veneto;TV;A237;1;6;3,33;0;0;0;0;3,14;0
Nord Ovest;Piemonte;CN;A238;0;0;0;0;0;0;0;0;0
Isole;Sicilia;PA;A239;1;1;12,28;0;0;0;0;0;0
Sud;Calabria;CS;A240;0;0;0;0;0;0;0;2;0
Centro;Toscana;LU;A241;5;7;5,38;0;0;0;2;5;0
Centro;Umbria;TR;A242;0;0;0,86;0;0;0;0;0;0
Sud;Campania;CE;A243;0;1;2;0;0;0;0;0;0
Centro;Lazio;FR;A244;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;A245;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A246;0;7;11,67;0;0;0;0;1,03;0
Nord Ovest;Lombardia;CO;A249;1;0;2,5;0;0;0;0;0;0
Sud;Campania;SA;A251;0;1,2;0;0;0;0;0;0;0
Centro;Marche;AP;A252;1;0;8,06;0;0;0;0;1;0
Sud;Calabria;CS;A253;0;6;5,23;0;0;0;1;0;0
Nord Est;Friuli- Venezia Giulia;UD;A254;0;0;1,25;0;0;0;1;1;0
Sud;Calabria;CZ;A255;0;0;0;0;0;0;0;1;0
Centro;Lazio;FR;A256;0;0;1,11;0;0;0;0;0;0
Sud;Calabria;CZ;A257;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;A258;0;1;13;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A259;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;SP;A261;0;0;2,08;0;0;0;0;1;0
Centro;Umbria;TR;A262;0;4;7;0;0;0;0;5;0
Sud;Calabria;CS;A263;1;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;A264;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;A265;0;1;0,49;0;0;0;1;0;0
Nord Est;Friuli- Venezia Giulia;UD;A267;0;0;1;0;0;0;0;0;0
Sud;Campania;NA;A268;0;2;3;0;0;0;0;0;0
Centro;Lazio;FR;A269;3;2;8,34;0;0;0;0;8;0
Sud;Abruzzo ;TE;A270;0;0;1;0;0;0;0;0;0
Centro;Marche;AN;A271;27;46,35;44,9;0;0;1;25;17,26;0,75
Sud;Calabria;CZ;A272;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A273;0;0;1;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;A275;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A278;0,5;2,5;4;0;0;0;0;2;0
Nord Ovest;Piemonte;BI;A280;1;0;2;0;0;0;0;0;0
Sud;Puglia;LE;A281;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A282;0;0;3;0;1;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;A283;0;0;2,67;0;0;0;0;0;0
Sud;Campania;AV;A284;0;0;2,17;0;0;0;0;1;0
Sud;Puglia;BA;A285;6,5;28,36;74,3;0;0;0;2,58;13;4
Isole;Sardegna;SS;A287;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;A288;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A290;2;4;4;0;0;0;0;4;0
Centro;Toscana;AR;A291;0;1;6,58;0;0;0;1;3;1
Nord Est;Veneto;VR;A292;0;0;3;0;0;0;0;1;3
Nord Ovest;Lombardia;BS;A293;0;0;2,26;0;0;0;0;0;0
Sud;Campania;SA;A294;5;14,1;11,72;0;0;0;2;0;0
Nord Ovest;Piemonte;TO;A295;0;0;4,89;0;0;0;0;0;1
Nord Est;Veneto;PD;A296;0;1,33;0,83;0;0;0;0;0;0
Centro;Lazio;RM;A297;2,09;2,66;9,74;0;0;0;0;2;0
Nord Ovest;Lombardia;CR;A299;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;A300;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;A301;0;0;1,5;0;0;0;0;4;0
Nord Est;Veneto;VE;A302;0;2;1,5;0;0;0;3;3;0
Sud;Calabria;RC;A303;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A304;0;2;2;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A305;0;0;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A308;0;2;2;0;0;0;0;0;0
Centro;Lazio;RM;A309;0;0;2,5;0;0;0;0;0;0
Centro;Lazio;FR;A310;0;6;4;0;1;0;0;0;0
Nord Ovest;Piemonte;AT;A312;0;0;1;0;0;0;0;0;0
Isole;Sicilia;ME;A313;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;A314;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;A315;0;0;2,25;0;0;0;0,25;1;0
Nord Ovest;Piemonte;VB;A317;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;AQ;A318;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;A319;0;0;1;0;0;0;0;2;0
Sud;Puglia;FG;A320;0;0;5;0;0;0;0;0;0
Sud;Basilicata;PZ;A321;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;A323;1;11,83;28,06;0;0;0;1;2;1
Nord Est;Emilia-Romagna;BO;A324;2;7,5;8,03;0;0;0;1;1;0
Nord Ovest;Piemonte;VB;A325;0;0;2;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A326;13;15;17,83;0;0;0;2;1;2
Centro;Marche;PS;A327;0;0;2,5;0;0;0;0;0;0
Sud;Campania;BN;A328;0,5;3;1;0;0;0;0;1;0
Centro;Marche;MC;A329;0;0;4;0;0;0;1;0;0
Sud;Campania;BN;A330;0;1;0;0;0;0;0;6;0
Nord Ovest;Lombardia;CO;A333;1;3;2,16;0;0;0;0;1;0
Centro;Marche;MC;A334;0;0;11;0;0;0;1;9;0
Centro;Marche;AP;A335;0;1;2;0;0;0;1;4;0
Nord Ovest;Lombardia;SO;A337;0;1;0,25;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A338;0;0;6;0;0;0;0;0;0
Sud;Puglia;FG;A339;0;2;15,92;0;0;0;1;1;1,28
Sud;Calabria;CS;A340;0;0;0;0;0;0;0;0;0
Centro;Lazio;LT;A341;8;17,25;67,07;0;0;0;2;25;0
Sud;Campania;SA;A343;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A344;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;AQ;A345;15;14,5;39,44;1;0;0;2;6;0
Sud;Campania;AV;A347;0;0;1;0;0;0;0;0;0
Centro;Lazio;FR;A348;0;4;1,34;0;0;0;0;1;0
Sud;Puglia;LE;A350;0;3;5;0;0;0;0;0;0
Isole;Sicilia;AG;A351;0;1;13,75;0;0;0;1;1;0
Nord Ovest;Piemonte;AT;A352;0;1;0;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;A354;0;0;0;0;0;0;0;1;0
Isole;Sardegna;NU;A355;8;5;4,75;0;0;0;0;0;0
Isole;Sardegna;OR;A357;0;0;0,22;0;0;0;0;0;2,2
Nord Ovest;Piemonte;VC;A358;0;0;2;0;0;0;0;1;0
Isole;Sardegna;CA;A359;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;TV;A360;0;0;2;0;0;0;0;1;0
Centro;Lazio;FR;A363;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A365;0;1;1,67;0;0;0;0;1;0
Centro;Marche;AN;A366;0;1;8,25;0;0;0;0;0;0,5
Sud;Abruzzo ;CH;A367;0;0;3;0;0;0;0;0;0
Isole;Sardegna;OR;A368;0;0;0;0;0;0;0;4;0
Centro;Toscana;GR;A369;4;3;8;0;0;0;0;0;0
Centro;Lazio;RM;A370;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;A371;3;2;5,33;0;0;0;2;4;0
Nord Ovest;Liguria;SP;A373;0;4;4,5;0;0;0;0;2;0
Nord Est;Veneto;VR;A374;1;0;3,58;0;0;0;1;1;0
Nord Ovest;Lombardia;MI;A375;0;2;2,22;0;0;0;0;0;0,33
Nord Ovest;Lombardia;MI;A376;1;8;4,72;0;0;0;1;5,14;0,14
Nord Est;Veneto;VI;A377;1;3;6,22;0;0;0;0;4;0
Isole;Sardegna;SS;A379;0;0;1;0;0;0;0;0;1,83
Isole;Sardegna;OR;A380;0;1;0;0;0;0;0;0;0
Nord Ovest;Lombardia;SO;A382;0;0;6,09;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A383;0;0,08;0,94;0;0;0;0;0;0
Sud;Calabria;RC;A385;0;1;5;0;0;0;0;0;0
Sud;Calabria;VV;A386;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;A387;0;0;0;0;0;0;0;1;0
Nord Ovest;Liguria;GE;A388;1;2;1;0;0;1;1;4;0,66
Nord Ovest;Lombardia;MI;A389;3;9,34;4;0;0;0;0;6;0
Centro;Toscana;AR;A390;36,78;81,66;69,44;0;0;0;9;8,45;1
Nord Ovest;Lombardia;CO;A391;0;1,5;1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;A392;8;0;1;0;0;0;13;4;3
Nord Est;Emilia-Romagna;FE;A393;0;8,33;33,6;0;0;0;1;2;12,66
Nord Ovest;Piemonte;CN;A394;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;A396;0;0;0;0;0;0;0;0;0
Sud;Calabria;CZ;A397;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;A398;0;0;2;0;0;0;0;0;0
Sud;Campania;AV;A399;2;5;13,47;0;0;0;1;4;0
Nord Est;Veneto;RO;A400;0;0;2,2;0;0;0;0;0;4,25
Centro;Lazio;RM;A401;2;9,5;10;0;0;0;0;6;0
Sud;Abruzzo ;CH;A402;0;0;1;0;0;0;0;1;0
Sud;Campania;CE;A403;0;0,1;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;A405;0;0;0,5;0;0;0;0;0;0
Isole;Sardegna;NU;A407;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A409;0;0;1;0;0;0;0;0;0
Centro;Lazio;VT;A412;0;1;1,75;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;A413;1;3,5;6,18;0;0;0;0;4;0
Nord Ovest;Piemonte;NO;A414;0;0;7;0;0;0;0;0;0
Sud;Basilicata;PZ;A415;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A418;0;0;0;0;0;0;0;0;0
Isole;Sardegna;CA;A419;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;A421;0;1;1,8;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A422;0;0;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A424;0;0;1;0;0;0;0;0;0
Sud;Puglia;LE;A425;0;1;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;A427;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;A429;6;3,33;9;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;A430;0;0;1;0;0;0;0;1;0
Sud;Campania;BN;A431;0;1;0;0;0;0;0;4;0
Sud;Campania;BN;A432;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;A433;0;1;7;0;0;0;0;0;0
Nord Est;Veneto;PD;A434;1;0;1;0;0;0;0;0;0
Nord Est;Veneto;RO;A435;0;0;1,5;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;A436;4;11;3;0;0;0;1;6;0
Centro;Marche;AP;A437;0;0;4;0;0;0;0;1;0
Nord Est;Veneto;PD;A438;0;0;2;0;0;0;0;0;0
Centro;Umbria;TR;A439;0;3;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A440;0;0;1;0;0;0;0;6;0
Nord Ovest;Lombardia;VA;A441;0;0;4;0;0;0;0;2;0
Nord Est;Veneto;BL;A443;0;0;6,57;0;0;0;0;2;0
Nord Est;Veneto;VI;A444;0;1;1;0;0;0;0;5,66;0
Sud;Abruzzo ;TE;A445;0;0,5;1;0;0;0;0;0;0
Centro;Lazio;RM;A446;0;0;1;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;A447;0;0;3,5;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;A448;0;1;1,42;0;0;0;0;0;0
Centro;Lazio;RM;A449;0;11;6,8;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;A451;0;1;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;A452;0;0;4;0;0;0;0;0;0
Isole;Sardegna;SS;A453;3;11,78;15;0;0;1;0;0;0
Isole;Sardegna;NU;A454;0;0;0;0;0;0;0;0;0
Sud;Campania;NA;A455;1;8;10,1;0;0;0;5;2;0
Nord Est;Friuli- Venezia Giulia;PN;A456;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;A458;0;1;5;0;0;0;1;1;0
Nord Est;Veneto;VI;A459;8;5,5;24,58;0;0;0;1;10,04;0
Sud;Campania;SA;A460;0;1;9;0;0;0;0;0;0
Centro;Toscana;SI;A461;1;3;9,19;0;0;0;0;2;0,4
Centro;Marche;AP;A462;16;36,33;16,11;0;1;1;3;14;0
Sud;Puglia;FG;A463;0;2;18,28;0;0;0;0;0;1
Centro;Lazio;RI;A464;0;0;4;0;0;0;0;0;0
Nord Est;Veneto;VI;A465;4;4;4,76;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;A466;0;0;1;0;0;0;0;0;0
