AREA;Regione;prov;2013_CodCom;NTN_2013_Box;NTN_2013_Depositi_Pert
Centro;Toscana;LU;A241;101,92;13,17
Centro;Umbria;TR;A242;2;4
Sud;Campania;CE;A243;4;4,42
Centro;Lazio;FR;A244;0;1
Nord Ovest;Piemonte;AL;A245;0;0
Nord Ovest;Lombardia;BG;A246;120,5;8,85
Nord Ovest;Lombardia;CO;A249;27,8;0,16
Sud;Campania;SA;A251;3;3
Centro;Marche;AP;A252;17;4
Sud;Calabria;CS;A253;51,06;10
Nord Est;Friuli- Venezia Giulia;UD;A254;2;0,25
Sud;Calabria;CZ;A255;0;0
Centro;Lazio;FR;A256;1;0
Sud;Calabria;CZ;A257;0;1
Centro;Lazio;RI;A258;15,52;8,33
Nord Ovest;Lombardia;BG;A259;15;0,8
Nord Ovest;Liguria;SP;A261;23;5,15
Centro;Umbria;TR;A262;52,13;9,06
Sud;Calabria;CS;A263;6;8,5
Nord Ovest;Piemonte;NO;A264;0;2
Sud;Campania;BN;A265;3;0
Nord Est;Friuli- Venezia Giulia;UD;A267;2;1
Sud;Campania;NA;A268;1;8
Centro;Lazio;FR;A269;21;17
Sud;Abruzzo ;TE;A270;3;1
Centro;Marche;AN;A271;236,63;52,68
Sud;Calabria;CZ;A272;0;1
Nord Ovest;Lombardia;SO;A273;0;1
Nord Ovest;Piemonte;TO;A275;6;0
Nord Ovest;Liguria;SV;A278;157,17;41,59
Nord Ovest;Piemonte;BI;A280;13;5,67
Sud;Puglia;LE;A281;1,5;1
Nord Ovest;Piemonte;TO;A282;1;1
Nord Est;Friuli- Venezia Giulia;PN;A283;1,5;0
Sud;Campania;AV;A284;3;1,5
Sud;Puglia;BA;A285;337,83;95,4
Isole;Sardegna;SS;A287;0;0
Nord Ovest;Lombardia;BS;A288;4;0
Nord Ovest;Lombardia;VA;A290;28;4,04
Centro;Toscana;AR;A291;5;4,57
Nord Est;Veneto;VR;A292;11,5;0,5
Nord Ovest;Lombardia;BS;A293;13,22;1,83
Sud;Campania;SA;A294;64,74;10,61
Nord Ovest;Piemonte;TO;A295;7;1
Nord Est;Veneto;PD;A296;19,13;1,68
Centro;Lazio;RM;A297;39,15;4,46
Nord Ovest;Lombardia;CR;A299;1,5;0
Nord Ovest;Piemonte;AT;A300;0,5;0
Nord Ovest;Lombardia;LC;A301;6,67;0,03
Nord Est;Veneto;VE;A302;19,5;1
Sud;Calabria;RC;A303;0;0
Nord Ovest;Lombardia;BG;A304;15,5;0
Nord Ovest;Valle d'Aosta;AO;A305;12;2,08
Nord Ovest;Valle d'Aosta;AO;A308;3;2
Centro;Lazio;RM;A309;0;0
Centro;Lazio;FR;A310;19;11,34
Nord Ovest;Piemonte;AT;A312;0;0
Isole;Sicilia;ME;A313;0;2
Sud;Calabria;RC;A314;0;0
Centro;Lazio;RI;A315;5,1;4
Nord Ovest;Piemonte;VB;A317;0;2
Sud;Abruzzo ;AQ;A318;2;1
Nord Ovest;Lombardia;CO;A319;26;0
Sud;Puglia;FG;A320;3;0
Sud;Basilicata;PZ;A321;0;2
Centro;Lazio;RM;A323;261,79;55,98
Nord Est;Emilia-Romagna;BO;A324;92,56;10,12
Nord Ovest;Piemonte;VB;A325;0;0
Nord Ovest;Valle d'Aosta;AO;A326;306,22;33,98
Centro;Marche;PS;A327;2;4
Sud;Campania;BN;A328;0;1,5
Centro;Marche;MC;A329;4,83;0
Sud;Campania;BN;A330;0;6,1
Nord Ovest;Lombardia;CO;A333;36,17;3,25
Centro;Marche;MC;A334;15;1
Centro;Marche;AP;A335;3;0
Nord Ovest;Lombardia;SO;A337;18,78;7,78
Nord Ovest;Liguria;IM;A338;4;14
Sud;Puglia;FG;A339;36,5;3,16
Sud;Calabria;CS;A340;2;0
Centro;Lazio;LT;A341;356,72;79,91
Sud;Campania;SA;A343;0;3
Nord Ovest;Liguria;IM;A344;0;0
Sud;Abruzzo ;AQ;A345;235,04;42,53
Sud;Campania;AV;A347;1;1
Centro;Lazio;FR;A348;5;0
Sud;Puglia;LE;A350;3;3
Isole;Sicilia;AG;A351;2,83;8
Nord Ovest;Piemonte;AT;A352;0;1
Nord Est;Friuli- Venezia Giulia;PN;A354;0;0
Isole;Sardegna;NU;A355;109,64;6
Isole;Sardegna;OR;A357;1,06;0
Nord Ovest;Piemonte;VC;A358;1;2
Isole;Sardegna;CA;A359;2;3
Nord Est;Veneto;TV;A360;15;2
Centro;Lazio;FR;A363;1;5
Nord Ovest;Lombardia;BG;A365;40,33;6
Centro;Marche;AN;A366;6;5,5
Sud;Abruzzo ;CH;A367;5,66;1,33
Isole;Sardegna;OR;A368;1;0
Centro;Toscana;GR;A369;7;15
Centro;Lazio;RM;A370;5;4
Nord Ovest;Lombardia;VA;A371;70,72;0,33
Nord Ovest;Liguria;SP;A373;80,1;24,58
Nord Est;Veneto;VR;A374;24,84;0
Nord Ovest;Lombardia;MI;A375;30;0
Nord Ovest;Lombardia;MI;A376;121,92;14,03
Nord Est;Veneto;VI;A377;23,94;1
Isole;Sardegna;SS;A379;0;0
Isole;Sardegna;OR;A380;0;0
Nord Ovest;Lombardia;SO;A382;5,5;2
Nord Ovest;Lombardia;BG;A383;22,67;4,29
Sud;Calabria;RC;A385;4;2
Sud;Calabria;VV;A386;1;1
Nord Ovest;Lombardia;PV;A387;2;0
Nord Ovest;Liguria;GE;A388;93,67;28,27
Nord Ovest;Lombardia;MI;A389;208,53;8
Centro;Toscana;AR;A390;477,62;79,94
Nord Ovest;Lombardia;CO;A391;15,5;2
Nord Est;Emilia-Romagna;BO;A392;86,34;1
Nord Est;Emilia-Romagna;FE;A393;86,05;3,67
Nord Ovest;Piemonte;CN;A394;8;1
Nord Ovest;Piemonte;CN;A396;0;1
Sud;Calabria;CZ;A397;0;0
Sud;Abruzzo ;CH;A398;0;0
Sud;Campania;AV;A399;42,5;10,82
Nord Est;Veneto;RO;A400;3;0
Centro;Lazio;RM;A401;28,33;9,23
Sud;Abruzzo ;CH;A402;0;0
Sud;Campania;CE;A403;1;0,87
Nord Ovest;Piemonte;TO;A405;1;0
Isole;Sardegna;NU;A407;0;0
Nord Ovest;Piemonte;VB;A409;13;3
Centro;Lazio;VT;A412;0;2
Nord Ovest;Lombardia;MI;A413;81,45;7,6
Nord Ovest;Piemonte;NO;A414;2;4
Sud;Basilicata;PZ;A415;0;0,2
Nord Ovest;Liguria;IM;A418;0;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;2;0
Nord Ovest;Liguria;SV;A422;0;0
Nord Ovest;Valle d'Aosta;AO;A424;0;4
Sud;Puglia;LE;A425;4;0,67
Nord Ovest;Piemonte;VB;A427;0;0,33
Nord Ovest;Piemonte;NO;A429;113,84;14,37
Nord Ovest;Lombardia;CO;A430;15,83;1
Sud;Campania;BN;A431;1;0
Sud;Campania;BN;A432;0;1
Centro;Lazio;FR;A433;2;5,43
Nord Est;Veneto;PD;A434;3,13;1,38
Nord Est;Veneto;RO;A435;10;1
Nord Ovest;Piemonte;AL;A436;107,5;16,5
Centro;Marche;AP;A437;2,5;4,01
Nord Est;Veneto;PD;A438;4,5;1
Centro;Umbria;TR;A439;7;3
Nord Ovest;Lombardia;BG;A440;15,5;0
Nord Ovest;Lombardia;VA;A441;31;2
Nord Est;Veneto;BL;A443;8,08;3
Nord Est;Veneto;VI;A444;9,91;4
Sud;Abruzzo ;TE;A445;0;0
Centro;Lazio;RM;A446;4;2
Nord Est;Friuli- Venezia Giulia;UD;A447;2,33;3
Nord Est;Friuli- Venezia Giulia;UD;A448;9,5;0
Centro;Lazio;RM;A449;25,69;7,78
Nord Ovest;Lombardia;BS;A451;21,13;2
Nord Ovest;Valle d'Aosta;AO;A452;0,75;1
Isole;Sardegna;SS;A453;59,17;16,25
Isole;Sardegna;NU;A454;0;0,8
Sud;Campania;NA;A455;36;3,7
Nord Est;Friuli- Venezia Giulia;PN;A456;5;1
Nord Est;Veneto;PD;A458;17,75;0
Nord Est;Veneto;VI;A459;118,17;29,79
Sud;Campania;SA;A460;24;4,17
Centro;Toscana;SI;A461;30,25;6,43
Centro;Marche;AP;A462;115,78;38,13
Sud;Puglia;FG;A463;14,88;3
Centro;Lazio;RI;A464;1;6
Nord Est;Veneto;VI;A465;77;8,77
Nord Ovest;Piemonte;VC;A466;5;2
Nord Est;Veneto;VI;A467;1;0
Centro;Toscana;SI;A468;37,89;10,67
Nord Ovest;Lombardia;MN;A470;51,54;0
Nord Est;Veneto;TV;A471;44,75;4
Centro;Lazio;RI;A472;6;4
Nord Ovest;Lombardia;MI;A473;117,7;13,33
Isole;Sardegna;CA;A474;82,5;28,66
Centro;Umbria;PG;A475;137,02;30,75
Nord Ovest;Lombardia;CO;A476;11,5;2,5
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;3,23;3,56
Nord Ovest;Piemonte;AT;A479;448,11;26,61
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo ;AQ;A481;6,94;4
Sud;Basilicata;PZ;A482;4;8,1
Sud;Campania;SA;A484;0;1
Sud;Abruzzo ;CH;A485;28,58;5,67
Centro;Lazio;FR;A486;2;1
Sud;Campania;SA;A487;0;0,67
Sud;Abruzzo ;TE;A488;19;4,84
Sud;Campania;AV;A489;31,41;6,61
Centro;Umbria;TR;A490;3,83;5,33
Nord Est;Friuli- Venezia Giulia;UD;A491;2;0
Isole;Sardegna;NU;A492;0;0
Centro;Marche;PS;A493;2;0
Isole;Sicilia;SR;A494;73,36;9,9
Sud;Campania;SA;A495;1,44;3
Centro;Toscana;MS;A496;41,17;15,54
Nord Ovest;Piemonte;VB;A497;0;2
Nord Ovest;Liguria;IM;A499;0;4
Nord Est;Veneto;BL;A501;31,13;10,82
Centro;Lazio;FR;A502;1;5
Isole;Sardegna;NU;A503;0;0
Nord Ovest;Liguria;GE;A506;14;1,5
Sud;Campania;AV;A508;2;6
Sud;Campania;AV;A509;210,58;34,17
Nord Ovest;Lombardia;BG;A511;3,42;0,44
Sud;Campania;CE;A512;177,48;18,87
Sud;Puglia;TA;A514;2;1
Sud;Abruzzo ;AQ;A515;164;23,5
Nord Est;Friuli- Venezia Giulia;PN;A516;40,64;16,1
Nord Ovest;Lombardia;BG;A517;23;1
Nord Ovest;Piemonte;TO;A518;63,5;6,55
Sud;Basilicata;PZ;A519;9,25;10,67
Nord Ovest;Valle d'Aosta;AO;A521;0;0,5
Isole;Sicilia;SR;A522;40,5;15,11
Nord Ovest;Piemonte;AL;A523;0,83;1
Nord Ovest;Piemonte;TO;A525;4;2
Nord Ovest;Lombardia;CR;A526;1,5;0
Nord Ovest;Piemonte;AT;A527;0;2,5
Nord Ovest;Lombardia;BG;A528;37,5;3,34
Nord Ovest;Lombardia;BS;A529;27,5;1
Nord Est;Friuli- Venezia Giulia;PN;A530;68,33;5
Nord Ovest;Lombardia;VA;A531;37,7;2,52
Nord Ovest;Lombardia;VA;A532;3,5;0
Nord Ovest;Lombardia;BG;A533;0;2
Nord Ovest;Piemonte;VB;A534;3,25;8
Sud;Campania;NA;A535;6,5;7,92
Nord Ovest;Liguria;IM;A536;1;4,5
Nord Ovest;Lombardia;PV;A538;0;1
Nord Est;Veneto;RO;A539;43,33;1
Nord Est;Veneto;VR;A540;10,45;0
Centro;Toscana;AR;A541;1,75;0
Sud;Calabria;CZ;A542;3;4
Sud;Calabria;RC;A544;0;1
Isole;Sicilia;PA;A546;48,35;34,22
Nord Est;Emilia-Romagna;RA;A547;58,91;0,5
Nord Ovest;Lombardia;PV;A550;3,66;1
Nord Est;Emilia-Romagna;RA;A551;14;0
Sud;Calabria;RC;A552;22;2,5
Nord Est;Friuli- Venezia Giulia;UD;A553;7,34;0
Nord Ovest;Piemonte;CN;A555;0;2
Nord Ovest;Lombardia;BG;A557;34;3
Nord Est;Emilia-Romagna;BO;A558;22,05;2,67
Centro;Toscana;PI;A559;2;4,72
Centro;Toscana;LU;A560;8;5
Centro;Toscana;PT;A561;61,86;8,17
Centro;Toscana;PI;A562;85,18;22,07
Centro;Toscana;FI;A564;88,13;17,33
Nord Est;Emilia-Romagna;FO;A565;17,61;10,13
Sud;Campania;AV;A566;7,34;0,83
Sud;Molise;IS;A567;3;2
Nord Est;Veneto;PD;A568;10,83;2,08
Nord Ovest;Lombardia;BS;A569;52,84;3,1
Nord Ovest;Lombardia;CR;A570;29,83;0
Nord Ovest;Piemonte;CN;A571;41,25;12,17
Sud;Puglia;LE;A572;2;0
Nord Est;Emilia-Romagna;RE;A573;52,98;0,5
Nord Est;Veneto;RO;A574;1,83;0
Nord Ovest;Lombardia;MN;A575;34,64;1,03
Centro;Toscana;MS;A576;1;6,17
Centro;Lazio;VT;A577;7;9
Nord Ovest;Lombardia;BS;A578;4,25;3,24
Sud;Campania;CE;A579;3;0
Sud;Campania;AV;A580;8;0
Nord Ovest;Liguria;IM;A581;0;3
Nord Ovest;Piemonte;TO;A584;2;1
Nord Est;Emilia-Romagna;RE;A586;7,5;0,2
Nord Ovest;Piemonte;TO;A587;8,75;0
Nord Ovest;Piemonte;AT;A588;2;1
Nord Ovest;Piemonte;CN;A589;3;2
Nord Ovest;Piemonte;TO;A590;2;0
Nord Ovest;Piemonte;TO;A591;14,83;1,21
Isole;Sicilia;PA;A592;1;3,5
Nord Ovest;Liguria;SV;A593;1,67;2,67
Nord Ovest;Lombardia;LC;A594;20,17;6,17
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;1;0
Nord Ovest;Piemonte;VC;A600;0;0
Nord Ovest;Piemonte;VC;A601;3;0
Sud;Abruzzo ;AQ;A603;2;1
Sud;Basilicata;PZ;A604;1,5;2,83
Nord Ovest;Piemonte;AL;A605;4,5;0
Isole;Sardegna;SS;A606;0;2
Nord Ovest;Piemonte;TO;A607;26;2
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;0;0,71
Sud;Basilicata;PZ;A612;2;0
Nord Est;Veneto;PD;A613;15,17;2
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;3;7
Sud;Molise;CB;A616;4;0,5
Sud;Campania;NA;A617;0;3,67
Nord Ovest;Lombardia;MI;A618;40,39;7,5
Nord Ovest;Lombardia;VA;A619;3,5;0,33
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;2;2
Centro;Marche;AN;A626;0;2
Nord Est;Veneto;VI;A627;19,21;2,33
Centro;Lazio;VT;A628;0;2
Nord Ovest;Piemonte;CN;A629;1;0
Nord Ovest;Lombardia;BS;A630;3,5;0
Nord Ovest;Lombardia;BG;A631;4,5;0
Centro;Toscana;FI;A632;54,38;8,26
Centro;Toscana;FI;A633;9,75;0
Nord Ovest;Lombardia;PV;A634;0,25;0
Nord Est;Veneto;PD;A637;0;0
Isole;Sicilia;ME;A638;23,25;18,75
Centro;Marche;PS;A639;2;0
Nord Est;Friuli- Venezia Giulia;PN;A640;0;0
Nord Ovest;Valle d'Aosta;AO;A643;0;0
Nord Ovest;Lombardia;VA;A645;13,8;1
Nord Est;Emilia-Romagna;PR;A646;11,17;2,87
Nord Ovest;Liguria;SV;A647;1,5;2
Nord Est;Veneto;VR;A650;97,14;4,99
Nord Ovest;Piemonte;TO;A651;103,24;11
Nord Ovest;Lombardia;MI;A652;135,78;14,13
Nord Ovest;Piemonte;NO;A653;0;0
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo ;AQ;A656;0;0
Centro;Toscana;LU;A657;19;3
Nord Ovest;Liguria;GE;A658;5;3,5
Nord Ovest;Piemonte;CN;A660;22,37;7,52
Nord Ovest;Lombardia;BS;A661;0;0
Sud;Puglia;BA;A662;1365,78;410,15
Isole;Sardegna;NU;A663;5;1
Nord Ovest;Lombardia;BG;A664;16,41;1
Nord Est;Emilia-Romagna;BO;A665;38,17;2
Sud;Basilicata;PZ;A666;10;8
Sud;Abruzzo ;AQ;A667;3;0
Nord Ovest;Lombardia;MI;A668;52,39;6
Sud;Puglia;BA;A669;233,95;57,11
Nord Ovest;Lombardia;CO;A670;1;0
Nord Ovest;Piemonte;CN;A671;4;1
Nord Ovest;Piemonte;TO;A673;0;0
Sud;Campania;SA;A674;71,29;12,82
Isole;Sicilia;EN;A676;13;5
Isole;Sardegna;CA;A677;0;0
Sud;Abruzzo ;AQ;A678;0;1
Isole;Sardegna;CA;A681;0;2
Nord Ovest;Lombardia;LC;A683;5;2
Nord Ovest;Lombardia;BG;A684;14,49;3,09
Nord Ovest;Lombardia;LC;A686;16,36;3,33
Nord Ovest;Lombardia;LC;A687;29,75;5,75
Nord Ovest;Piemonte;AL;A689;9;0
Nord Ovest;Lombardia;PV;A690;4;0
Centro;Umbria;TR;A691;4,67;8,17
Sud;Abruzzo ;TE;A692;3;0
Sud;Campania;BN;A696;0;2
Nord Ovest;Lombardia;MI;A697;22,17;1
Isole;Sicilia;ME;A698;0;0
Nord Ovest;Lombardia;MI;A699;157,87;79
Nord Est;Friuli- Venezia Giulia;UD;A700;14;0
Centro;Lazio;VT;A701;2;1
Nord Ovest;Lombardia;BS;A702;9;0
Nord Est;Veneto;VI;A703;237,01;17,33
Centro;Lazio;VT;A704;5;1
Nord Ovest;Lombardia;VA;A705;3,5;1
Centro;Lazio;VT;A706;2;4
Centro;Lazio;LT;A707;0;2
Nord Ovest;Piemonte;AL;A708;2;1
Nord Ovest;Piemonte;CN;A709;2;1
Centro;Umbria;PG;A710;100,8;11
Nord Ovest;Lombardia;PV;A711;0;0
Nord Ovest;Lombardia;PV;A712;7;0
Nord Est;Emilia-Romagna;MO;A713;25;0,5
Nord Est;Veneto;PD;A714;19,96;0,22
Nord Ovest;Piemonte;CN;A716;1;2
Sud;Campania;SA;A717;130,16;15,29
Nord Ovest;Lombardia;PV;A718;2,5;0
Isole;Sicilia;PA;A719;0,17;1
Centro;Lazio;FR;A720;7;1
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;4,5;2
Nord Ovest;Piemonte;VB;A725;28,09;3,84
Nord Est;Emilia-Romagna;BO;A726;63,33;4,05
Nord Ovest;Lombardia;VA;A728;1,5;0
Nord Ovest;Lombardia;BS;A729;63,98;1,17
Nord Est;Emilia-Romagna;PR;A731;11,5;1
Nord Ovest;Lombardia;BG;A732;2,5;0,5
Nord Ovest;Piemonte;VB;A733;5;1
Nord Ovest;Piemonte;TO;A734;119,52;5,25
Nord Ovest;Piemonte;CN;A735;35,5;0
Sud;Calabria;CZ;A736;0;0
Nord Est;Veneto;VR;A737;17,56;0
Nord Ovest;Piemonte;AL;A738;4;3
Centro;Marche;MC;A739;3;0
Centro;Marche;PS;A740;0;2
Nord Ovest;Lombardia;PV;A741;28,78;0
Nord Ovest;Piemonte;VB;A742;2;0
Sud;Basilicata;PZ;A743;8;4
Nord Ovest;Lombardia;CO;A744;8;7,46
Nord Ovest;Lombardia;LC;A745;57,94;6,24
