Area;Regione;prov;COD_COM;NTN_2017_Uffici;NTN_2017_Negozi_Lab;NTN_2017_Depositi_Comm_Autorimesse;NTN_2017_TCO_B04;NTN_2017_TCO_D02;NTN_2017_TCO_D05;NTN_2017_TCO_D08;NTN_2017_PRO;NTN_2017_AGR
"Nord Ovest";"Piemonte";"TO";"B279";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;3,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"VC";"B280";0,000000;0,000000;9,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"OR";"B281";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"GE";"B282";0,000000;4,000000;3,700000;0,000000;0,000000;0,000000;0,000000;6,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B284";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"B285";1,000000;4,000000;34,810000;0,000000;0,000000;0,000000;2,000000;0,000000;2,410000
"Nord Ovest";"Lombardia";"MI";"B286";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Isole";"Sicilia";"SR";"B287";0,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"TP";"B288";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;5,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"B289";2,000000;3,000000;6,000000;0,000000;0,000000;0,000000;0,000000;4,500000;0,000000
"Nord Ovest";"Lombardia";"MI";"B292";0,000000;2,000000;3,500000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"PR";"B293";0,000000;1,000000;3,500000;0,000000;0,000000;0,000000;0,000000;1,000000;3,500000
"Sud";"Abruzzo ";"PE";"B294";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"B295";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"B296";5,220000;7,750000;18,100000;0,000000;0,000000;0,000000;2,000000;3,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"B297";0,000000;5,000000;11,830000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"B300";35,670000;44,670000;51,640000;0,000000;0,000000;0,000000;8,000000;27,070000;0,000000
"Nord Ovest";"Lombardia";"MI";"B301";2,000000;7,000000;8,330000;0,000000;0,000000;0,000000;0,000000;7,170000;0,000000
"Isole";"Sicilia";"CL";"B302";0,000000;3,000000;6,250000;0,000000;1,000000;0,000000;1,000000;1,000000;0,000000
"Centro";"Toscana";"PI";"B303";0,000000;3,000000;7,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"B304";0,000000;2,000000;6,680000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"B305";0,000000;3,140000;11,510000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"B306";0,000000;0,000000;5,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"B309";1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;4,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"B310";1,000000;2,000000;4,600000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"B311";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"B312";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"B313";1,000000;4,000000;5,330000;0,000000;0,000000;0,000000;0,000000;3,210000;0,000000
"Isole";"Sardegna";"OR";"B314";0,000000;2,000000;8,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"PA";"B315";1,000000;0,250000;22,790000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Molise";"IS";"B317";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"KR";"B319";0,000000;0,000000;9,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"B320";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"B326";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"B328";1,000000;1,000000;7,600000;0,000000;0,000000;0,000000;0,000000;9,330000;3,940000
"Nord Est";"Emilia-Romagna";"PC";"B332";0,000000;7,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;3,000000
"Nord Est";"Veneto";"PD";"B345";2,000000;10,230000;8,140000;0,000000;1,000000;0,000000;3,000000;6,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"B346";1,000000;4,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"B347";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"TV";"B349";0,000000;4,000000;6,000000;0,000000;0,000000;0,000000;1,000000;8,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B350";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;3,170000;0,000000
"Sud";"Campania";"SA";"B351";0,000000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"PS";"B352";1,000000;5,910000;10,750000;0,000000;0,000000;0,000000;1,000000;6,000000;0,500000
"Isole";"Sardegna";"CA";"B354";52,500000;125,080000;62,820000;1,000000;1,000000;1,000000;11,500000;2,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"B355";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"FG";"B357";0,500000;3,000000;12,540000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Abruzzo ";"AQ";"B358";0,000000;0,000000;0,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"B359";0,000000;0,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"B361";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"B362";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"B365";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"SO";"B366";0,000000;0,000000;4,670000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Campania";"AV";"B367";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"B368";0,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Liguria";"SV";"B369";2,000000;6,000000;21,000000;0,000000;0,000000;0,000000;2,000000;4,000000;0,000000
"Sud";"Campania";"NA";"B371";1,000000;8,990000;37,300000;0,000000;0,000000;0,000000;0,000000;5,000000;0,000000
"Sud";"Campania";"AV";"B374";0,000000;0,000000;5,350000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"BL";"B375";0,000000;5,000000;5,680000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"B376";0,000000;0,000000;5,960000;0,000000;1,000000;0,000000;0,000000;2,000000;1,000000
"Isole";"Sicilia";"AG";"B377";0,000000;0,000000;5,500000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sardegna";"SS";"B378";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Calabria";"RC";"B379";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"VB";"B380";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"EN";"B381";0,000000;0,080000;4,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Sud";"Abruzzo ";"AQ";"B382";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"B383";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"CT";"B384";1,000000;0,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"TP";"B385";0,000000;2,000000;18,950000;0,000000;0,000000;0,000000;0,000000;18,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"B387";0,000000;3,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"VT";"B388";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"PI";"B390";0,000000;2,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"MT";"B391";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"PI";"B392";3,000000;8,000000;4,210000;1,000000;0,000000;0,000000;1,000000;2,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"B393";0,000000;4,000000;8,420000;0,000000;0,000000;0,000000;0,000000;7,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"B394";2,000000;5,000000;15,330000;0,000000;0,000000;0,000000;1,000000;7,250000;0,000000
"Nord Ovest";"Lombardia";"BG";"B395";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;1,000000;8,000000
"Nord Ovest";"Lombardia";"LC";"B396";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;1,000000;7,080000;0,000000
"Centro";"Marche";"MC";"B398";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"BO";"B399";2,060000;9,000000;8,250000;0,000000;0,000000;0,000000;1,000000;36,000000;0,000000
"Nord Est";"Veneto";"VR";"B402";8,000000;3,000000;2,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"VI";"B403";0,000000;2,000000;7,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"PC";"B405";0,000000;1,500000;4,000000;0,000000;0,000000;0,000000;0,000000;5,000000;0,000000
"Centro";"Toscana";"FI";"B406";4,000000;17,330000;16,150000;0,000000;0,000000;0,000000;1,150000;20,080000;0,000000
"Nord Est";"Emilia-Romagna";"PR";"B408";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;1,000000;0,000000;0,140000
"Nord Ovest";"Liguria";"SV";"B409";0,000000;1,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"SP";"B410";0,000000;1,000000;2,670000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"LE";"B413";0,000000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"AV";"B415";0,000000;1,000000;14,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"SV";"B416";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"BI";"B417";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"B418";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"LC";"B423";0,000000;5,000000;4,540000;0,000000;0,000000;1,000000;0,000000;8,050000;0,000000
"Sud";"Calabria";"CS";"B424";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"B425";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;1,000000;3,160000
"Sud";"Calabria";"CS";"B426";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"AG";"B427";0,000000;2,000000;9,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"CT";"B428";4,020000;18,170000;38,780000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sicilia";"CL";"B429";4,500000;32,510000;46,420000;0,000000;0,000000;0,000000;3,800000;5,000000;6,000000
"Isole";"Sicilia";"PA";"B430";0,000000;0,000000;4,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"NO";"B431";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Est";"Veneto";"RO";"B432";1,000000;0,500000;3,750000;0,000000;0,000000;0,000000;0,000000;5,000000;0,000000
"Nord Est";"Veneto";"VI";"B433";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"B434";2,000000;2,000000;10,600000;0,000000;0,000000;0,000000;0,000000;3,060000;0,000000
"Nord Ovest";"Piemonte";"TO";"B435";0,000000;6,000000;19,500000;0,000000;0,000000;0,000000;0,000000;1,120000;0,000000
"Nord Ovest";"Lombardia";"BS";"B436";0,000000;0,000000;4,340000;0,000000;0,000000;0,000000;0,000000;2,000000;1,000000
"Sud";"Campania";"SA";"B437";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"B439";2,000000;2,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"B440";0,000000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"B441";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"B442";1,000000;2,000000;5,340000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Basilicata";"PZ";"B443";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"B444";0,000000;0,000000;3,330000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Sud";"Campania";"CE";"B445";1,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Umbria";"TR";"B446";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"B447";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"B448";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"B450";3,000000;15,000000;7,000000;0,000000;0,000000;1,000000;3,000000;3,000000;2,000000
"Sud";"Campania";"NA";"B452";0,000000;5,000000;7,270000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"B453";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"LU";"B455";10,720000;18,890000;19,310000;0,000000;3,000000;0,000000;1,000000;2,040000;0,000000
"Nord Ovest";"Lombardia";"LO";"B456";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"BI";"B457";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"AG";"B460";0,000000;0,500000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"B461";0,500000;6,000000;6,830000;0,000000;0,000000;0,000000;2,000000;6,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B462";0,000000;1,000000;14,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"VB";"B463";0,000000;0,000000;1,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"BI";"B465";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Molise";"IS";"B466";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"B467";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"AN";"B468";2,000000;1,500000;5,130000;0,000000;0,000000;0,000000;2,000000;6,000000;2,000000
"Nord Ovest";"Piemonte";"AT";"B469";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"AN";"B470";0,000000;4,000000;3,420000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Lombardia";"BG";"B471";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RM";"B472";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"NO";"B473";0,000000;2,000000;5,830000;0,000000;0,000000;0,000000;1,000000;9,000000;0,000000
"Centro";"Marche";"MC";"B474";0,000000;3,000000;12,110000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"B476";1,000000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"B477";0,000000;2,000000;9,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"PC";"B479";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"RC";"B481";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"B482";0,000000;0,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"B483";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"B484";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Est";"Veneto";"VI";"B485";0,500000;3,000000;9,260000;0,000000;0,000000;0,000000;0,000000;3,020000;1,000000
"Isole";"Sicilia";"AG";"B486";0,000000;0,580000;12,200000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"B489";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"GE";"B490";1,000000;6,000000;8,000000;0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Valle d'Aosta";"AO";"B491";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"B492";0,000000;2,000000;7,920000;0,000000;0,000000;0,000000;1,000000;4,000000;0,000000
"Nord Est";"Veneto";"VE";"B493";0,000000;5,000000;7,580000;0,000000;0,000000;0,000000;2,000000;3,000000;0,000000
"Sud";"Campania";"CE";"B494";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Centro";"Lazio";"RM";"B496";3,000000;2,000000;10,500000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Centro";"Toscana";"GR";"B497";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;0,000000;3,000000;5,000000
"Nord Ovest";"Lombardia";"CR";"B498";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"B499";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Calabria";"CS";"B500";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"B501";0,000000;2,000000;2,100000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"B502";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;1,000000;0,000000;1,000000
"Centro";"Umbria";"PG";"B504";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"VC";"B505";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"LE";"B506";0,000000;6,000000;5,500000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Centro";"Toscana";"FI";"B507";10,000000;22,500000;30,640000;0,000000;0,000000;1,000000;0,000000;21,530000;0,000000
"Centro";"Toscana";"LI";"B509";4,500000;4,060000;21,360000;0,000000;0,000000;0,000000;3,000000;5,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B510";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"B511";0,000000;0,000000;3,260000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B512";0,000000;0,000000;9,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"B513";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"TE";"B515";0,000000;1,600000;1,250000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Sud";"Calabria";"RC";"B516";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"B519";8,120000;35,540000;27,150000;6,000000;0,000000;0,000000;8,000000;7,000000;0,000000
"Isole";"Sicilia";"AG";"B520";0,000000;6,330000;16,270000;0,000000;0,000000;0,000000;0,000000;2,000000;1,000000
"Isole";"Sicilia";"TP";"B521";1,000000;2,320000;11,140000;0,000000;0,000000;0,000000;0,000000;6,000000;0,000000
"Sud";"Molise";"CB";"B522";0,000000;0,000000;0,510000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"PD";"B524";3,000000;3,000000;9,140000;0,000000;0,000000;0,000000;2,000000;17,000000;0,070000
"Sud";"Abruzzo ";"AQ";"B526";0,100000;1,000000;0,150000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"LT";"B527";0,000000;0,000000;2,580000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"B528";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"SO";"B530";0,000000;0,000000;1,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"PD";"B531";0,000000;2,500000;2,500000;0,000000;0,000000;0,000000;0,000000;6,000000;0,000000
"Isole";"Sicilia";"PA";"B532";0,050000;0,730000;12,820000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Isole";"Sicilia";"PA";"B533";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"AP";"B534";0,000000;0,000000;1,330000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sicilia";"PA";"B535";0,000000;0,000000;1,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"B536";2,000000;5,000000;3,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Isole";"Sicilia";"CL";"B537";0,000000;2,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"GE";"B538";0,000000;0,000000;3,220000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"MO";"B539";4,000000;3,000000;5,500000;0,000000;0,000000;0,000000;5,000000;1,000000;0,000000
"Nord Ovest";"Valle d'Aosta";"AO";"B540";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"B541";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"B542";0,000000;1,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"FR";"B543";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"B544";0,000000;0,000000;2,530000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VE";"B546";0,000000;6,000000;5,000000;0,000000;0,000000;0,000000;2,000000;0,000000;0,000000
"Nord Est";"Veneto";"VI";"B547";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Basilicata";"PZ";"B549";0,000000;0,000000;3,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"B550";0,000000;2,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Liguria";"GE";"B551";0,000000;0,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"LI";"B553";0,000000;3,020000;4,300000;0,000000;1,000000;0,000000;1,000000;0,000000;0,000000
"Nord Est";"Veneto";"VE";"B554";3,000000;2,000000;5,500000;0,000000;0,000000;0,000000;1,000000;3,000000;0,000000
"Sud";"Campania";"SA";"B555";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"PA";"B556";0,000000;2,000000;5,400000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Centro";"Toscana";"LU";"B557";0,000000;3,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"IM";"B559";0,000000;0,000000;9,500000;0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Isole";"Sicilia";"CT";"B561";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Centro";"Marche";"MC";"B562";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"PD";"B563";6,000000;1,000000;11,110000;0,000000;0,000000;0,000000;2,000000;13,000000;0,000000
"Nord Est";"Veneto";"PD";"B564";0,000000;1,000000;7,000000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
