Area;Regione;prov;2017_CodCom;NTN 2017 fino a 50 mq;NTN  2017 50 -| 85 mq;NTN  2017 85 -| 115 mq;NTN  2017 115 -| 145 mq;NTN   2017 oltre 145 mq;NTN 2017
"Sud";"Puglia";"LE";"B690";1,000000;2,000000;4,000000;0,000000;3,000000;10,000000
"Centro";"Lazio";"VT";"B691";6,000000;26,500000;10,830000;4,670000;7,170000;55,170000
"Nord Ovest";"Piemonte";"CN";"B692";0,000000;0,500000;1,500000;1,000000;2,000000;5,000000
"Centro";"Toscana";"AR";"B693";1,000000;2,000000;0,170000;2,000000;3,330000;8,500000
"Nord Ovest";"Piemonte";"VB";"B694";2,000000;0,000000;2,000000;0,000000;0,000000;4,000000
"Isole";"Sicilia";"ME";"B695";0,000000;4,000000;6,000000;8,560000;2,670000;21,230000
"Sud";"Campania";"NA";"B696";5,010000;14,580000;5,010000;8,000000;6,330000;38,930000
"Nord Ovest";"Lombardia";"BS";"B698";0,000000;8,000000;5,500000;14,340000;10,720000;38,560000
"Nord Ovest";"Piemonte";"AL";"B701";4,000000;10,000000;5,000000;2,000000;8,000000;29,000000
"Nord Ovest";"Lombardia";"BG";"B703";9,780000;29,500000;33,330000;14,160000;11,330000;98,100000
"Sud";"Campania";"CE";"B704";1,000000;0,470000;3,440000;0,560000;1,030000;6,500000
"Nord Ovest";"Piemonte";"TO";"B705";6,000000;8,000000;6,000000;2,000000;9,000000;31,000000
"Sud";"Campania";"AV";"B706";0,000000;1,000000;4,500000;1,030000;4,030000;10,560000
"Nord Ovest";"Piemonte";"AT";"B707";0,000000;1,000000;0,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Piemonte";"BI";"B708";0,000000;0,000000;0,000000;0,500000;0,000000;0,500000
"Nord Est";"Veneto";"VR";"B709";4,000000;19,910000;17,830000;24,160000;44,220000;110,120000
"Nord Ovest";"Lombardia";"BG";"B710";2,000000;6,000000;10,510000;3,000000;5,170000;26,680000
"Nord Ovest";"Lombardia";"BS";"B711";1,000000;21,000000;16,990000;14,410000;20,200000;73,600000
"Sud";"Campania";"CE";"B715";9,340000;6,430000;19,920000;21,170000;21,580000;78,440000
"Sud";"Puglia";"BA";"B716";4,000000;29,000000;33,920000;21,320000;16,680000;104,920000
"Sud";"Calabria";"CZ";"B717";0,000000;3,000000;1,000000;0,000000;2,000000;6,000000
"Sud";"Calabria";"RC";"B718";0,000000;0,000000;1,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Piemonte";"CN";"B719";1,000000;12,000000;17,500000;8,000000;15,210000;53,710000
"Nord Ovest";"Piemonte";"CN";"B720";0,000000;6,000000;4,000000;4,000000;10,880000;24,880000
"Sud";"Abruzzo ";"PE";"B722";2,000000;3,000000;2,000000;0,500000;2,000000;9,500000
"Sud";"Puglia";"FG";"B724";1,000000;10,000000;21,000000;11,000000;6,000000;49,000000
"Sud";"Abruzzo ";"AQ";"B725";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"GE";"B726";2,000000;9,500000;6,000000;1,000000;2,000000;20,500000
"Centro";"Marche";"AP";"B727";0,000000;1,000000;1,000000;1,000000;1,000000;4,000000
"Nord Ovest";"Lombardia";"MI";"B729";24,830000;68,230000;80,470000;33,000000;36,170000;242,700000
"Nord Ovest";"Lombardia";"CO";"B730";4,670000;10,000000;6,670000;1,000000;9,830000;32,170000
"Nord Ovest";"Lombardia";"BG";"B731";3,000000;48,840000;56,480000;27,590000;21,630000;157,540000
"Nord Ovest";"Lombardia";"VA";"B732";0,000000;2,000000;3,000000;2,000000;2,000000;9,000000
"Nord Ovest";"Piemonte";"TO";"B733";2,000000;3,000000;5,000000;0,000000;9,000000;19,000000
"Nord Ovest";"Liguria";"IM";"B734";1,000000;0,000000;2,000000;0,000000;1,000000;4,000000
"Centro";"Lazio";"VT";"B735";3,000000;6,000000;4,000000;4,000000;5,000000;22,000000
"Nord Ovest";"Piemonte";"AL";"B736";0,000000;1,000000;5,000000;0,000000;2,000000;8,000000
"Isole";"Sardegna";"CA";"B738";22,500000;60,000000;45,750000;9,000000;5,280000;142,530000
"Nord Ovest";"Lombardia";"MN";"B739";0,000000;0,000000;0,000000;1,000000;1,950000;2,950000
"Sud";"Campania";"NA";"B740";0,920000;0,800000;1,000000;2,800000;3,830000;9,350000
"Nord Ovest";"Lombardia";"PV";"B741";1,000000;4,000000;3,500000;3,000000;6,330000;17,830000
"Nord Ovest";"Lombardia";"CO";"B742";0,500000;6,250000;8,330000;4,000000;5,000000;24,080000
"Sud";"Basilicata";"PZ";"B743";0,330000;2,000000;0,830000;0,000000;0,000000;3,160000
"Nord Est";"Veneto";"TV";"B744";8,050000;38,500000;57,670000;20,170000;16,000000;140,390000
"Isole";"Sardegna";"CA";"B745";8,260000;35,720000;39,900000;26,140000;31,860000;141,880000
"Nord Ovest";"Liguria";"SV";"B748";2,000000;14,000000;21,500000;10,500000;3,000000;51,000000
"Nord Est";"Veneto";"PD";"B749";0,000000;0,000000;2,070000;1,000000;5,340000;8,410000
"Nord Ovest";"Piemonte";"VC";"B752";1,000000;1,000000;0,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Lombardia";"VA";"B754";13,170000;48,830000;54,050000;21,000000;36,500000;173,550000
"Nord Ovest";"Piemonte";"CN";"B755";1,000000;2,000000;1,000000;1,000000;3,000000;8,000000
"Sud";"Calabria";"RC";"B756";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CZ";"B758";0,000000;3,960000;2,000000;3,000000;0,000000;8,960000
"Sud";"Campania";"NA";"B759";20,000000;26,650000;40,920000;20,500000;11,000000;119,070000
"Centro";"Toscana";"LU";"B760";0,000000;2,000000;0,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Piemonte";"TO";"B762";5,000000;3,000000;3,000000;0,000000;1,000000;12,000000
"Nord Ovest";"Lombardia";"LC";"B763";0,000000;2,250000;4,000000;1,000000;0,000000;7,250000
"Nord Ovest";"Piemonte";"AL";"B765";1,000000;0,000000;1,000000;1,000000;1,000000;4,000000
"Sud";"Calabria";"RC";"B766";1,000000;2,000000;0,000000;0,000000;1,670000;4,670000
"Nord Ovest";"Piemonte";"VC";"B767";1,000000;3,000000;2,000000;1,000000;4,000000;11,000000
"Nord Ovest";"Piemonte";"VC";"B768";0,000000;0,000000;0,000000;1,000000;1,000000;2,000000
"Nord Ovest";"Piemonte";"AL";"B769";0,000000;0,000000;1,000000;0,000000;0,780000;1,780000
"Sud";"Calabria";"KR";"B771";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Isole";"Sardegna";"SS";"B772";0,000000;1,000000;1,750000;0,000000;0,000000;2,750000
"Sud";"Calabria";"CS";"B774";18,360000;18,140000;9,000000;9,420000;1,000000;55,920000
"Sud";"Campania";"AV";"B776";0,000000;1,000000;1,000000;1,000000;2,000000;5,000000
"Nord Ovest";"Piemonte";"TO";"B777";1,000000;27,510000;32,900000;10,840000;25,000000;97,250000
"Nord Ovest";"Lombardia";"CO";"B778";2,000000;8,000000;10,000000;7,000000;15,000000;42,000000
"Sud";"Campania";"CE";"B779";9,020000;3,470000;1,000000;5,400000;10,000000;28,890000
"Isole";"Sicilia";"PA";"B780";13,000000;71,670000;87,390000;74,840000;89,310000;336,210000
"Sud";"Campania";"CE";"B781";3,200000;6,960000;6,670000;9,110000;14,190000;40,130000
"Nord Ovest";"Piemonte";"VC";"B782";0,000000;3,000000;5,000000;3,000000;0,000000;11,000000
"Sud";"Puglia";"FG";"B784";0,000000;0,000000;1,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Lombardia";"CO";"B785";1,500000;5,900000;9,140000;2,140000;2,250000;20,930000
"Isole";"Sicilia";"SR";"B787";4,970000;20,900000;39,000000;29,590000;22,000000;116,460000
"Nord Est";"Friuli- Venezia Giulia";"UD";"B788";0,000000;3,000000;4,250000;6,000000;8,170000;21,420000
"Isole";"Sardegna";"CA";"B789";12,000000;33,840000;9,110000;4,960000;7,000000;66,910000
"Sud";"Calabria";"CZ";"B790";1,000000;1,000000;0,000000;1,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"TO";"B791";4,000000;99,400000;81,000000;39,000000;49,500000;272,900000
"Sud";"Puglia";"LE";"B792";1,000000;10,250000;9,290000;14,300000;12,780000;47,620000
"Centro";"Toscana";"PO";"B794";9,000000;39,400000;29,000000;19,500000;28,250000;125,150000
"Nord Est";"Veneto";"PD";"B795";6,000000;14,750000;12,000000;6,000000;21,000000;59,750000
"Nord Ovest";"Lombardia";"VA";"B796";1,500000;14,500000;10,000000;9,170000;8,830000;44,000000
"Nord Ovest";"Lombardia";"MI";"B798";4,020000;61,530000;27,500000;4,500000;11,830000;109,380000
"Nord Ovest";"Lombardia";"BG";"B801";2,000000;13,000000;13,750000;6,500000;11,060000;46,310000
"Sud";"Calabria";"CS";"B802";2,000000;3,000000;5,000000;2,750000;6,670000;19,420000
"Nord Ovest";"Lombardia";"BG";"B803";2,000000;8,830000;2,500000;0,000000;0,000000;13,330000
"Isole";"Sicilia";"ME";"B804";9,030000;12,570000;2,000000;1,000000;1,000000;25,600000
"Nord Ovest";"Lombardia";"VA";"B805";20,000000;128,490000;94,830000;38,370000;23,970000;305,660000
"Nord Ovest";"Lombardia";"VA";"B807";0,000000;6,000000;15,000000;9,220000;7,000000;37,220000
"Sud";"Puglia";"TA";"B808";2,000000;3,000000;13,100000;9,000000;11,670000;38,770000
"Sud";"Puglia";"BR";"B809";29,900000;79,610000;53,670000;29,130000;21,220000;213,530000
"Sud";"Molise";"IS";"B810";2,000000;1,000000;0,000000;2,830000;0,000000;5,830000
"Nord Est";"Emilia-Romagna";"PC";"B812";2,000000;5,000000;27,000000;24,200000;30,300000;88,500000
"Sud";"Calabria";"CS";"B813";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Liguria";"IM";"B814";0,000000;1,000000;1,000000;0,000000;1,000000;3,000000
"Centro";"Marche";"PS";"B816";1,000000;7,000000;2,000000;0,040000;2,750000;12,790000
"Nord Ovest";"Lombardia";"BS";"B817";3,000000;20,500000;27,000000;19,210000;32,000000;101,710000
"Nord Ovest";"Piemonte";"AL";"B818";0,000000;2,000000;1,000000;0,000000;6,830000;9,830000
"Nord Est";"Emilia-Romagna";"MO";"B819";29,000000;230,720000;296,010000;117,990000;140,170000;813,890000
"Nord Ovest";"Lombardia";"MI";"B820";2,000000;32,000000;19,000000;4,500000;6,000000;63,500000
"Sud";"Puglia";"LE";"B822";2,000000;2,000000;1,890000;0,000000;3,750000;9,640000
"Nord Ovest";"Piemonte";"NO";"B823";1,000000;3,000000;4,000000;5,250000;8,000000;21,250000
"Nord Ovest";"Lombardia";"PV";"B824";3,000000;16,500000;32,000000;11,000000;12,500000;75,000000
"Nord Est";"Emilia-Romagna";"RE";"B825";1,000000;3,500000;3,670000;4,670000;12,750000;25,590000
"Sud";"Abruzzo ";"CH";"B826";2,000000;1,000000;1,000000;0,200000;0,000000;4,200000
"Sud";"Abruzzo ";"PE";"B827";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Centro";"Lazio";"RM";"B828";10,080000;6,000000;7,830000;3,000000;0,000000;26,910000
"Sud";"Puglia";"FG";"B829";5,000000;3,500000;6,670000;2,000000;3,000000;20,170000
"Sud";"Molise";"IS";"B830";3,000000;0,000000;0,500000;0,000000;1,000000;4,500000
"Centro";"Toscana";"MS";"B832";77,500000;180,900000;165,240000;71,960000;45,290000;540,890000
"Nord Est";"Veneto";"VI";"B835";3,000000;3,000000;6,000000;9,000000;5,000000;26,000000
"Nord Ovest";"Piemonte";"AL";"B836";4,000000;3,000000;2,000000;1,000000;0,000000;10,000000
"Nord Ovest";"Liguria";"SP";"B838";3,500000;1,000000;2,000000;1,000000;2,000000;9,500000
"Nord Ovest";"Liguria";"SP";"B839";0,000000;2,000000;1,000000;0,000000;1,800000;4,800000
"Nord Ovest";"Piemonte";"AL";"B840";1,000000;1,000000;2,000000;2,000000;2,000000;8,000000
"Nord Ovest";"Piemonte";"CN";"B841";2,000000;5,000000;9,000000;7,000000;12,000000;35,000000
"Sud";"Abruzzo ";"AQ";"B842";6,500000;10,500000;15,080000;2,500000;5,670000;40,250000
"Nord Est";"Veneto";"VI";"B844";1,000000;2,000000;4,000000;2,000000;7,070000;16,070000
"Nord Ovest";"Piemonte";"CN";"B845";0,000000;2,500000;0,000000;1,000000;0,000000;3,500000
"Centro";"Marche";"PS";"B846";1,000000;9,500000;8,500000;1,000000;13,330000;33,330000
"Nord Ovest";"Piemonte";"AL";"B847";0,000000;1,750000;1,000000;1,000000;1,000000;4,750000
"Nord Est";"Veneto";"PD";"B848";0,000000;10,000000;9,000000;15,500000;13,000000;47,500000
"Nord Ovest";"Lombardia";"MI";"B850";14,500000;70,640000;99,830000;29,670000;21,670000;236,310000
"Nord Ovest";"Lombardia";"CO";"B851";4,000000;17,500000;16,000000;11,000000;6,000000;54,500000
"Sud";"Abruzzo ";"CH";"B853";0,000000;0,000000;0,500000;0,000000;1,000000;1,500000
"Nord Ovest";"Lombardia";"BG";"B854";2,000000;8,500000;15,250000;9,500000;9,610000;44,860000
"Sud";"Calabria";"KR";"B857";2,000000;4,000000;1,000000;1,000000;2,500000;10,500000
"Sud";"Molise";"CB";"B858";0,000000;1,000000;4,330000;4,330000;0,000000;9,660000
"Sud";"Abruzzo ";"CH";"B859";1,000000;1,000000;0,000000;2,000000;0,000000;4,000000
"Sud";"Campania";"CE";"B860";2,000000;10,000000;27,200000;25,830000;18,040000;83,070000
"Sud";"Abruzzo ";"CH";"B861";1,000000;2,000000;2,000000;1,000000;1,000000;7,000000
"Centro";"Lazio";"FR";"B862";2,670000;2,000000;0,000000;0,000000;1,670000;6,340000
"Nord Ovest";"Piemonte";"NO";"B864";1,000000;0,000000;0,000000;2,000000;4,000000;7,000000
"Sud";"Abruzzo ";"CH";"B865";3,000000;15,000000;12,500000;7,000000;5,500000;43,000000
"Sud";"Campania";"AV";"B866";0,440000;2,330000;1,000000;0,330000;2,000000;6,100000
"Nord Ovest";"Piemonte";"TO";"B867";1,000000;1,170000;3,000000;9,000000;7,500000;21,670000
"Sud";"Campania";"SA";"B868";0,000000;0,000000;3,330000;2,670000;0,000000;6,000000
"Nord Ovest";"Lombardia";"CR";"B869";1,000000;8,000000;12,500000;8,500000;6,000000;36,000000
"Nord Ovest";"Piemonte";"AL";"B870";0,000000;0,000000;0,000000;1,000000;3,330000;4,330000
"Sud";"Molise";"CB";"B871";2,000000;3,330000;0,000000;0,000000;0,000000;5,330000
"Sud";"Campania";"CE";"B872";0,000000;3,670000;2,880000;5,880000;34,070000;46,500000
"Sud";"Campania";"BN";"B873";0,000000;0,000000;0,000000;0,000000;2,670000;2,670000
"Nord Ovest";"Lombardia";"VA";"B875";0,000000;8,100000;4,300000;4,000000;6,000000;22,400000
"Nord Ovest";"Piemonte";"VB";"B876";2,000000;4,000000;6,000000;4,000000;1,000000;17,000000
"Nord Est";"Veneto";"PD";"B877";0,000000;5,000000;2,330000;1,830000;11,880000;21,040000
"Centro";"Toscana";"PI";"B878";2,000000;3,000000;2,000000;2,220000;3,950000;13,170000
"Nord Est";"Veneto";"TV";"B879";4,500000;71,170000;47,830000;25,670000;35,650000;184,820000
"Nord Est";"Emilia-Romagna";"BO";"B880";28,500000;195,620000;94,760000;25,330000;18,360000;362,570000
"Nord Ovest";"Lombardia";"CR";"B881";0,000000;4,000000;6,000000;1,000000;0,750000;11,750000
"Nord Ovest";"Piemonte";"AL";"B882";0,000000;3,000000;2,000000;0,000000;2,000000;7,000000
"Nord Ovest";"Piemonte";"NO";"B883";0,000000;0,000000;0,000000;0,000000;2,500000;2,500000
"Nord Ovest";"Piemonte";"AL";"B885";32,330000;108,100000;118,840000;50,870000;60,830000;370,970000
"Nord Est";"Veneto";"VR";"B886";1,000000;3,000000;4,830000;8,830000;18,750000;36,410000
"Nord Ovest";"Lombardia";"LO";"B887";1,000000;10,500000;8,940000;5,000000;3,830000;29,270000
"Sud";"Campania";"SA";"B888";2,000000;1,000000;0,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Lombardia";"CR";"B889";0,000000;2,000000;3,000000;1,000000;8,000000;14,000000
"Nord Ovest";"Lombardia";"CR";"B890";0,000000;0,000000;1,000000;2,000000;0,000000;3,000000
"Nord Ovest";"Lombardia";"CR";"B891";0,000000;1,000000;4,000000;5,300000;2,500000;12,800000
"Nord Est";"Emilia-Romagna";"BO";"B892";0,000000;5,000000;10,080000;3,000000;4,310000;22,390000
"Nord Est";"Emilia-Romagna";"RE";"B893";10,000000;45,260000;41,750000;20,500000;31,250000;148,760000
"Nord Ovest";"Piemonte";"CN";"B894";1,000000;2,000000;1,000000;3,000000;1,000000;8,000000
"Sud";"Campania";"SA";"B895";11,000000;42,330000;21,800000;9,500000;5,500000;90,130000
"Sud";"Abruzzo ";"CH";"B896";1,930000;1,000000;1,000000;4,000000;2,500000;10,430000
"Nord Ovest";"Piemonte";"NO";"B897";0,000000;1,000000;1,500000;2,000000;3,000000;7,500000
"Nord Ovest";"Lombardia";"CR";"B898";7,000000;36,330000;33,670000;32,500000;50,010000;159,510000
"Nord Ovest";"Lombardia";"LO";"B899";1,000000;7,890000;16,340000;3,000000;4,500000;32,730000
"Nord Ovest";"Lombardia";"CR";"B900";0,000000;2,000000;0,670000;3,500000;5,500000;11,670000
"Nord Ovest";"Lombardia";"MN";"B901";0,500000;2,000000;3,000000;3,000000;3,000000;11,500000
"Nord Ovest";"Piemonte";"AL";"B902";0,000000;0,000000;2,000000;2,940000;9,000000;13,940000
"Sud";"Calabria";"CS";"B903";2,000000;45,000000;22,500000;6,330000;5,000000;80,830000
"Sud";"Puglia";"FG";"B904";0,000000;7,250000;2,000000;0,000000;3,000000;12,250000
"Sud";"Campania";"NA";"B905";13,750000;71,240000;121,970000;41,830000;24,850000;273,640000
"Sud";"Basilicata";"PZ";"B906";0,000000;1,000000;0,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Lombardia";"MN";"B907";0,000000;0,930000;3,000000;3,260000;5,160000;12,350000
"Nord Ovest";"Lombardia";"LO";"B910";3,000000;38,920000;72,500000;34,480000;18,970000;167,870000
"Nord Ovest";"Lombardia";"MN";"B911";1,500000;2,000000;1,000000;1,000000;4,000000;9,500000
"Nord Est";"Veneto";"PD";"B912";0,000000;2,500000;12,830000;8,500000;14,500000;38,330000
"Nord Ovest";"Lombardia";"CR";"B914";0,000000;1,000000;0,000000;6,500000;9,500000;17,000000
"Sud";"Puglia";"FG";"B915";4,420000;19,640000;18,700000;17,000000;13,000000;72,760000
"Sud";"Campania";"CE";"B916";4,000000;4,670000;13,000000;6,670000;8,020000;36,360000
"Sud";"Puglia";"FG";"B917";3,800000;2,000000;1,000000;1,500000;1,000000;9,300000
"Isole";"Sicilia";"ME";"B918";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"FR";"B919";0,000000;0,000000;2,330000;3,000000;7,170000;12,500000
"Nord Ovest";"Piemonte";"NO";"B920";0,000000;5,000000;1,000000;1,000000;2,000000;9,000000
"Nord Ovest";"Lombardia";"VA";"B921";0,000000;4,000000;3,500000;1,000000;4,500000;13,000000
"Sud";"Campania";"NA";"B922";2,000000;1,110000;1,000000;7,000000;4,000000;15,110000
"Sud";"Puglia";"BA";"B923";17,500000;71,340000;65,750000;29,280000;45,890000;229,760000
"Sud";"Campania";"NA";"B924";5,840000;10,750000;5,220000;3,330000;4,000000;29,140000
"Sud";"Campania";"NA";"B925";4,670000;2,720000;19,340000;23,500000;7,670000;57,900000
"Nord Ovest";"Liguria";"SV";"B927";0,000000;2,000000;1,000000;2,500000;3,500000;9,000000
"Nord Ovest";"Piemonte";"VC";"B928";0,000000;1,000000;1,000000;1,000000;4,000000;7,000000
"Nord Ovest";"Lombardia";"PV";"B929";0,000000;0,000000;0,000000;0,000000;4,000000;4,000000
"Centro";"Lazio";"RM";"B932";1,000000;1,000000;1,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"BI";"B933";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"RI";"B934";1,000000;0,000000;3,000000;0,000000;2,000000;6,000000
"Sud";"Campania";"CE";"B935";0,000000;6,000000;12,500000;14,000000;14,750000;47,250000
"Sud";"Puglia";"LE";"B936";12,000000;30,430000;29,280000;29,790000;29,000000;130,500000
"Nord Ovest";"Lombardia";"LC";"B937";8,600000;5,920000;2,000000;1,000000;2,500000;20,020000
"Nord Ovest";"Lombardia";"MI";"B938";4,500000;20,500000;14,160000;7,000000;5,800000;51,960000
"Nord Ovest";"Liguria";"GE";"B939";2,670000;21,500000;15,830000;7,670000;5,500000;53,170000
"Nord Est";"Friuli- Venezia Giulia";"PN";"B940";0,000000;18,000000;15,000000;10,000000;26,000000;69,000000
"Nord Ovest";"Piemonte";"AL";"B941";0,000000;1,000000;1,000000;0,000000;1,000000;3,000000
"Nord Ovest";"Lombardia";"CO";"B942";8,000000;3,000000;0,000000;0,000000;1,000000;12,000000
"Nord Ovest";"Lombardia";"LC";"B943";3,000000;38,000000;36,650000;26,670000;33,770000;138,090000
"Nord Ovest";"Lombardia";"PV";"B945";1,000000;0,000000;0,500000;2,000000;0,000000;3,500000
"Sud";"Campania";"NA";"B946";9,000000;30,600000;58,260000;34,860000;9,530000;142,250000
"Nord Ovest";"Lombardia";"BG";"B947";3,000000;7,000000;5,660000;4,000000;9,830000;29,490000
"Centro";"Umbria";"PG";"B948";2,670000;3,000000;4,000000;1,500000;3,280000;14,450000
"Nord Ovest";"Lombardia";"VA";"B949";2,000000;4,330000;6,500000;5,000000;15,780000;33,610000
"Centro";"Toscana";"PI";"B950";14,560000;151,720000;144,680000;87,850000;105,310000;504,120000
"Nord Ovest";"Piemonte";"VC";"B952";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"B953";0,000000;2,000000;2,460000;2,000000;7,460000;13,920000
"Nord Ovest";"Lombardia";"PV";"B954";0,000000;0,000000;3,000000;4,000000;4,500000;11,500000
"Nord Ovest";"Piemonte";"TO";"B955";1,000000;5,000000;8,070000;10,000000;11,500000;35,570000
"Nord Ovest";"Liguria";"GE";"B956";3,000000;18,000000;8,830000;6,000000;4,830000;40,660000
"Nord Ovest";"Lombardia";"LO";"B958";3,000000;17,500000;10,500000;8,000000;4,000000;43,000000
"Sud";"Campania";"SA";"B959";1,000000;2,830000;2,000000;0,000000;1,000000;6,830000
"Nord Ovest";"Piemonte";"TO";"B960";5,000000;72,680000;71,000000;36,060000;16,290000;201,030000
"Nord Ovest";"Lombardia";"LO";"B961";0,000000;2,000000;3,750000;3,000000;5,500000;14,250000
"Centro";"Toscana";"FI";"B962";38,750000;176,800000;174,610000;81,420000;56,990000;528,570000
"Sud";"Campania";"CE";"B963";24,370000;91,100000;143,920000;152,200000;201,800000;613,390000
"Nord Est";"Veneto";"TV";"B965";0,000000;42,170000;37,000000;16,510000;50,500000;146,180000
"Sud";"Calabria";"RC";"B966";0,330000;0,500000;0,000000;0,000000;0,000000;0,830000
"Nord Est";"Emilia-Romagna";"RE";"B967";2,170000;10,670000;10,830000;11,500000;17,780000;52,950000
"Sud";"Calabria";"KR";"B968";0,000000;1,000000;0,000000;1,000000;3,000000;5,000000
"Nord Est";"Emilia-Romagna";"BO";"B969";1,000000;3,500000;6,500000;3,670000;13,000000;27,670000
"Nord Ovest";"Lombardia";"BG";"B971";2,000000;17,000000;11,000000;3,000000;3,000000;36,000000
"Nord Ovest";"Lombardia";"CO";"B974";0,830000;6,000000;3,520000;2,000000;3,500000;15,850000
"Nord Ovest";"Lombardia";"CO";"B977";4,000000;10,300000;14,000000;5,500000;9,000000;42,800000
"Nord Ovest";"Lombardia";"BG";"B978";1,000000;3,000000;3,500000;3,500000;6,860000;17,860000
"Centro";"Toscana";"MS";"B979";5,000000;0,000000;4,000000;1,000000;1,330000;11,330000
"Sud";"Campania";"NA";"B980";2,000000;4,870000;3,000000;0,440000;2,220000;12,530000
"Nord Est";"Emilia-Romagna";"RA";"B982";0,000000;2,000000;4,000000;4,000000;7,750000;17,750000
"Centro";"Toscana";"SI";"B984";2,000000;7,000000;7,000000;3,600000;5,240000;24,840000
"Sud";"Abruzzo ";"CH";"B985";0,000000;7,000000;6,000000;2,000000;5,500000;20,500000
"Nord Ovest";"Lombardia";"VA";"B987";3,000000;18,500000;29,500000;11,880000;10,860000;73,740000
"Nord Ovest";"Lombardia";"PV";"B988";4,000000;27,280000;23,750000;18,670000;22,830000;96,530000
"Nord Ovest";"Lombardia";"MI";"B989";0,000000;13,500000;13,500000;10,330000;7,070000;44,400000
"Sud";"Campania";"NA";"B990";24,590000;95,440000;165,990000;88,790000;46,670000;421,480000
"Nord Ovest";"Piemonte";"AT";"B991";1,000000;1,000000;1,000000;0,000000;7,000000;10,000000
"Nord Ovest";"Lombardia";"SO";"B993";11,130000;9,830000;3,000000;0,000000;0,000000;23,960000
"Nord Est";"Friuli- Venezia Giulia";"UD";"B994";0,000000;1,000000;1,000000;3,000000;10,000000;15,000000
"Nord Ovest";"Lombardia";"LC";"B996";0,000000;17,000000;18,000000;3,000000;5,000000;43,000000
"Sud";"Campania";"AV";"B997";0,000000;3,000000;0,000000;1,000000;1,330000;5,330000
"Sud";"Puglia";"BA";"B998";10,320000;54,170000;35,840000;22,500000;23,500000;146,330000
"Nord Ovest";"Lombardia";"VA";"B999";0,000000;1,670000;1,000000;1,000000;2,000000;5,670000
"Sud";"Calabria";"CS";"C002";33,000000;30,850000;20,080000;14,500000;19,840000;118,270000
"Nord Ovest";"Lombardia";"MI";"C003";9,000000;89,830000;82,400000;35,250000;25,000000;241,480000
"Nord Ovest";"Lombardia";"VA";"C004";7,000000;43,000000;70,340000;40,670000;44,970000;205,980000
"Nord Ovest";"Piemonte";"AL";"C005";0,000000;0,000000;6,000000;4,000000;4,000000;14,000000
"Isole";"Sicilia";"SR";"C006";1,730000;1,000000;2,000000;2,000000;0,000000;6,730000
"Nord Ovest";"Lombardia";"BG";"C007";1,000000;0,000000;1,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Lombardia";"MI";"C013";13,000000;74,830000;48,830000;17,500000;5,000000;159,160000
"Nord Ovest";"Lombardia";"MI";"C014";17,110000;65,980000;47,820000;44,500000;18,000000;193,410000
"Nord Ovest";"Lombardia";"CO";"C020";0,000000;6,000000;11,500000;4,000000;5,540000;27,040000
"Nord Ovest";"Piemonte";"AT";"C022";0,000000;2,000000;0,500000;0,000000;1,500000;4,000000
"Nord Ovest";"Lombardia";"LC";"C024";1,050000;7,330000;1,050000;0,050000;0,000000;9,480000
"Nord Ovest";"Piemonte";"AL";"C027";0,000000;0,000000;5,000000;3,000000;10,000000;18,000000
"Nord Ovest";"Piemonte";"AL";"C030";0,000000;0,000000;5,000000;2,000000;4,000000;11,000000
"Nord Ovest";"Lombardia";"MI";"C033";0,000000;1,000000;4,500000;0,000000;6,500000;12,000000
"Centro";"Lazio";"FR";"C034";24,060000;68,500000;62,670000;39,830000;55,910000;250,970000
"Nord Est";"Veneto";"VI";"C037";1,000000;27,000000;20,000000;24,500000;46,400000;118,900000
"Nord Ovest";"Lombardia";"PV";"C038";5,000000;20,670000;21,000000;9,000000;16,000000;71,670000
"Sud";"Abruzzo ";"TE";"C040";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Est";"Veneto";"VR";"C041";0,000000;0,000000;2,000000;4,000000;12,000000;18,000000
"Centro";"Toscana";"LI";"C044";13,000000;80,910000;30,480000;10,380000;16,170000;150,940000
"Nord Ovest";"Piemonte";"TO";"C045";1,000000;3,000000;1,000000;2,000000;11,000000;18,000000
