Area;Regione;Provincia;2023_CodCom;NTN_2023_Depositi_Pert;NTN_2023_Box
Isole;Sicilia;EN;A070;20,94;32,94
Centro;Toscana;PT;A071;26;109,08
Nord Ovest;Piemonte;AT;A072;2,11;4
Nord Ovest;Piemonte;TO;A074;1,5;12,5
Nord Est;Veneto;PD;A075;1;25,67
Nord Ovest;Lombardia;CR;A076;6,5;43,67
Sud;Calabria;RC;A077;2;0
Sud;Molise;IS;A080;4;11,5
Centro;Lazio;FR;A081;1;1
Nord Ovest;Lombardia;BS;A082;2,66;8
Nord Est;Veneto;BL;A083;24,09;45,79
Centro;Lazio;RM;A084;7,5;4,33
Nord Ovest;Lombardia;VA;A085;0,78;8
Nord Ovest;Lombardia;MI;A087;61,17;232,32
Nord Ovest;Piemonte;NO;A088;0;33
Isole;Sicilia;AG;A089;55,28;48,89
Sud;Campania;SA;A091;34,66;133,83
Centro;Marche;AN;A092;0;24
Nord Est;Veneto;VI;A093;0;10
Nord Ovest;Valle d'Aosta;AO;A094;35,1;69,99
Nord Ovest;Lombardia;MI;A096;6,5;22
Isole;Sardegna;OR;A097;0;0
Isole;Sicilia;EN;A098;7,18;13,89
Sud;Abruzzo;AQ;A100;2;2
Sud;Campania;AV;A101;2,01;9,03
Sud;Calabria;CS;A102;0;2
Sud;Calabria;CS;A105;1;1
Sud;Campania;CE;A106;0;1
Nord Ovest;Piemonte;BI;A107;2;2
Nord Ovest;Valle d'Aosta;AO;A108;6;7
Nord Ovest;Piemonte;TO;A109;15;40,61
Sud;Campania;BN;A110;5;17,84
Nord Ovest;Liguria;IM;A111;10;0
Nord Ovest;Lombardia;LC;A112;4;19,65
Nord Ovest;Piemonte;CN;A113;4;7
Isole;Sardegna;SS;A115;2,5;0
Nord Ovest;Piemonte;TO;A117;13;7
Nord Ovest;Lombardia;PV;A118;2;8,17
Nord Ovest;Piemonte;VC;A119;4,59;6,83
Sud;Abruzzo;PE;A120;4;4
Nord Est;Veneto;BL;A121;9;22
Nord Ovest;Liguria;SV;A122;117,25;300,46
Centro;Lazio;FR;A123;25,58;38,25
Nord Ovest;Piemonte;CN;A124;153;352,5
Sud;Abruzzo;TE;A125;142;279,44
Isole;Sardegna;OR;A126;0;0
Nord Ovest;Lombardia;MI;A127;11,23;42,83
Sud;Campania;SA;A128;4;3
Nord Ovest;Lombardia;BG;A129;15,5;107,47
Nord Ovest;Piemonte;VC;A130;2;4
Sud;Basilicata;PZ;A131;2;0
Centro;Lazio;RM;A132;83,95;266,63
Nord Ovest;Lombardia;PV;A134;2;4
Nord Ovest;Lombardia;SO;A135;7,34;10
Nord Est;Veneto;VR;A137;7,67;54,65
Nord Est;Emilia-Romagna;PR;A138;2,33;12,5
Nord Ovest;Piemonte;CN;A139;0;0
Nord Ovest;Lombardia;CO;A143;11,87;26,17
Nord Ovest;Liguria;SV;A145;102,15;174,79
Nord Ovest;Piemonte;AL;A146;4,6;3,07
Sud;Puglia;BA;A149;25,1;32,83
Sud;Puglia;FG;A150;3;2
Nord Ovest;Lombardia;CO;A153;18;41,72
Nord Est;Veneto;VI;A154;1,54;22,5
Sud;Calabria;CZ;A155;6;0
Nord Ovest;Piemonte;TO;A157;4,67;15,17
Nord Ovest;Lombardia;MI;A159;16,42;55,5
Sud;Calabria;CS;A160;0;1
Nord Est;Veneto;PD;A161;10,2;489,94
Nord Est;Emilia-Romagna;RE;A162;28,49;90,57
Nord Ovest;Lombardia;BG;A163;39,03;229,29
Nord Ovest;Lombardia;CO;A164;11,33;55,1
Nord Ovest;Liguria;SV;A165;20,5;46,5
Nord Ovest;Liguria;SV;A166;57,67;62,83
Nord Ovest;Lombardia;VA;A167;13,34;43,57
Nord Ovest;Lombardia;PV;A171;2;3
Nord Ovest;Lombardia;SO;A172;16,9;14,14
Nord Ovest;Piemonte;AT;A173;1;3
Nord Ovest;Lombardia;PV;A175;4;53,2
Isole;Sicilia;TP;A176;47,87;122,89
Isole;Sicilia;ME;A177;6,33;2,25
Isole;Sardegna;OR;A180;1;0,5
Isole;Sicilia;AG;A181;7,5;1
Nord Ovest;Piemonte;AL;A182;365,08;709,84
Sud;Calabria;CS;A183;1;1
Sud;Puglia;LE;A184;8;8,5
Sud;Puglia;LE;A185;6,2;26,6
Sud;Campania;SA;A186;0;0
Sud;Abruzzo;AQ;A187;16,5;4,17
Nord Ovest;Lombardia;BS;A188;0;17,09
Nord Ovest;Piemonte;AL;A189;5;1
Nord Est;Emilia-Romagna;RA;A191;14,12;76,25
Isole;Sardegna;SS;A192;108,22;410,59
Nord Ovest;Lombardia;BG;A193;1;9
Isole;Sicilia;ME;A194;3;0
Isole;Sicilia;PA;A195;5;2
Sud;Basilicata;MT;A196;1;2
Nord Ovest;Piemonte;AL;A197;3;2
Nord Ovest;Piemonte;VC;A198;4,5;21
Sud;Campania;CE;A200;3;6,5
Isole;Sicilia;ME;A201;1,83;2,83
Isole;Sicilia;PA;A202;8,99;1,5
Isole;Sicilia;PA;A203;0;1
Isole;Sardegna;OR;A204;0;0
Nord Ovest;Valle d'Aosta;AO;A205;0;0
Nord Est;Veneto;BL;A206;6,43;18
Centro;Umbria;TR;A207;3;7
Sud;Puglia;LE;A208;7;9,5
Centro;Lazio;RM;A210;10,41;5,78
Nord Ovest;Lombardia;BG;A214;10,03;32,14
Nord Ovest;Lombardia;BG;A215;18,61;64,86
Nord Ovest;Lombardia;BG;A216;8;60,84
Nord Ovest;Lombardia;BG;A217;7,64;51,06
Nord Ovest;Piemonte;TO;A218;16,5;72,52
Nord Est;Veneto;VI;A220;1;8,67
Nord Ovest;Piemonte;TO;A221;1;1,25
Nord Ovest;Piemonte;TO;A222;63;227,86
Nord Est;Emilia-Romagna;PC;A223;11,83;62,07
Nord Ovest;Lombardia;CO;A224;3,5;18,4
Sud;Puglia;BA;A225;154,38;353,3
Nord Ovest;Liguria;SV;A226;16,09;11,5
Nord Ovest;Piemonte;AL;A227;2;4,5
Sud;Campania;AV;A228;4;4
Isole;Sicilia;PA;A229;7,33;2,17
Sud;Campania;SA;A230;10;10
Nord Est;Veneto;VI;A231;17,07;146,44
Centro;Marche;AP;A233;10,66;59,34
Sud;Calabria;CS;A234;0;0
Sud;Abruzzo;CH;A235;4;19
Nord Est;Veneto;VI;A236;2;11,5
Nord Est;Veneto;TV;A237;8,8;29,04
Nord Ovest;Piemonte;CN;A238;1;3
Isole;Sicilia;PA;A239;8,5;13
Sud;Calabria;CS;A240;4;5
Centro;Toscana;LU;A241;16;134,56
Centro;Umbria;TR;A242;0;9
Sud;Campania;CE;A243;2;6
Centro;Lazio;FR;A244;6;3,33
Nord Ovest;Piemonte;AL;A245;0;0
Nord Ovest;Lombardia;BG;A246;46,88;149,11
Nord Ovest;Lombardia;CO;A249;23,07;34,33
Sud;Campania;SA;A251;8;2
Centro;Marche;AP;A252;10,17;23,17
Sud;Calabria;CS;A253;11,33;39,83
Nord Est;Friuli- Venezia Giulia;UD;A254;1;6,11
Sud;Calabria;CZ;A255;0;0
Centro;Lazio;FR;A256;8,32;1
Sud;Calabria;CZ;A257;2;0
Centro;Lazio;RI;A258;5,5;10,11
Nord Ovest;Lombardia;BG;A259;1,92;15,92
Nord Ovest;Liguria;SP;A261;13,5;34,67
Centro;Umbria;TR;A262;35,15;59,67
Sud;Calabria;CS;A263;2;4
Nord Ovest;Piemonte;NO;A264;4;5
Sud;Campania;BN;A265;1;1
Nord Est;Friuli- Venezia Giulia;UD;A267;1;0
Sud;Campania;NA;A268;13,32;3
Centro;Lazio;FR;A269;38,24;37,47
Sud;Abruzzo;TE;A270;2;4
Centro;Marche;AN;A271;313,56;410,6
Sud;Calabria;CZ;A272;0;1
Nord Ovest;Lombardia;SO;A273;6;1
Nord Ovest;Piemonte;TO;A275;3;11
Nord Ovest;Liguria;SV;A278;71,14;184,15
Nord Ovest;Piemonte;BI;A280;9,25;29,84
Sud;Puglia;LE;A281;6;5
Nord Ovest;Piemonte;TO;A282;4;10
Nord Est;Friuli- Venezia Giulia;PN;A283;2;0
Sud;Campania;AV;A284;8,5;3
Sud;Puglia;BA;A285;179,48;450,13
Isole;Sardegna;SS;A287;1;1
Nord Ovest;Lombardia;BS;A288;2;9
Nord Ovest;Lombardia;VA;A290;17,08;48,4
Centro;Toscana;AR;A291;15;27,39
Nord Est;Veneto;VR;A292;0;26,25
Nord Ovest;Lombardia;BS;A293;7;22,4
Sud;Campania;SA;A294;39,13;89,23
Nord Ovest;Piemonte;TO;A295;10;13
Nord Est;Veneto;PD;A296;0;31,8
Centro;Lazio;RM;A297;21,13;70,01
Nord Ovest;Lombardia;CR;A299;1;19
Nord Ovest;Piemonte;AT;A300;1;10,25
Nord Ovest;Lombardia;LC;A301;5,05;18,5
Nord Est;Veneto;VE;A302;2;31,45
Sud;Calabria;RC;A303;1;3
Nord Ovest;Lombardia;BG;A304;4;39
Nord Ovest;Valle d'Aosta;AO;A305;2;11
Nord Ovest;Valle d'Aosta;AO;A308;4;7
Centro;Lazio;RM;A309;2,66;1
Centro;Lazio;FR;A310;21,54;29
Nord Ovest;Piemonte;AT;A312;0;7,5
Isole;Sicilia;ME;A313;2;1
Sud;Calabria;RC;A314;0;0
Centro;Lazio;RI;A315;0;2
Nord Ovest;Piemonte;VB;A317;6,5;3
Sud;Abruzzo;AQ;A318;4;1,33
Nord Ovest;Lombardia;CO;A319;5;17,5
Sud;Puglia;FG;A320;2;4
Sud;Basilicata;PZ;A321;13,02;4
Centro;Lazio;RM;A323;102,18;460,92
Nord Est;Emilia-Romagna;BO;A324;41,62;149,95
Nord Ovest;Piemonte;VB;A325;3;0
Nord Ovest;Valle d'Aosta;AO;A326;165,75;279,81
Centro;Marche;PS;A327;3,16;2,66
Sud;Campania;BN;A328;0,8;2
Centro;Marche;MC;A329;11,25;10,75
Sud;Campania;BN;A330;1;0
Nord Ovest;Lombardia;CO;A333;22,32;80,66
Centro;Marche;MC;A334;7,5;12
Centro;Marche;AP;A335;2;6
Nord Ovest;Lombardia;SO;A337;35,69;84,21
Nord Ovest;Liguria;IM;A338;10;1
Sud;Puglia;FG;A339;4,74;47,92
Sud;Calabria;CS;A340;0,83;2
Centro;Lazio;LT;A341;107,03;416,79
Sud;Campania;SA;A343;1;4
Nord Ovest;Liguria;IM;A344;0;0
Sud;Abruzzo;AQ;A345;241,13;436,43
Sud;Campania;AV;A347;1;8
Centro;Lazio;FR;A348;4,5;2
Sud;Puglia;LE;A350;1;12
Isole;Sicilia;AG;A351;12,78;8
Nord Ovest;Piemonte;AT;A352;0;4
Nord Est;Friuli- Venezia Giulia;PN;A354;0;6,67
Isole;Sardegna;NU;A355;13,5;77
Isole;Sardegna;OR;A357;1;0,67
Nord Ovest;Piemonte;VC;A358;0;5,67
Isole;Sardegna;CA;A359;9,58;15
Nord Est;Veneto;TV;A360;4,06;26,14
Centro;Lazio;FR;A363;3,75;6
Nord Ovest;Lombardia;BG;A365;15,44;61,42
Centro;Marche;AN;A366;11,5;14
Sud;Abruzzo;CH;A367;0;5
Isole;Sardegna;OR;A368;1;2
Centro;Toscana;GR;A369;35;31,67
Centro;Lazio;RM;A370;9;11,42
Nord Ovest;Lombardia;VA;A371;14,5;70,72
Nord Ovest;Liguria;SP;A373;49,58;40,76
Nord Est;Veneto;VR;A374;5;47,42
Nord Ovest;Lombardia;MI;A375;19,2;79,09
Nord Ovest;Lombardia;MI;A376;98,25;250,46
Nord Est;Veneto;VI;A377;9;45,13
Isole;Sardegna;SS;A379;0;0
Isole;Sardegna;OR;A380;0;1
Nord Ovest;Lombardia;SO;A382;14;18,5
Nord Ovest;Lombardia;BG;A383;9,33;44,22
Sud;Calabria;RC;A385;4;2,99
Sud;Calabria;VV;A386;1;0,33
Nord Ovest;Lombardia;PV;A387;3;9
Nord Ovest;Liguria;GE;A388;31,83;186,61
Nord Ovest;Lombardia;MI;A389;86,06;278,09
Centro;Toscana;AR;A390;269,84;703,37
Nord Ovest;Lombardia;CO;A391;5;15,36
Nord Est;Emilia-Romagna;BO;A392;36,5;121,73
Nord Est;Emilia-Romagna;FE;A393;20,17;161,25
Nord Ovest;Piemonte;CN;A394;0;13,25
Nord Ovest;Piemonte;CN;A396;0;2
Sud;Calabria;CZ;A397;1;1
Sud;Abruzzo;CH;A398;4;3
Sud;Campania;AV;A399;22,17;39,84
Nord Est;Veneto;RO;A400;1;24,5
Centro;Lazio;RM;A401;29,04;65,25
Sud;Abruzzo;CH;A402;0;1
Sud;Campania;CE;A403;2,25;2,5
Nord Ovest;Piemonte;TO;A405;4;6,33
Isole;Sardegna;NU;A407;1,93;2
Nord Ovest;Piemonte;VB;A409;3,5;15,5
Centro;Lazio;VT;A412;3;0
Nord Ovest;Lombardia;MI;A413;33,14;191,32
Nord Ovest;Piemonte;NO;A414;13;12,33
Sud;Basilicata;PZ;A415;2,13;1
Nord Ovest;Liguria;IM;A418;2;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;1,5;2
Nord Ovest;Liguria;SV;A422;6;2
Nord Ovest;Valle d'Aosta;AO;A424;6;2
Sud;Puglia;LE;A425;6,33;5
Nord Ovest;Piemonte;VB;A427;0;0
Nord Ovest;Piemonte;NO;A429;65,46;185,28
Nord Ovest;Lombardia;CO;A430;15;41,03
Sud;Campania;BN;A431;1;5
Sud;Campania;BN;A432;1,67;0,67
Centro;Lazio;FR;A433;5,67;7
Nord Est;Veneto;PD;A434;0;15
Nord Est;Veneto;RO;A435;1;20,58
Nord Ovest;Piemonte;AL;A436;26;47,5
Centro;Marche;AP;A437;12,75;0
Nord Est;Veneto;PD;A438;1;21
Centro;Umbria;TR;A439;11;14,5
Nord Ovest;Lombardia;BG;A440;1;27,01
Nord Ovest;Lombardia;VA;A441;2;30,42
Nord Est;Veneto;BL;A443;5;11,5
Nord Est;Veneto;VI;A444;6;20,83
Sud;Abruzzo;TE;A445;2;4
Centro;Lazio;RM;A446;2;2,39
Nord Est;Friuli- Venezia Giulia;UD;A447;6;21,41
Nord Est;Friuli- Venezia Giulia;UD;A448;1;10
Centro;Lazio;RM;A449;23,67;38,5
Nord Ovest;Lombardia;BS;A451;4;49,5
Nord Ovest;Valle d'Aosta;AO;A452;4,81;3,86
Isole;Sardegna;SS;A453;65,68;177,71
Isole;Sardegna;NU;A454;0;4
Sud;Campania;NA;A455;14,82;33,25
Nord Est;Veneto;PD;A458;3;47,8
Nord Est;Veneto;VI;A459;35,06;275,79
Sud;Campania;SA;A460;13;18,83
Centro;Toscana;SI;A461;14;40,5
Centro;Marche;AP;A462;145,01;194,82
Sud;Puglia;FG;A463;16,81;11,5
Centro;Lazio;RI;A464;1,5;1
Nord Est;Veneto;VI;A465;30,71;131,79
Nord Ovest;Piemonte;VC;A466;3;10
Nord Est;Veneto;VI;A467;1;7
Centro;Toscana;SI;A468;18,67;74,21
Nord Ovest;Lombardia;MN;A470;5,5;81,74
Nord Est;Veneto;TV;A471;9;72,5
Centro;Lazio;RI;A472;1,5;12
Nord Ovest;Lombardia;MI;A473;46,84;286,67
Isole;Sardegna;CA;A474;26;118,74
Centro;Umbria;PG;A475;56,64;133,88
Nord Ovest;Lombardia;CO;A476;10,5;37,8
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;5;4,66
Nord Ovest;Piemonte;AT;A479;287,27;588,53
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo;AQ;A481;7;3
Sud;Basilicata;PZ;A482;3;3
Sud;Campania;SA;A484;2;6
Sud;Abruzzo;CH;A485;11,5;18
Centro;Lazio;FR;A486;2,4;3,67
Sud;Campania;SA;A487;1;0
Sud;Abruzzo;TE;A488;16,67;21,33
Sud;Campania;AV;A489;12,24;28,96
Centro;Umbria;TR;A490;4;20,34
Nord Est;Friuli- Venezia Giulia;UD;A491;5,5;6
Isole;Sardegna;NU;A492;0;1
Isole;Sicilia;SR;A494;9,41;122,7
Sud;Campania;SA;A495;3;3
Centro;Toscana;MS;A496;49,25;43,25
Nord Ovest;Piemonte;VB;A497;4,8;0
Nord Ovest;Liguria;IM;A499;5;0
Nord Est;Veneto;BL;A501;22,08;74,66
Centro;Lazio;FR;A502;1;4
Isole;Sardegna;NU;A503;0,33;0
Nord Ovest;Liguria;GE;A506;8;13
Sud;Campania;AV;A508;8,86;2
Sud;Campania;AV;A509;68,9;260,23
Nord Ovest;Lombardia;BG;A511;3,39;4,05
Sud;Campania;CE;A512;55,26;277,72
Sud;Puglia;TA;A514;1;8,5
Sud;Abruzzo;AQ;A515;66,06;301,62
Nord Est;Friuli- Venezia Giulia;PN;A516;34,7;112,83
Nord Ovest;Lombardia;BG;A517;3;43,83
Nord Ovest;Piemonte;TO;A518;41,17;121,18
Sud;Basilicata;PZ;A519;29,23;14
Nord Ovest;Valle d'Aosta;AO;A521;14;0
Isole;Sicilia;SR;A522;27,82;58,22
Nord Ovest;Piemonte;AL;A523;0;0
Nord Ovest;Piemonte;TO;A525;1;10,01
Nord Ovest;Lombardia;CR;A526;0,5;2
Nord Ovest;Piemonte;AT;A527;0;0
Nord Ovest;Lombardia;BG;A528;23,25;118,32
Nord Ovest;Lombardia;BS;A529;2,5;42
Nord Est;Friuli- Venezia Giulia;PN;A530;24,34;148,76
Nord Ovest;Lombardia;VA;A531;6;56
Nord Ovest;Lombardia;VA;A532;7;4
Nord Ovest;Lombardia;BG;A533;0;4
Nord Ovest;Piemonte;VB;A534;3,5;5
Sud;Campania;NA;A535;17,68;22
Nord Ovest;Liguria;IM;A536;10,5;4
Nord Ovest;Lombardia;PV;A538;0;0
Nord Est;Veneto;RO;A539;5,48;64,69
Nord Est;Veneto;VR;A540;10,2;20,12
Centro;Toscana;AR;A541;4;0
Sud;Calabria;CZ;A542;8;2
Sud;Calabria;RC;A544;0;0
Isole;Sicilia;PA;A546;38,58;58,34
Nord Est;Emilia-Romagna;RA;A547;20,5;111,01
Nord Ovest;Lombardia;PV;A550;5;6,5
Nord Est;Emilia-Romagna;RA;A551;2;7
Sud;Calabria;RC;A552;2;8
Nord Est;Friuli- Venezia Giulia;UD;A553;4,5;16,84
Nord Ovest;Piemonte;CN;A555;1,04;5
Nord Ovest;Lombardia;BG;A557;16,5;87,33
Centro;Toscana;LU;A560;15,5;13,5
Centro;Toscana;PT;A561;42,48;181,74
Centro;Toscana;PI;A562;61,44;141,22
Centro;Toscana;FI;A564;51,54;156,54
Nord Est;Emilia-Romagna;FO;A565;10,67;25,83
Sud;Campania;AV;A566;7,15;27,86
Sud;Molise;IS;A567;4,67;0,5
Nord Est;Veneto;PD;A568;2;25,83
Nord Ovest;Lombardia;BS;A569;9;59,12
Nord Ovest;Lombardia;CR;A570;5,33;62,17
Nord Ovest;Piemonte;CN;A571;34;65
Sud;Puglia;LE;A572;0;0
Nord Est;Emilia-Romagna;RE;A573;8,5;74,94
Nord Est;Veneto;RO;A574;3;16,67
Nord Ovest;Lombardia;MN;A575;7;73
Centro;Toscana;MS;A576;27,29;11,83
Centro;Lazio;VT;A577;7;12,5
Nord Ovest;Lombardia;BS;A578;14;9,89
Sud;Campania;CE;A579;1;2,5
Sud;Campania;AV;A580;5,05;5,02
Nord Ovest;Liguria;IM;A581;5;3
Nord Ovest;Piemonte;TO;A584;1;7
Nord Est;Emilia-Romagna;RE;A586;5;32,67
Nord Ovest;Piemonte;TO;A587;12;25,5
Nord Ovest;Piemonte;AT;A588;2;15
Nord Ovest;Piemonte;CN;A589;4;7
Nord Ovest;Piemonte;TO;A590;0;0
Nord Ovest;Piemonte;TO;A591;9;19
Isole;Sicilia;PA;A592;12;8,33
Nord Ovest;Liguria;SV;A593;1,5;0
Nord Ovest;Lombardia;LC;A594;13,91;55,4
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;3;3,5
Nord Ovest;Piemonte;VC;A600;0;0
Nord Ovest;Piemonte;VC;A601;0;0
Sud;Abruzzo;AQ;A603;2;5
Sud;Basilicata;PZ;A604;4;4,67
Nord Ovest;Piemonte;AL;A605;2;8,5
Isole;Sardegna;SS;A606;0;1
Nord Ovest;Piemonte;TO;A607;15,01;29,67
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;4;2,5
Sud;Basilicata;PZ;A612;0,2;2,1
Nord Est;Veneto;PD;A613;5,75;15,42
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;4;2
Sud;Molise;CB;A616;3;7
Sud;Campania;NA;A617;5;0,5
Nord Ovest;Lombardia;MI;A618;32,5;78,33
Nord Ovest;Lombardia;VA;A619;4;6,5
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;1,67;15
Centro;Marche;AN;A626;1;2,25
Centro;Lazio;VT;A628;2;2
Nord Ovest;Piemonte;CN;A629;0;1
Nord Ovest;Lombardia;BS;A630;0;18
Nord Ovest;Lombardia;BG;A631;0;14,25
Centro;Toscana;FI;A632;25,5;66,12
Nord Ovest;Lombardia;PV;A634;1,75;3
Nord Est;Veneto;PD;A637;0;0,17
Isole;Sicilia;ME;A638;31,63;26,04
Nord Est;Friuli- Venezia Giulia;PN;A640;1;2,67
Nord Ovest;Valle d'Aosta;AO;A643;3;1
Nord Est;Emilia-Romagna;PR;A646;8,43;23,75
Nord Ovest;Liguria;SV;A647;8;6
Nord Est;Veneto;VR;A650;47,82;197,66
Nord Ovest;Piemonte;TO;A651;32,31;144,13
Nord Ovest;Lombardia;MI;A652;62,92;196,59
Nord Ovest;Piemonte;NO;A653;1;5
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo;AQ;A656;1,13;0
Centro;Toscana;LU;A657;18,33;26,94
Nord Ovest;Liguria;GE;A658;7,5;9
Nord Ovest;Piemonte;CN;A660;33,5;57,67
Nord Ovest;Lombardia;BS;A661;0;1
Sud;Puglia;BA;A662;654,6;1994,24
Isole;Sardegna;NU;A663;2;3,5
Nord Ovest;Lombardia;BG;A664;5,33;43,83
Nord Est;Emilia-Romagna;BO;A665;14,5;57,25
Sud;Basilicata;PZ;A666;2;12
Sud;Abruzzo;AQ;A667;2,83;12
Nord Ovest;Lombardia;MI;A668;16,5;110,29
Sud;Puglia;BA;A669;147,62;367,2
Nord Ovest;Lombardia;CO;A670;0;2
Nord Ovest;Piemonte;CN;A671;1;3
Nord Ovest;Piemonte;TO;A673;3;5
Sud;Campania;SA;A674;31,7;89,72
Isole;Sicilia;EN;A676;10;16
Isole;Sardegna;CA;A677;0;0
Sud;Abruzzo;AQ;A678;4;4
Isole;Sardegna;CA;A681;0;0
Nord Ovest;Lombardia;LC;A683;3;20
Nord Ovest;Lombardia;BG;A684;2,33;16,29
Nord Ovest;Lombardia;LC;A686;18;52,25
Nord Ovest;Lombardia;LC;A687;13,07;47,76
Nord Ovest;Piemonte;AL;A689;4;6
Nord Ovest;Lombardia;PV;A690;5;12,5
Centro;Umbria;TR;A691;7,25;10
Sud;Abruzzo;TE;A692;1;5
Sud;Campania;BN;A696;1;0
Nord Ovest;Lombardia;MI;A697;11,5;47,39
Isole;Sicilia;ME;A698;0;0
Nord Ovest;Lombardia;MI;A699;94;162,69
Nord Est;Friuli- Venezia Giulia;UD;A700;5,5;25
Centro;Lazio;VT;A701;17,67;4,5
Nord Ovest;Lombardia;BS;A702;1,92;34,5
Nord Est;Veneto;VI;A703;93,32;450,58
Centro;Lazio;VT;A704;18,17;14,5
Nord Ovest;Lombardia;VA;A705;1;1
Centro;Lazio;VT;A706;12;6,5
Centro;Lazio;LT;A707;4;8,5
Nord Ovest;Piemonte;AL;A708;2,5;6
Nord Ovest;Piemonte;CN;A709;0,8;1
Centro;Umbria;PG;A710;35,14;127,86
Nord Ovest;Lombardia;PV;A712;2;5
Nord Est;Emilia-Romagna;MO;A713;7,5;69
Nord Est;Veneto;PD;A714;4,5;43,08
Nord Ovest;Piemonte;CN;A716;4;1
Sud;Campania;SA;A717;38,25;152,25
Nord Ovest;Lombardia;PV;A718;1;11
Isole;Sicilia;PA;A719;1;1
Centro;Lazio;FR;A720;0;3,83
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;3;2,33
Nord Ovest;Piemonte;VB;A725;11,27;77,6
Nord Ovest;Lombardia;VA;A728;2,66;7
Nord Ovest;Lombardia;BS;A729;11,33;112,76
Nord Est;Emilia-Romagna;PR;A731;6,5;15,17
Nord Ovest;Lombardia;BG;A732;2;4
Nord Ovest;Piemonte;VB;A733;4;12
Nord Ovest;Piemonte;TO;A734;70,17;141,15
Nord Ovest;Piemonte;CN;A735;8,8;22,25
Sud;Calabria;CZ;A736;2,83;3
Nord Est;Veneto;VR;A737;8,5;24
Nord Ovest;Piemonte;AL;A738;0;4
Centro;Marche;MC;A739;3;4
Centro;Marche;PS;A740;3;3
Nord Ovest;Lombardia;PV;A741;13,92;64,88
Nord Ovest;Piemonte;VB;A742;6;7
Sud;Basilicata;PZ;A743;6,93;4
Nord Ovest;Lombardia;LC;A745;36,55;109,65
Sud;Abruzzo;TE;A746;10,8;25
Nord Est;Emilia-Romagna;RN;A747;48,89;221,07
Centro;Lazio;RM;A749;7;2
Nord Ovest;Piemonte;CN;A750;1;1
Nord Ovest;Lombardia;MI;A751;15,12;39,5
Nord Ovest;Piemonte;NO;A752;7;81,17
Sud;Campania;CE;A755;5;25
