AREA;Regione;prov;2012_CodCom;NTN_2012_Box;NTN_2012_Depositi_Pert
Nord Ovest;Liguria;SP;E542;120,68;24,15
Nord Ovest;Liguria;SP;E560;25;14,05
Nord Ovest;Liguria;SP;E842;1;0
Nord Ovest;Liguria;SP;F609;3;7,66
Nord Ovest;Liguria;SP;G143;10;6,5
Nord Ovest;Liguria;SP;G664;16;1
Nord Ovest;Liguria;SP;G925;17,5;7,33
Nord Ovest;Liguria;SP;H275;16;8,75
Nord Ovest;Liguria;SP;H304;3;16,13
Nord Ovest;Liguria;SP;H461;1;2,08
Nord Ovest;Liguria;SP;I363;110,22;17,06
Nord Ovest;Liguria;SP;I449;92,53;37,65
Nord Ovest;Liguria;SP;L681;0;1,63
Nord Ovest;Liguria;SP;L774;5;4,83
Nord Ovest;Liguria;SP;L819;3,5;5,5
Nord Ovest;Liguria;SP;M177;1;0
Nord Ovest;Liguria;SV;A122;520,36;30,14
Nord Ovest;Liguria;SV;A145;132,5;33,5
Nord Ovest;Liguria;SV;A165;46,66;6
Nord Ovest;Liguria;SV;A166;36;18,5
Nord Ovest;Liguria;SV;A226;13;3
Nord Ovest;Liguria;SV;A278;145,56;37,67
Nord Ovest;Liguria;SV;A422;1;5
Nord Ovest;Liguria;SV;A593;1,5;1
Nord Ovest;Liguria;SV;A647;2;4
Nord Ovest;Liguria;SV;A796;42;6
Nord Ovest;Liguria;SV;A931;13,5;2,5
Nord Ovest;Liguria;SV;A999;141,36;22,22
Nord Ovest;Liguria;SV;B005;43;5,5
Nord Ovest;Liguria;SV;B048;1;0
Nord Ovest;Liguria;SV;B369;65;17
Nord Ovest;Liguria;SV;B409;18,75;3
Nord Ovest;Liguria;SV;B416;3;6,67
Nord Ovest;Liguria;SV;B748;25,25;4,5
Nord Ovest;Liguria;SV;B927;3;2
Nord Ovest;Liguria;SV;C063;0;0
Nord Ovest;Liguria;SV;C276;1;6
Nord Ovest;Liguria;SV;C443;40,19;21,09
Nord Ovest;Liguria;SV;C463;20;6
Nord Ovest;Liguria;SV;C510;77,56;22,6
Nord Ovest;Liguria;SV;C729;5,5;4
Nord Ovest;Liguria;SV;D095;2;0
Nord Ovest;Liguria;SV;D264;12,5;1,5
Nord Ovest;Liguria;SV;D424;2;2
Nord Ovest;Liguria;SV;D522;9;2,34
Nord Ovest;Liguria;SV;D600;130,8;48,67
Nord Ovest;Liguria;SV;D927;7;0
Nord Ovest;Liguria;SV;E064;0;0
Nord Ovest;Liguria;SV;E066;0;0
Nord Ovest;Liguria;SV;E414;29,74;11,83
Nord Ovest;Liguria;SV;E632;165,4;52,39
Nord Ovest;Liguria;SV;E816;84;2
Nord Ovest;Liguria;SV;E860;0;1
Nord Ovest;Liguria;SV;F046;0;0,25
Nord Ovest;Liguria;SV;F213;18;10
Nord Ovest;Liguria;SV;F226;2;0
Nord Ovest;Liguria;SV;F813;2;4
Nord Ovest;Liguria;SV;F847;0;7,25
Nord Ovest;Liguria;SV;F926;39,5;17,13
Nord Ovest;Liguria;SV;G076;1;1
Nord Ovest;Liguria;SV;G144;3;1
Nord Ovest;Liguria;SV;G155;0;3
Nord Ovest;Liguria;SV;G281;0;3
Nord Ovest;Liguria;SV;G542;2;5,58
Nord Ovest;Liguria;SV;G605;189,25;42,51
Nord Ovest;Liguria;SV;G741;2;1
Nord Ovest;Liguria;SV;G866;3;2
Nord Ovest;Liguria;SV;H126;26,82;18,5
Nord Ovest;Liguria;SV;H266;1;1
Nord Ovest;Liguria;SV;H452;2;5
Nord Ovest;Liguria;SV;I453;11;4
Nord Ovest;Liguria;SV;I480;304,49;98,05
Nord Ovest;Liguria;SV;I926;58,7;10,85
Nord Ovest;Liguria;SV;I946;27;4
Nord Ovest;Liguria;SV;I947;8;1,5
Nord Ovest;Liguria;SV;L152;0;1
Nord Ovest;Liguria;SV;L190;9,33;4
Nord Ovest;Liguria;SV;L315;19;5
Nord Ovest;Liguria;SV;L499;2;1
Nord Ovest;Liguria;SV;L528;42,96;20,96
Nord Ovest;Liguria;SV;L675;131,67;29,38
Nord Ovest;Liguria;SV;L730;0;0
Nord Ovest;Liguria;SV;L823;1,22;2
Nord Ovest;Liguria;SV;L975;12;4
Nord Ovest;Liguria;SV;M197;13;2
Nord Ovest;Lombardia;BG;A057;6,49;1,33
Nord Ovest;Lombardia;BG;A058;0;0
Nord Ovest;Lombardia;BG;A129;82,17;5
Nord Ovest;Lombardia;BG;A163;111,55;11,97
Nord Ovest;Lombardia;BG;A193;3,5;0
Nord Ovest;Lombardia;BG;A214;26,13;0,9
Nord Ovest;Lombardia;BG;A215;39,81;7,66
Nord Ovest;Lombardia;BG;A216;41,55;5,89
Nord Ovest;Lombardia;BG;A217;18,25;2,42
Nord Ovest;Lombardia;BG;A246;123,87;11
Nord Ovest;Lombardia;BG;A259;16,75;2
Nord Ovest;Lombardia;BG;A304;8,67;1
Nord Ovest;Lombardia;BG;A365;39,35;3
Nord Ovest;Lombardia;BG;A383;22,5;5,14
Nord Ovest;Lombardia;BG;A440;24,58;1,75
Nord Ovest;Lombardia;BG;A511;3;1
Nord Ovest;Lombardia;BG;A517;52,07;4,02
Nord Ovest;Lombardia;BG;A528;39,32;2,5
Nord Ovest;Lombardia;BG;A533;0;0
Nord Ovest;Lombardia;BG;A557;34,5;1
Nord Ovest;Lombardia;BG;A631;4,2;0
Nord Ovest;Lombardia;BG;A664;25,28;1
Nord Ovest;Lombardia;BG;A684;16;1,12
Nord Ovest;Lombardia;BG;A732;4;0
Nord Ovest;Lombardia;BG;A786;17,25;1,43
Nord Ovest;Lombardia;BG;A794;1196,12;108,76
Nord Ovest;Lombardia;BG;A815;14;0
Nord Ovest;Lombardia;BG;A846;38,5;2
Nord Ovest;Lombardia;BG;A903;0;0
Nord Ovest;Lombardia;BG;A937;42,99;2,5
Nord Ovest;Lombardia;BG;A950;65,18;4,17
Nord Ovest;Lombardia;BG;A962;63,25;10,25
Nord Ovest;Lombardia;BG;A963;103;4
Nord Ovest;Lombardia;BG;B010;9,5;0
Nord Ovest;Lombardia;BG;B083;3;0
Nord Ovest;Lombardia;BG;B088;30,33;0
Nord Ovest;Lombardia;BG;B112;7;0
Nord Ovest;Lombardia;BG;B123;10,49;1
Nord Ovest;Lombardia;BG;B137;52,2;2,67
Nord Ovest;Lombardia;BG;B138;44;4,09
Nord Ovest;Lombardia;BG;B140;17,26;3
Nord Ovest;Lombardia;BG;B178;61,75;3
Nord Ovest;Lombardia;BG;B217;11;0
Nord Ovest;Lombardia;BG;B223;41;1,5
Nord Ovest;Lombardia;BG;B310;29,96;5,16
Nord Ovest;Lombardia;BG;B393;26,5;1
Nord Ovest;Lombardia;BG;B395;25,71;2
Nord Ovest;Lombardia;BG;B434;55,1;3
Nord Ovest;Lombardia;BG;B442;34,5;0
Nord Ovest;Lombardia;BG;B471;16,73;0
Nord Ovest;Lombardia;BG;B618;24,5;2
Nord Ovest;Lombardia;BG;B661;1;1,38
Nord Ovest;Lombardia;BG;B703;71,89;7
Nord Ovest;Lombardia;BG;B710;23,5;1
Nord Ovest;Lombardia;BG;B731;128,16;6
Nord Ovest;Lombardia;BG;B801;27,5;0
Nord Ovest;Lombardia;BG;B803;27,5;1
Nord Ovest;Lombardia;BG;B854;27;1
Nord Ovest;Lombardia;BG;B947;15;1,33
Nord Ovest;Lombardia;BG;B971;29,99;1
Nord Ovest;Lombardia;BG;B978;9,75;0,5
Nord Ovest;Lombardia;BG;C007;1;0
Nord Ovest;Lombardia;BG;C079;55,61;2,88
Nord Ovest;Lombardia;BG;C255;21,89;0
Nord Ovest;Lombardia;BG;C324;45,77;4,5
Nord Ovest;Lombardia;BG;C337;3;0,83
Nord Ovest;Lombardia;BG;C396;39;2
Nord Ovest;Lombardia;BG;C410;11,25;1
Nord Ovest;Lombardia;BG;C456;13,6;1
Nord Ovest;Lombardia;BG;C457;38,78;4,5
Nord Ovest;Lombardia;BG;C459;49;2
Nord Ovest;Lombardia;BG;C506;14;0
Nord Ovest;Lombardia;BG;C635;35,91;1
Nord Ovest;Lombardia;BG;C649;57,65;3,5
Nord Ovest;Lombardia;BG;C728;66,01;1,94
Nord Ovest;Lombardia;BG;C730;23,55;1,06
Nord Ovest;Lombardia;BG;C759;17,33;2,42
Nord Ovest;Lombardia;BG;C789;7;1
Nord Ovest;Lombardia;BG;C800;67,64;17,22
Nord Ovest;Lombardia;BG;C835;9,34;0
Nord Ovest;Lombardia;BG;C894;52,77;3,89
Nord Ovest;Lombardia;BG;C910;10,95;2
Nord Ovest;Lombardia;BG;C937;47,33;1,14
Nord Ovest;Lombardia;BG;D015;4,32;1,2
Nord Ovest;Lombardia;BG;D016;11;2,14
Nord Ovest;Lombardia;BG;D066;8,84;0
Nord Ovest;Lombardia;BG;D103;7;1
Nord Ovest;Lombardia;BG;D110;23,05;0,5
Nord Ovest;Lombardia;BG;D111;18,17;0,17
Nord Ovest;Lombardia;BG;D117;62,57;5
Nord Ovest;Lombardia;BG;D126;30,56;0
Nord Ovest;Lombardia;BG;D139;19,75;1
Nord Ovest;Lombardia;BG;D221;45,5;3
Nord Ovest;Lombardia;BG;D233;6,79;0
Nord Ovest;Lombardia;BG;D245;207,1;13,5
Nord Ovest;Lombardia;BG;D352;4,16;1,5
Nord Ovest;Lombardia;BG;D406;29,75;3,66
Nord Ovest;Lombardia;BG;D411;11,5;0
Nord Ovest;Lombardia;BG;D490;68,65;0,5
Nord Ovest;Lombardia;BG;D491;14,17;0
Nord Ovest;Lombardia;BG;D588;16,83;0
Nord Ovest;Lombardia;BG;D604;9;0,5
Nord Ovest;Lombardia;BG;D606;18,8;1
Nord Ovest;Lombardia;BG;D672;45,67;1
Nord Ovest;Lombardia;BG;D684;10,5;1
Nord Ovest;Lombardia;BG;D688;20;1
Nord Ovest;Lombardia;BG;D697;11,5;0
Nord Ovest;Lombardia;BG;D727;24,6;1
Nord Ovest;Lombardia;BG;D817;2;0
Nord Ovest;Lombardia;BG;D903;16,75;1
Nord Ovest;Lombardia;BG;D905;10;1
Nord Ovest;Lombardia;BG;D906;11;2,5
Nord Ovest;Lombardia;BG;D943;2,68;1,08
Nord Ovest;Lombardia;BG;D952;41,42;3
Nord Ovest;Lombardia;BG;D991;8;0
Nord Ovest;Lombardia;BG;E006;42,5;2,51
Nord Ovest;Lombardia;BG;E100;36,68;6,33
Nord Ovest;Lombardia;BG;E103;72,22;9,51
Nord Ovest;Lombardia;BG;E106;0,17;2
Nord Ovest;Lombardia;BG;E148;58,17;2,5
Nord Ovest;Lombardia;BG;E189;21,52;1
Nord Ovest;Lombardia;BG;E192;11;2
Nord Ovest;Lombardia;BG;E219;38,88;6,5
Nord Ovest;Lombardia;BG;E353;8;2
Nord Ovest;Lombardia;BG;E370;1;0
Nord Ovest;Lombardia;BG;E422;62;3
Nord Ovest;Lombardia;BG;E509;29,33;2
Nord Ovest;Lombardia;BG;E524;1;1
Nord Ovest;Lombardia;BG;E562;19,14;0
Nord Ovest;Lombardia;BG;E640;7,63;4
Nord Ovest;Lombardia;BG;E704;30,59;4,4
Nord Ovest;Lombardia;BG;E751;20,33;1
Nord Ovest;Lombardia;BG;E770;5;0
Nord Ovest;Lombardia;BG;E794;34,16;2
Nord Ovest;Lombardia;BG;E901;90;4
Nord Ovest;Lombardia;BG;E987;117,69;4,67
Nord Ovest;Lombardia;BG;F085;14;0
Nord Ovest;Lombardia;BG;F186;1;1,5
Nord Ovest;Lombardia;BG;F243;18,4;1
Nord Ovest;Lombardia;BG;F276;2,5;0
Nord Ovest;Lombardia;BG;F328;6;0
Nord Ovest;Lombardia;BG;F547;20,5;1
Nord Ovest;Lombardia;BG;F720;2,5;0
Nord Ovest;Lombardia;BG;F738;10;1
Nord Ovest;Lombardia;BG;F786;20,54;2
Nord Ovest;Lombardia;BG;F791;53,54;3
Nord Ovest;Lombardia;BG;F864;79,9;15,67
Nord Ovest;Lombardia;BG;F941;9,27;0,66
Nord Ovest;Lombardia;BG;G049;0;0
Nord Ovest;Lombardia;BG;G050;28,5;8,67
Nord Ovest;Lombardia;BG;G054;1;0,96
Nord Ovest;Lombardia;BG;G068;7,5;1
Nord Ovest;Lombardia;BG;G075;28;0
Nord Ovest;Lombardia;BG;G108;5;1
Nord Ovest;Lombardia;BG;G118;1;4,67
Nord Ovest;Lombardia;BG;G159;57,28;0
Nord Ovest;Lombardia;BG;G160;141,05;3,61
Nord Ovest;Lombardia;BG;G233;8;0
Nord Ovest;Lombardia;BG;G249;26,25;2
Nord Ovest;Lombardia;BG;G259;37,75;3
Nord Ovest;Lombardia;BG;G295;28,83;3
Nord Ovest;Lombardia;BG;G346;17,03;2
Nord Ovest;Lombardia;BG;G350;21;1
Nord Ovest;Lombardia;BG;G412;84,17;1,02
Nord Ovest;Lombardia;BG;G418;2;3
Nord Ovest;Lombardia;BG;G564;6;0
Nord Ovest;Lombardia;BG;G574;6;0
Nord Ovest;Lombardia;BG;G579;10,5;2
Nord Ovest;Lombardia;BG;G583;11,5;0
Nord Ovest;Lombardia;BG;G588;3;0
Nord Ovest;Lombardia;BG;G774;12;0
Nord Ovest;Lombardia;BG;G853;46,04;3,15
Nord Ovest;Lombardia;BG;G856;85,55;4
Nord Ovest;Lombardia;BG;G864;32,64;6
Nord Ovest;Lombardia;BG;G867;37,01;2,28
Nord Ovest;Lombardia;BG;G968;30,33;2
Nord Ovest;Lombardia;BG;H020;25,5;0
Nord Ovest;Lombardia;BG;H036;6;2,93
Nord Ovest;Lombardia;BG;H046;31,9;0
Nord Ovest;Lombardia;BG;H091;9,5;1,5
Nord Ovest;Lombardia;BG;H176;27,83;1
Nord Ovest;Lombardia;BG;H177;23;1
Nord Ovest;Lombardia;BG;H331;17,22;5
Nord Ovest;Lombardia;BG;H492;21;2,33
Nord Ovest;Lombardia;BG;H509;142,03;7,02
Nord Ovest;Lombardia;BG;H535;6,33;0,52
Nord Ovest;Lombardia;BG;H544;11,5;2
Nord Ovest;Lombardia;BG;H584;7;1,25
Nord Ovest;Lombardia;BG;H615;44,24;1,8
Nord Ovest;Lombardia;BG;H910;24,86;4
Nord Ovest;Lombardia;BG;I079;37,36;2,62
Nord Ovest;Lombardia;BG;I168;2,2;0
Nord Ovest;Lombardia;BG;I349;13;1
Nord Ovest;Lombardia;BG;I437;78,37;3
Nord Ovest;Lombardia;BG;I506;111,67;4,13
Nord Ovest;Lombardia;BG;I530;19;1
Nord Ovest;Lombardia;BG;I567;13;1,35
Nord Ovest;Lombardia;BG;I597;33,67;5,41
Nord Ovest;Lombardia;BG;I628;277,78;26,56
Nord Ovest;Lombardia;BG;I629;28,41;5,68
Nord Ovest;Lombardia;BG;I812;19,17;3
Nord Ovest;Lombardia;BG;I813;15;0,5
Nord Ovest;Lombardia;BG;I830;13;1
Nord Ovest;Lombardia;BG;I858;54,68;7,54
Nord Ovest;Lombardia;BG;I869;44,87;0,66
Nord Ovest;Lombardia;BG;I873;29,04;0,5
Nord Ovest;Lombardia;BG;I916;22;1
Nord Ovest;Lombardia;BG;I919;25,5;2,13
Nord Ovest;Lombardia;BG;I951;107,92;4
Nord Ovest;Lombardia;BG;I986;11;0,5
Nord Ovest;Lombardia;BG;I997;11,85;1
Nord Ovest;Lombardia;BG;L037;6;0
Nord Ovest;Lombardia;BG;L073;10;4
Nord Ovest;Lombardia;BG;L087;26,47;3
Nord Ovest;Lombardia;BG;L118;64,99;2,33
Nord Ovest;Lombardia;BG;L251;95,45;15
Nord Ovest;Lombardia;BG;L265;26,3;3
Nord Ovest;Lombardia;BG;L276;7;0
Nord Ovest;Lombardia;BG;L388;64,75;9,06
Nord Ovest;Lombardia;BG;L400;356,84;18
Nord Ovest;Lombardia;BG;L404;106,1;6,25
Nord Ovest;Lombardia;BG;L502;47,65;1,5
Nord Ovest;Lombardia;BG;L544;33;4,25
Nord Ovest;Lombardia;BG;L545;53,85;2,25
Nord Ovest;Lombardia;BG;L579;6,5;1,5
Nord Ovest;Lombardia;BG;L623;27,4;2,4
Nord Ovest;Lombardia;BG;L642;1;0
Nord Ovest;Lombardia;BG;L649;8;0,97
Nord Ovest;Lombardia;BG;L655;21;1
Nord Ovest;Lombardia;BG;L707;3;3
Nord Ovest;Lombardia;BG;L752;20,9;0,05
Nord Ovest;Lombardia;BG;L753;54,11;3,5
Nord Ovest;Lombardia;BG;L795;29,96;3
Nord Ovest;Lombardia;BG;L827;12,25;3
Nord Ovest;Lombardia;BG;L865;7;1
Nord Ovest;Lombardia;BG;L894;1;0
Nord Ovest;Lombardia;BG;L929;24;2
Nord Ovest;Lombardia;BG;L936;50,25;2,33
Nord Ovest;Lombardia;BG;L938;14;0
Nord Ovest;Lombardia;BG;M045;57,17;3,33
Nord Ovest;Lombardia;BG;M050;9,83;4
Nord Ovest;Lombardia;BG;M144;6;1
Nord Ovest;Lombardia;BG;M147;78,66;3,55
Nord Ovest;Lombardia;BG;M184;78,37;13
Nord Ovest;Lombardia;BS;A034;2,39;0
Nord Ovest;Lombardia;BS;A060;35,9;3
Nord Ovest;Lombardia;BS;A082;3,75;2
Nord Ovest;Lombardia;BS;A188;5,42;0
Nord Ovest;Lombardia;BS;A288;6;0
Nord Ovest;Lombardia;BS;A293;11;3
Nord Ovest;Lombardia;BS;A451;26,28;1
Nord Ovest;Lombardia;BS;A529;28,67;0
Nord Ovest;Lombardia;BS;A569;82,75;6,5
Nord Ovest;Lombardia;BS;A578;8,17;6,25
Nord Ovest;Lombardia;BS;A630;6;1
Nord Ovest;Lombardia;BS;A661;2;0
Nord Ovest;Lombardia;BS;A702;16;0
Nord Ovest;Lombardia;BS;A729;111,83;6
Nord Ovest;Lombardia;BS;A799;19,2;0
Nord Ovest;Lombardia;BS;A816;2;2
Nord Ovest;Lombardia;BS;A817;11,17;1
Nord Ovest;Lombardia;BS;A861;30,75;3
Nord Ovest;Lombardia;BS;A878;0,83;2
Nord Ovest;Lombardia;BS;B035;32;2
Nord Ovest;Lombardia;BS;B040;65,64;5,5
Nord Ovest;Lombardia;BS;B054;30,52;7
Nord Ovest;Lombardia;BS;B091;62,3;6,71
Nord Ovest;Lombardia;BS;B100;6,5;0
Nord Ovest;Lombardia;BS;B102;40,17;1
Nord Ovest;Lombardia;BS;B120;5,17;0
Nord Ovest;Lombardia;BS;B124;0;2
Nord Ovest;Lombardia;BS;B149;8,67;3,33
Nord Ovest;Lombardia;BS;B157;1600,29;131,17
Nord Ovest;Lombardia;BS;B184;2,1;1
Nord Ovest;Lombardia;BS;B365;8,5;1,99
Nord Ovest;Lombardia;BS;B394;70,2;3
Nord Ovest;Lombardia;BS;B436;12,5;1
Nord Ovest;Lombardia;BS;B450;17,73;1,32
Nord Ovest;Lombardia;BS;B664;4;0
Nord Ovest;Lombardia;BS;B676;1;0
Nord Ovest;Lombardia;BS;B698;25;2
Nord Ovest;Lombardia;BS;B711;64,25;1
Nord Ovest;Lombardia;BS;B817;68,94;3
Nord Ovest;Lombardia;BS;C055;95,5;5
Nord Ovest;Lombardia;BS;C072;21,2;2
Nord Ovest;Lombardia;BS;C208;82,06;2
Nord Ovest;Lombardia;BS;C293;63,08;6,06
Nord Ovest;Lombardia;BS;C330;0,99;0
Nord Ovest;Lombardia;BS;C332;39,5;2
Nord Ovest;Lombardia;BS;C408;28,08;1,67
Nord Ovest;Lombardia;BS;C417;7,5;3,5
Nord Ovest;Lombardia;BS;C439;31,5;0
Nord Ovest;Lombardia;BS;C549;0;2
Nord Ovest;Lombardia;BS;C585;7;5,33
Nord Ovest;Lombardia;BS;C591;13;3,75
Nord Ovest;Lombardia;BS;C618;124,3;5
Nord Ovest;Lombardia;BS;C685;3;1
Nord Ovest;Lombardia;BS;C691;0;1
Nord Ovest;Lombardia;BS;C698;7;0,5
Nord Ovest;Lombardia;BS;C760;2;0,5
Nord Ovest;Lombardia;BS;C806;34;2
Nord Ovest;Lombardia;BS;C850;23,15;5
Nord Ovest;Lombardia;BS;C883;7,33;1,92
Nord Ovest;Lombardia;BS;C893;35,36;6
Nord Ovest;Lombardia;BS;C925;12,67;0
Nord Ovest;Lombardia;BS;C948;140,34;13,25
Nord Ovest;Lombardia;BS;D058;42,5;1
Nord Ovest;Lombardia;BS;D064;76,28;11,25
Nord Ovest;Lombardia;BS;D082;6;0
Nord Ovest;Lombardia;BS;D251;68,32;12
