AREA;Regione;prov;2016_CodCom;NTN_2016_Box;NTN_2016_Depositi_Pert
Nord Ovest;Liguria;IM;B559;15;9,75
Nord Ovest;Liguria;IM;B734;0;5
Nord Ovest;Liguria;IM;B814;0;0
Nord Ovest;Liguria;IM;C110;1;3
Nord Ovest;Liguria;IM;C143;3;5
Nord Ovest;Liguria;IM;C511;0;23
Nord Ovest;Liguria;IM;C559;16,5;3
Nord Ovest;Liguria;IM;C578;0;2
Nord Ovest;Liguria;IM;C657;0;4
Nord Ovest;Liguria;IM;C660;0;2,5
Nord Ovest;Liguria;IM;C718;5;13,11
Nord Ovest;Liguria;IM;C755;7;2
Nord Ovest;Liguria;IM;D087;0;1
Nord Ovest;Liguria;IM;D114;9,37;6,33
Nord Ovest;Liguria;IM;D293;8;4,5
Nord Ovest;Liguria;IM;D296;22,5;15,5
Nord Ovest;Liguria;IM;D297;122,5;38,39
Nord Ovest;Liguria;IM;D298;2;6
Nord Ovest;Liguria;IM;D318;4;11,5
Nord Ovest;Liguria;IM;D319;3;8
Nord Ovest;Liguria;IM;E290;197,04;109,78
Nord Ovest;Liguria;IM;E346;0;12
Nord Ovest;Liguria;IM;E719;0;3
Nord Ovest;Liguria;IM;F123;0;2
Nord Ovest;Liguria;IM;F290;1;4
Nord Ovest;Liguria;IM;F406;1;4,5
Nord Ovest;Liguria;IM;F528;0;0
Nord Ovest;Liguria;IM;G041;0;1
Nord Ovest;Liguria;IM;G164;82,48;11,5
Nord Ovest;Liguria;IM;G454;1;18
Nord Ovest;Liguria;IM;G607;1;5
Nord Ovest;Liguria;IM;G632;2;6
Nord Ovest;Liguria;IM;G660;2,5;7,5
Nord Ovest;Liguria;IM;G814;9,06;5,06
Nord Ovest;Liguria;IM;G840;5;5,5
Nord Ovest;Liguria;IM;G890;3,33;2,5
Nord Ovest;Liguria;IM;H027;0;11,5
Nord Ovest;Liguria;IM;H180;1;3
Nord Ovest;Liguria;IM;H257;0;2
Nord Ovest;Liguria;IM;H328;33;15
Nord Ovest;Liguria;IM;H460;10;5
Nord Ovest;Liguria;IM;H763;58,5;16,33
Nord Ovest;Liguria;IM;H780;2;6
Nord Ovest;Liguria;IM;H957;17,08;9,25
Nord Ovest;Liguria;IM;I138;360,73;147,22
Nord Ovest;Liguria;IM;I365;28;13,33
Nord Ovest;Liguria;IM;I556;1;5
Nord Ovest;Liguria;IM;I796;0;6
Nord Ovest;Liguria;IM;L024;60,88;35,17
Nord Ovest;Liguria;IM;L146;0;1,5
Nord Ovest;Liguria;IM;L430;0;1
Nord Ovest;Liguria;IM;L596;2;7,5
Nord Ovest;Liguria;IM;L599;44,11;13,22
Nord Ovest;Liguria;IM;L693;0;4
Nord Ovest;Liguria;IM;L741;89,87;70,16
Nord Ovest;Liguria;IM;L809;1;3
Nord Ovest;Liguria;IM;L943;0;3
Nord Ovest;Liguria;SP;A261;19,5;8
Nord Ovest;Liguria;SP;A373;24;18,5
Nord Ovest;Liguria;SP;A836;1;7
Nord Ovest;Liguria;SP;A932;13,5;7,03
Nord Ovest;Liguria;SP;A961;18,9;2,83
Nord Ovest;Liguria;SP;A992;3;1
Nord Ovest;Liguria;SP;B214;0;6,17
Nord Ovest;Liguria;SP;B410;0;4
Nord Ovest;Liguria;SP;B838;0;0
Nord Ovest;Liguria;SP;B839;1;2,66
Nord Ovest;Liguria;SP;C240;19,49;4,75
Nord Ovest;Liguria;SP;D265;18,67;9,6
Nord Ovest;Liguria;SP;D655;21,89;14,49
Nord Ovest;Liguria;SP;D758;0,17;4
Nord Ovest;Liguria;SP;E070;2,5;4,5
Nord Ovest;Liguria;SP;E463;290,01;155,49
Nord Ovest;Liguria;SP;E542;79,33;29,65
Nord Ovest;Liguria;SP;E560;13,22;8,3
Nord Ovest;Liguria;SP;E842;1;1
Nord Ovest;Liguria;SP;F609;10,2;5
Nord Ovest;Liguria;SP;G143;15,47;5,5
Nord Ovest;Liguria;SP;G664;4;6
Nord Ovest;Liguria;SP;G925;17,42;1
Nord Ovest;Liguria;SP;H275;15,25;11,19
Nord Ovest;Liguria;SP;H304;35;9,83
Nord Ovest;Liguria;SP;H461;0;5,5
Nord Ovest;Liguria;SP;I363;71,83;10,6
Nord Ovest;Liguria;SP;I449;89,94;34,25
Nord Ovest;Liguria;SP;L681;2;6
Nord Ovest;Liguria;SP;L774;3;5,5
Nord Ovest;Liguria;SP;L819;16,75;9,83
Nord Ovest;Liguria;SP;M177;0;5
Nord Ovest;Liguria;SV;A122;148,11;60,74
Nord Ovest;Liguria;SV;A145;110,06;65,46
Nord Ovest;Liguria;SV;A165;74,25;11,8
Nord Ovest;Liguria;SV;A166;58,64;43,36
Nord Ovest;Liguria;SV;A226;4;2,06
Nord Ovest;Liguria;SV;A278;190,38;52,3
Nord Ovest;Liguria;SV;A422;1;2,5
Nord Ovest;Liguria;SV;A593;0;2
Nord Ovest;Liguria;SV;A647;1,5;2
Nord Ovest;Liguria;SV;A796;32,5;10
Nord Ovest;Liguria;SV;A931;24;7
Nord Ovest;Liguria;SV;A999;127,35;33,5
Nord Ovest;Liguria;SV;B005;31;6,5
Nord Ovest;Liguria;SV;B048;1;0
Nord Ovest;Liguria;SV;B369;68,92;25,96
Nord Ovest;Liguria;SV;B409;4,17;4,17
Nord Ovest;Liguria;SV;B416;8;7
Nord Ovest;Liguria;SV;B748;26,5;10
Nord Ovest;Liguria;SV;B927;1;2
Nord Ovest;Liguria;SV;C063;1;1
Nord Ovest;Liguria;SV;C276;0;0
Nord Ovest;Liguria;SV;C443;43,1;18,5
Nord Ovest;Liguria;SV;C463;10,67;7
Nord Ovest;Liguria;SV;C510;137,52;19
Nord Ovest;Liguria;SV;C729;8;4
Nord Ovest;Liguria;SV;D095;0;1
Nord Ovest;Liguria;SV;D264;4,67;10,5
Nord Ovest;Liguria;SV;D424;0;0
Nord Ovest;Liguria;SV;D522;10,5;6
Nord Ovest;Liguria;SV;D600;163;55,31
Nord Ovest;Liguria;SV;D927;22,5;3
Nord Ovest;Liguria;SV;E064;6;0
Nord Ovest;Liguria;SV;E066;0;1,5
Nord Ovest;Liguria;SV;E414;31,72;8,5
Nord Ovest;Liguria;SV;E632;230,33;70,02
Nord Ovest;Liguria;SV;E816;14;2
Nord Ovest;Liguria;SV;E860;0;5
Nord Ovest;Liguria;SV;F046;0;1
Nord Ovest;Liguria;SV;F213;17;2,5
Nord Ovest;Liguria;SV;F226;7;5
Nord Ovest;Liguria;SV;F813;2;4,5
Nord Ovest;Liguria;SV;F847;0;1
Nord Ovest;Liguria;SV;F926;27,8;8,5
Nord Ovest;Liguria;SV;G076;1,5;0,5
Nord Ovest;Liguria;SV;G144;3;2
Nord Ovest;Liguria;SV;G155;1;0
Nord Ovest;Liguria;SV;G281;0;2,33
Nord Ovest;Liguria;SV;G542;2;2
Nord Ovest;Liguria;SV;G605;277,06;79
Nord Ovest;Liguria;SV;G741;1;0
Nord Ovest;Liguria;SV;G866;4;0,17
Nord Ovest;Liguria;SV;H126;18,83;16,83
Nord Ovest;Liguria;SV;H266;0;0
Nord Ovest;Liguria;SV;H452;1;4
Nord Ovest;Liguria;SV;I453;7,28;2,82
Nord Ovest;Liguria;SV;I480;216,37;100,86
Nord Ovest;Liguria;SV;I926;56,56;12,57
Nord Ovest;Liguria;SV;I946;12;8
Nord Ovest;Liguria;SV;I947;4;1
Nord Ovest;Liguria;SV;L152;8,5;0
Nord Ovest;Liguria;SV;L190;14,5;5,75
Nord Ovest;Liguria;SV;L315;12;9
Nord Ovest;Liguria;SV;L499;3;4
Nord Ovest;Liguria;SV;L528;36,5;16,25
Nord Ovest;Liguria;SV;L675;140,2;57,47
Nord Ovest;Liguria;SV;L730;2;1,67
Nord Ovest;Liguria;SV;L823;10;0
Nord Ovest;Liguria;SV;L975;13,5;5,33
Nord Ovest;Liguria;SV;M197;5;0
Nord Ovest;Lombardia;BG;A057;14,83;1,5
Nord Ovest;Lombardia;BG;A058;2,75;0,25
Nord Ovest;Lombardia;BG;A129;95,23;3,33
Nord Ovest;Lombardia;BG;A163;142,84;8
Nord Ovest;Lombardia;BG;A193;6;1,04
Nord Ovest;Lombardia;BG;A214;43,09;2,53
Nord Ovest;Lombardia;BG;A215;52,89;10,8
Nord Ovest;Lombardia;BG;A216;79,16;1,5
Nord Ovest;Lombardia;BG;A217;34,73;4,89
Nord Ovest;Lombardia;BG;A246;192,02;15,69
Nord Ovest;Lombardia;BG;A259;12,5;0
Nord Ovest;Lombardia;BG;A304;23,16;0
Nord Ovest;Lombardia;BG;A365;45,84;3,64
Nord Ovest;Lombardia;BG;A383;18,5;2,58
Nord Ovest;Lombardia;BG;A440;17,5;0
Nord Ovest;Lombardia;BG;A511;1;3
Nord Ovest;Lombardia;BG;A517;19;1
Nord Ovest;Lombardia;BG;A528;77,84;4
Nord Ovest;Lombardia;BG;A533;0,5;0
Nord Ovest;Lombardia;BG;A557;44,95;2,36
Nord Ovest;Lombardia;BG;A631;2,75;2
Nord Ovest;Lombardia;BG;A664;21,76;1,5
Nord Ovest;Lombardia;BG;A684;11;1
Nord Ovest;Lombardia;BG;A732;0,5;0
Nord Ovest;Lombardia;BG;A786;18,34;0
Nord Ovest;Lombardia;BG;A794;1388,45;174,16
Nord Ovest;Lombardia;BG;A815;7,5;1
Nord Ovest;Lombardia;BG;A846;17;3
Nord Ovest;Lombardia;BG;A903;0;1
Nord Ovest;Lombardia;BG;A937;67,81;5,28
Nord Ovest;Lombardia;BG;A950;70,06;11
Nord Ovest;Lombardia;BG;A962;58,83;2,76
Nord Ovest;Lombardia;BG;A963;173,84;6
Nord Ovest;Lombardia;BG;B010;6,5;0,5
Nord Ovest;Lombardia;BG;B083;1,5;0
Nord Ovest;Lombardia;BG;B088;34,75;5
Nord Ovest;Lombardia;BG;B112;3;0,17
Nord Ovest;Lombardia;BG;B123;13,75;0
Nord Ovest;Lombardia;BG;B137;49,01;7,73
Nord Ovest;Lombardia;BG;B138;69,07;0,2
Nord Ovest;Lombardia;BG;B178;40,85;0
Nord Ovest;Lombardia;BG;B217;1;1
Nord Ovest;Lombardia;BG;B223;47,5;1,5
Nord Ovest;Lombardia;BG;B310;48,33;2
Nord Ovest;Lombardia;BG;B393;55,11;3
Nord Ovest;Lombardia;BG;B395;36,34;2
Nord Ovest;Lombardia;BG;B434;60,77;3
Nord Ovest;Lombardia;BG;B442;48,84;1
Nord Ovest;Lombardia;BG;B471;2;1
Nord Ovest;Lombardia;BG;B618;24,84;4
Nord Ovest;Lombardia;BG;B661;3;2,5
Nord Ovest;Lombardia;BG;B703;69,57;9,7
Nord Ovest;Lombardia;BG;B710;17,84;0,25
Nord Ovest;Lombardia;BG;B731;113,95;4
Nord Ovest;Lombardia;BG;B801;35,05;3
Nord Ovest;Lombardia;BG;B803;23,99;4,33
Nord Ovest;Lombardia;BG;B854;35,03;2
Nord Ovest;Lombardia;BG;B947;19,84;2
Nord Ovest;Lombardia;BG;B971;32,5;3,5
Nord Ovest;Lombardia;BG;B978;13,99;1
Nord Ovest;Lombardia;BG;C007;0;1
Nord Ovest;Lombardia;BG;C079;43,21;2
Nord Ovest;Lombardia;BG;C255;19,15;1
Nord Ovest;Lombardia;BG;C324;86,58;6,67
Nord Ovest;Lombardia;BG;C337;5;2
Nord Ovest;Lombardia;BG;C396;27,17;0
Nord Ovest;Lombardia;BG;C410;12;1
Nord Ovest;Lombardia;BG;C456;23,5;0
Nord Ovest;Lombardia;BG;C457;47,45;2,5
Nord Ovest;Lombardia;BG;C459;32;3,04
Nord Ovest;Lombardia;BG;C506;17,72;1
Nord Ovest;Lombardia;BG;C635;37,5;2,5
Nord Ovest;Lombardia;BG;C649;60,56;4,82
Nord Ovest;Lombardia;BG;C728;53,67;2
Nord Ovest;Lombardia;BG;C730;38,67;3,5
Nord Ovest;Lombardia;BG;C759;19;1
Nord Ovest;Lombardia;BG;C789;5,33;2,5
Nord Ovest;Lombardia;BG;C800;110,94;10,57
Nord Ovest;Lombardia;BG;C835;25,12;2,54
Nord Ovest;Lombardia;BG;C894;68,51;6,49
Nord Ovest;Lombardia;BG;C910;6;0
Nord Ovest;Lombardia;BG;C937;36,73;4
Nord Ovest;Lombardia;BG;D015;2,5;0
Nord Ovest;Lombardia;BG;D016;7;1
Nord Ovest;Lombardia;BG;D066;34;1
Nord Ovest;Lombardia;BG;D103;10;0
Nord Ovest;Lombardia;BG;D110;25,15;0,5
Nord Ovest;Lombardia;BG;D111;13;0
Nord Ovest;Lombardia;BG;D117;54,34;12
Nord Ovest;Lombardia;BG;D126;32,5;1
Nord Ovest;Lombardia;BG;D139;17,5;0,5
Nord Ovest;Lombardia;BG;D221;79,19;4,8
Nord Ovest;Lombardia;BG;D233;1,11;0
Nord Ovest;Lombardia;BG;D245;301,66;20,95
Nord Ovest;Lombardia;BG;D352;3;1
Nord Ovest;Lombardia;BG;D406;21,7;6
Nord Ovest;Lombardia;BG;D411;18,52;0
Nord Ovest;Lombardia;BG;D490;85,04;6
Nord Ovest;Lombardia;BG;D491;7,8;0
Nord Ovest;Lombardia;BG;D588;31,05;2,33
Nord Ovest;Lombardia;BG;D604;10,67;1,17
Nord Ovest;Lombardia;BG;D606;34,44;3
Nord Ovest;Lombardia;BG;D672;41,72;1
Nord Ovest;Lombardia;BG;D684;7;0,5
Nord Ovest;Lombardia;BG;D688;13,67;4
Nord Ovest;Lombardia;BG;D697;14,89;0,67
Nord Ovest;Lombardia;BG;D727;26;0
Nord Ovest;Lombardia;BG;D817;2,17;0
Nord Ovest;Lombardia;BG;D903;19,5;1
Nord Ovest;Lombardia;BG;D905;20,33;1
Nord Ovest;Lombardia;BG;D906;7;1
Nord Ovest;Lombardia;BG;D943;6,4;1,4
Nord Ovest;Lombardia;BG;D952;43,75;5,17
Nord Ovest;Lombardia;BG;E006;54;3
Nord Ovest;Lombardia;BG;E100;47,26;5
Nord Ovest;Lombardia;BG;E103;61;1,5
Nord Ovest;Lombardia;BG;E106;3;0
Nord Ovest;Lombardia;BG;E148;49,5;9
Nord Ovest;Lombardia;BG;E189;13;1
Nord Ovest;Lombardia;BG;E192;11;0
Nord Ovest;Lombardia;BG;E219;47,42;4
Nord Ovest;Lombardia;BG;E353;6,5;0
Nord Ovest;Lombardia;BG;E370;3,45;1
Nord Ovest;Lombardia;BG;E422;41,54;2,33
Nord Ovest;Lombardia;BG;E509;9,17;1,37
Nord Ovest;Lombardia;BG;E524;1;0
Nord Ovest;Lombardia;BG;E562;25,5;0
Nord Ovest;Lombardia;BG;E640;7;0
Nord Ovest;Lombardia;BG;E704;44,08;10,16
Nord Ovest;Lombardia;BG;E751;23,64;5
Nord Ovest;Lombardia;BG;E770;3,66;0
Nord Ovest;Lombardia;BG;E794;41,67;4
Nord Ovest;Lombardia;BG;E901;80,34;11
Nord Ovest;Lombardia;BG;E987;91,75;0,75
Nord Ovest;Lombardia;BG;F085;35,47;3
Nord Ovest;Lombardia;BG;F186;0;0
Nord Ovest;Lombardia;BG;F243;23;1,5
Nord Ovest;Lombardia;BG;F276;7,5;0,07
Nord Ovest;Lombardia;BG;F328;8,5;2,2
Nord Ovest;Lombardia;BG;F547;24;2
Nord Ovest;Lombardia;BG;F720;17,66;0
Nord Ovest;Lombardia;BG;F738;22;1,25
Nord Ovest;Lombardia;BG;F786;28,17;4,01
Nord Ovest;Lombardia;BG;F791;45,75;5
Nord Ovest;Lombardia;BG;F864;86,33;9
Nord Ovest;Lombardia;BG;F941;7;0,25
Nord Ovest;Lombardia;BG;G049;0;0,5
Nord Ovest;Lombardia;BG;G050;21;4,92
Nord Ovest;Lombardia;BG;G054;2;1
Nord Ovest;Lombardia;BG;G068;3;0
Nord Ovest;Lombardia;BG;G075;27,83;3
Nord Ovest;Lombardia;BG;G108;10,83;1
Nord Ovest;Lombardia;BG;G118;0,08;0
Nord Ovest;Lombardia;BG;G159;39,34;3
Nord Ovest;Lombardia;BG;G160;104,39;4,62
Nord Ovest;Lombardia;BG;G233;15;1
Nord Ovest;Lombardia;BG;G249;42,83;2
Nord Ovest;Lombardia;BG;G259;34,17;4
Nord Ovest;Lombardia;BG;G295;25;1
Nord Ovest;Lombardia;BG;G346;21,65;4,07
Nord Ovest;Lombardia;BG;G350;18;1
Nord Ovest;Lombardia;BG;G412;75,16;3
Nord Ovest;Lombardia;BG;G418;4;0
Nord Ovest;Lombardia;BG;G564;5;2
Nord Ovest;Lombardia;BG;G574;12,3;0
Nord Ovest;Lombardia;BG;G579;7;0
Nord Ovest;Lombardia;BG;G583;12,25;0
Nord Ovest;Lombardia;BG;G588;1;0
Nord Ovest;Lombardia;BG;G774;14;0
Nord Ovest;Lombardia;BG;G853;40,38;3
Nord Ovest;Lombardia;BG;G856;152,67;4,17
Nord Ovest;Lombardia;BG;G864;40,02;0
Nord Ovest;Lombardia;BG;G867;23,4;1,5
Nord Ovest;Lombardia;BG;G968;46,28;3
Nord Ovest;Lombardia;BG;H020;12,83;5,33
Nord Ovest;Lombardia;BG;H036;11;0
Nord Ovest;Lombardia;BG;H046;51,13;0
Nord Ovest;Lombardia;BG;H091;27,5;1
Nord Ovest;Lombardia;BG;H176;66,86;3
Nord Ovest;Lombardia;BG;H177;30,67;1
Nord Ovest;Lombardia;BG;H331;34,75;0
Nord Ovest;Lombardia;BG;H492;29,5;2
Nord Ovest;Lombardia;BG;H509;219,59;16,61
Nord Ovest;Lombardia;BG;H535;7,5;2,02
Nord Ovest;Lombardia;BG;H544;7;1
Nord Ovest;Lombardia;BG;H584;17,25;1,75
Nord Ovest;Lombardia;BG;H615;61,32;4,01
Nord Ovest;Lombardia;BG;H910;19,17;6,2
Nord Ovest;Lombardia;BG;I079;21,33;9,98
Nord Ovest;Lombardia;BG;I168;7;4,5
Nord Ovest;Lombardia;BG;I437;103,04;9
Nord Ovest;Lombardia;BG;I506;125,36;9,5
Nord Ovest;Lombardia;BG;I530;11,34;2,96
Nord Ovest;Lombardia;BG;I567;16,33;3
Nord Ovest;Lombardia;BG;I597;50,5;4
Nord Ovest;Lombardia;BG;I628;346,6;13,85
Nord Ovest;Lombardia;BG;I629;22,23;4,14
Nord Ovest;Lombardia;BG;I812;16;1
Nord Ovest;Lombardia;BG;I813;21;4
Nord Ovest;Lombardia;BG;I830;19,02;1
Nord Ovest;Lombardia;BG;I858;53,29;8,17
Nord Ovest;Lombardia;BG;I869;53,12;2
Nord Ovest;Lombardia;BG;I873;23,39;2,5
Nord Ovest;Lombardia;BG;I916;7,5;0
Nord Ovest;Lombardia;BG;I919;53;1,25
Nord Ovest;Lombardia;BG;I951;225,92;17,01
Nord Ovest;Lombardia;BG;I986;4;1
Nord Ovest;Lombardia;BG;I997;38,8;3
Nord Ovest;Lombardia;BG;L037;7;3
Nord Ovest;Lombardia;BG;L073;18,4;4,5
Nord Ovest;Lombardia;BG;L087;30,17;1
Nord Ovest;Lombardia;BG;L118;100,78;5
Nord Ovest;Lombardia;BG;L251;112,32;12,02
Nord Ovest;Lombardia;BG;L265;19,34;0
Nord Ovest;Lombardia;BG;L276;4,5;0
Nord Ovest;Lombardia;BG;L388;74,94;3
Nord Ovest;Lombardia;BG;L400;336,83;25,8
Nord Ovest;Lombardia;BG;L404;112,74;21,58
Nord Ovest;Lombardia;BG;L502;87,66;9,29
Nord Ovest;Lombardia;BG;L544;26,69;2,95
Nord Ovest;Lombardia;BG;L545;60,2;5
Nord Ovest;Lombardia;BG;L579;7;0
Nord Ovest;Lombardia;BG;L623;3,5;0
Nord Ovest;Lombardia;BG;L642;3,78;1
Nord Ovest;Lombardia;BG;L655;5,5;5
Nord Ovest;Lombardia;BG;L707;0;0
Nord Ovest;Lombardia;BG;L752;41,5;5,5
Nord Ovest;Lombardia;BG;L753;69,08;3,11
Nord Ovest;Lombardia;BG;L795;30,52;0
Nord Ovest;Lombardia;BG;L827;1;1
Nord Ovest;Lombardia;BG;L865;8;0
Nord Ovest;Lombardia;BG;L894;4;0
Nord Ovest;Lombardia;BG;L929;41,63;1
Nord Ovest;Lombardia;BG;L936;83,92;0,36
Nord Ovest;Lombardia;BG;L938;7,84;0
Nord Ovest;Lombardia;BG;M045;54,58;6,16
Nord Ovest;Lombardia;BG;M050;9;0
Nord Ovest;Lombardia;BG;M144;14,51;1
Nord Ovest;Lombardia;BG;M147;131,08;14,78
Nord Ovest;Lombardia;BG;M184;42,65;9,9
Nord Ovest;Lombardia;BG;M333;31;1,78
Nord Ovest;Lombardia;BG;M334;13;3,61
Nord Ovest;Lombardia;BS;A034;2,5;0
Nord Ovest;Lombardia;BS;A060;38,45;2,89
Nord Ovest;Lombardia;BS;A082;8,5;4
Nord Ovest;Lombardia;BS;A188;5,16;0
Nord Ovest;Lombardia;BS;A288;4,6;1
Nord Ovest;Lombardia;BS;A293;14,61;1
Nord Ovest;Lombardia;BS;A451;28,06;2,89
Nord Ovest;Lombardia;BS;A529;35,4;0
Nord Ovest;Lombardia;BS;A569;68,49;8
Nord Ovest;Lombardia;BS;A578;7;5,69
Nord Ovest;Lombardia;BS;A630;13,5;0,5
Nord Ovest;Lombardia;BS;A661;1;0
Nord Ovest;Lombardia;BS;A702;15;0
Nord Ovest;Lombardia;BS;A729;99,11;4,17
Nord Ovest;Lombardia;BS;A799;18;1
Nord Ovest;Lombardia;BS;A816;7;2
Nord Ovest;Lombardia;BS;A817;15,38;3,33
Nord Ovest;Lombardia;BS;A861;10;4,5
Nord Ovest;Lombardia;BS;A878;0;1
Nord Ovest;Lombardia;BS;B035;17,25;3,33
Nord Ovest;Lombardia;BS;B040;53,75;2
Nord Ovest;Lombardia;BS;B054;21,67;0,67
Nord Ovest;Lombardia;BS;B091;73,27;6,82
Nord Ovest;Lombardia;BS;B100;8,5;1
Nord Ovest;Lombardia;BS;B102;68,92;0,25
Nord Ovest;Lombardia;BS;B120;20,12;2
Nord Ovest;Lombardia;BS;B124;4;0
Nord Ovest;Lombardia;BS;B149;19;7,5
Nord Ovest;Lombardia;BS;B157;1970,94;151,62
Nord Ovest;Lombardia;BS;B184;2;1
Nord Ovest;Lombardia;BS;B365;13;2
Nord Ovest;Lombardia;BS;B394;60,14;0,14
Nord Ovest;Lombardia;BS;B436;20,5;0
Nord Ovest;Lombardia;BS;B450;34,71;4,13
Nord Ovest;Lombardia;BS;B664;5,26;2
Nord Ovest;Lombardia;BS;B676;0;1
Nord Ovest;Lombardia;BS;B698;28;5
Nord Ovest;Lombardia;BS;B711;64,08;0
Nord Ovest;Lombardia;BS;B817;72,34;8,5
Nord Ovest;Lombardia;BS;C055;72,28;8
Nord Ovest;Lombardia;BS;C072;47,17;0
Nord Ovest;Lombardia;BS;C208;121,1;2
Nord Ovest;Lombardia;BS;C293;77,97;6,43
Nord Ovest;Lombardia;BS;C330;1;3
Nord Ovest;Lombardia;BS;C332;39,59;0
Nord Ovest;Lombardia;BS;C408;50;5,22
Nord Ovest;Lombardia;BS;C417;4;3,67
Nord Ovest;Lombardia;BS;C439;25,08;5
Nord Ovest;Lombardia;BS;C549;0;2,5
Nord Ovest;Lombardia;BS;C585;3,14;0
Nord Ovest;Lombardia;BS;C591;5;2
Nord Ovest;Lombardia;BS;C618;138,5;7,37
Nord Ovest;Lombardia;BS;C685;5,5;0
Nord Ovest;Lombardia;BS;C691;3;2
Nord Ovest;Lombardia;BS;C698;1,2;2
Nord Ovest;Lombardia;BS;C760;5;0
Nord Ovest;Lombardia;BS;C806;52,42;2
Nord Ovest;Lombardia;BS;C850;55,5;4
Nord Ovest;Lombardia;BS;C883;6,4;3,13
Nord Ovest;Lombardia;BS;C893;61,42;2
Nord Ovest;Lombardia;BS;C925;38,17;1,67
Nord Ovest;Lombardia;BS;C948;126,17;8
Nord Ovest;Lombardia;BS;D058;60,65;6
Nord Ovest;Lombardia;BS;D064;58,5;9,14
Nord Ovest;Lombardia;BS;D082;3,5;2
Nord Ovest;Lombardia;BS;D251;119,13;15,42
