AREA;Regione;prov;2016_CodCom;NTN_2016_Uffici;NTN_2016_Negozi_Lab;NTN_2016_Depositi_Comm;NTN_2016_TCO_B04;NTN_2016_TCO_D02;NTN_2016_TCO_D05;NTN_2016_TCO_D08;NTN_2016_PRO;NTN_2016_AGR
Nord Ovest;Liguria;GE;D969;137,7;340,01;251,72;1;3,5;4;28;60;0
Nord Ovest;Liguria;GE;E109;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;E341;0;0,13;3,56;0;0;0;0;1;0
Nord Ovest;Liguria;GE;E488;2;9,5;11,5;0;2;0;0;0;0
Nord Ovest;Liguria;GE;E519;0;2;3,22;0;0;0;0;1;0
Nord Ovest;Liguria;GE;E695;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;E737;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F020;0;0;1,67;0;0;0;1;2,33;0
Nord Ovest;Liguria;GE;F098;0;0;4,25;0;0;0;0;1;0
Nord Ovest;Liguria;GE;F173;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F202;0;0;6,17;0;0;0;1;0;0
Nord Ovest;Liguria;GE;F256;0;0;4,33;0;0;0;0;1;0
Nord Ovest;Liguria;GE;F354;0;3;6,5;0;4;0;0;0;0
Nord Ovest;Liguria;GE;F445;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F682;0;1;2,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F858;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F862;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G093;0;0;0,5;0;0;0;2;0;0
Nord Ovest;Liguria;GE;G646;0;1;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G913;0;0,8;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H073;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H183;2;13;12,5;0;1;0;2;3;0
Nord Ovest;Liguria;GE;H212;0;5;10,72;0;0;0;1;0;0
Nord Ovest;Liguria;GE;H258;0;2;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H536;0;2;4;0;0;0;0,75;0;0
Nord Ovest;Liguria;GE;H546;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H581;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H599;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;H802;0;1;3;0;0;0;0;1;0
Nord Ovest;Liguria;GE;I225;1;3,42;11,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I346;0;0;3;0;0;0;0;3;0
Nord Ovest;Liguria;GE;I368;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I475;0;2;4;0;1;0;0;1;0
Nord Ovest;Liguria;GE;I640;0;0;12;0;0;0;0;5;0
Nord Ovest;Liguria;GE;I693;4;2;10;0;0;0;1;2;0
Nord Ovest;Liguria;GE;I852;0;5;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L167;0;0;2,08;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L298;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L416;0;0;0;0;0;0;0;4;0
Nord Ovest;Liguria;GE;L507;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;GE;L546;0;0;2,75;0;0;0;0;0;0
Nord Ovest;Liguria;GE;M105;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;M182;0;0;3,25;0;0;0;0,01;0;0
Nord Ovest;Liguria;IM;A111;0;1;1,25;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A338;0;1;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A344;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A418;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A499;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A536;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A581;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;A984;2;3;11,41;0;1;0;0;0;0
Nord Ovest;Liguria;IM;A993;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;B020;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;B559;0;2;5;0;0;0;0;1,13;0
Nord Ovest;Liguria;IM;B734;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;B814;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C110;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C143;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C511;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C559;1;0;1;0;2;0;0;0,04;0
Nord Ovest;Liguria;IM;C578;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C657;0;0;2;0;0;0;0;3;0
Nord Ovest;Liguria;IM;C660;0;0,5;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C718;0;1;4,22;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C755;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D087;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D114;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D293;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D296;0;0;5,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D297;1;3;8;0;2;0;0;0;0
Nord Ovest;Liguria;IM;D298;0;0;9;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D318;0;1;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;D319;0;0;1;0;0;0;1;0;0
Nord Ovest;Liguria;IM;E290;2;12;46,32;0;0;0;0;1;0
Nord Ovest;Liguria;IM;E346;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;E719;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F123;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F290;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F406;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;F528;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G041;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G164;1;9,5;6;0;1;0;0;0;0
Nord Ovest;Liguria;IM;G454;0;1;0,75;0;1;0;0;0;0
Nord Ovest;Liguria;IM;G607;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G632;0;3;7,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G660;0;1;4;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G814;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G840;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G890;0;0;3;0;0;0;0;1;2
Nord Ovest;Liguria;IM;H027;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H180;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H257;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H328;1;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H460;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H763;0;2;7;0;0;0;1;0;0
Nord Ovest;Liguria;IM;H780;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;H957;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I138;6;26,56;51,74;0;2,5;2;2;3;0
Nord Ovest;Liguria;IM;I365;0;0;2,06;0;3;0;0;0;0
Nord Ovest;Liguria;IM;I556;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I796;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L024;0;10;12,62;1;0;0;2;9;0
Nord Ovest;Liguria;IM;L146;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L430;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L596;0;0;5,33;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L599;0;1;6,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L693;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L741;2;11,13;41,86;0;0;0;1,03;3,5;0
Nord Ovest;Liguria;IM;L809;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;IM;L943;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A261;1;6;6,42;0;1;0;1;0;0
Nord Ovest;Liguria;SP;A373;0;1;5;0;0;0;0;1;0
Nord Ovest;Liguria;SP;A836;0;2;2,43;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A932;0;2;2;0;0;0;0;1;0
Nord Ovest;Liguria;SP;A961;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Liguria;SP;A992;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B214;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B410;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B838;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;B839;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;C240;0;0;6,43;0;0;0;0;1;0
Nord Ovest;Liguria;SP;D265;0;1;4;0;0;0;0;0;0
Nord Ovest;Liguria;SP;D655;0;0;3;0;0;0;0;4;0
Nord Ovest;Liguria;SP;D758;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;E070;0;1;4,82;0;0;0;0;0;0
Nord Ovest;Liguria;SP;E463;24,03;59,3;57,69;1;2;3;2;14,08;0
Nord Ovest;Liguria;SP;E542;0;1;7,66;0;1;0;0;0;0
Nord Ovest;Liguria;SP;E560;0;3,5;2,15;0;0;0;0;2;0
Nord Ovest;Liguria;SP;E842;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SP;F609;0;2;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;G143;0;0,5;7,5;0;0;0;0;3;0
Nord Ovest;Liguria;SP;G664;0;0;1;0;4;0;0;3;0
Nord Ovest;Liguria;SP;G925;0;0,17;0,34;0;0;0;0;0;0
Nord Ovest;Liguria;SP;H275;0;1;5;0;0;0;0;1;0
Nord Ovest;Liguria;SP;H304;0;2;2;0;0,11;0;0;0;0
Nord Ovest;Liguria;SP;H461;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;I363;0;3,08;11,25;0;0;0;0;3,06;0
Nord Ovest;Liguria;SP;I449;17;11,5;13,31;0;0,17;0,25;0,94;4;0
Nord Ovest;Liguria;SP;L681;0;3,5;6;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L774;0;1;1;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L819;0;0;7,54;0;0;0;1;3;0
Nord Ovest;Liguria;SP;M177;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A122;1;9,67;5,39;0;4;0;2;1;0
Nord Ovest;Liguria;SV;A145;4;10;20,17;0;0;0;6;3;0
Nord Ovest;Liguria;SV;A165;1;4;4,08;0;0;0;1;0,24;0
Nord Ovest;Liguria;SV;A166;0;3,99;13,89;0;0,5;0;1;0;0
Nord Ovest;Liguria;SV;A226;0;1;4;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A278;0;3;14;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A422;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A593;0;0;0;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A647;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A796;1;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A931;0;0;8,5;0;0;0;0;4,21;0
Nord Ovest;Liguria;SV;A999;1;2;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B005;0;2;2;0;0;0;0;0,03;0
Nord Ovest;Liguria;SV;B048;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B369;3;7,2;9,2;0;0;0;3;7;0
Nord Ovest;Liguria;SV;B409;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B416;0;1;7;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B748;0;9;4;0;1;0;0;0;0
Nord Ovest;Liguria;SV;B927;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C063;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C276;0;0;0,11;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;0;4;10;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C463;0;0;4;0;0;0;1;0;0
Nord Ovest;Liguria;SV;C510;0;0;6,43;0;0;0;0,02;0;0
Nord Ovest;Liguria;SV;C729;0;0;3;0;0;0;0,5;0;0
Nord Ovest;Liguria;SV;D095;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D264;0;1;5,75;0;0;0;0;1;0
Nord Ovest;Liguria;SV;D424;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D522;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D600;1;4;17,61;0;4,02;0;0;2,06;0
Nord Ovest;Liguria;SV;D927;0;0;5,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E064;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E066;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E414;0;2,67;5;0;4,21;0;0;0;0
Nord Ovest;Liguria;SV;E632;2;11;15;0;3,5;0;0;0;0
Nord Ovest;Liguria;SV;E816;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E860;0;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F046;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F213;0;1;4;0;0;0;1;0;0
Nord Ovest;Liguria;SV;F226;0;2;6,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F813;0;1;6;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F847;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F926;0;2;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G076;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G144;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G281;0;1;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G542;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G605;1;6;6,44;0;2;0;1;0;0
Nord Ovest;Liguria;SV;G741;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G866;0;1;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H126;0;1;7;0;0;0;1;2;0
Nord Ovest;Liguria;SV;H266;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H452;0;2;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I453;0;0,5;1,44;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I480;7;28,76;27,02;0;3;0;6,25;1,2;0
Nord Ovest;Liguria;SV;I926;0;1;2,94;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I946;0;0;4,3;0;0;0;0;1;0
Nord Ovest;Liguria;SV;I947;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L152;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L190;0;0;1,26;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L315;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L499;0;0;1,2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L528;0;5;6,58;0;0;0;1;1;0
Nord Ovest;Liguria;SV;L675;0;5;8,82;0;4,86;0;0,18;0;0
Nord Ovest;Liguria;SV;L730;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L823;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L975;0;1;11,5;0;0;0;1;0;0
Nord Ovest;Liguria;SV;M197;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A057;3;0;2,33;0;0;0;0;4,2;0
Nord Ovest;Lombardia;BG;A058;0;0,5;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A129;2;5;3,28;0;0;0;0;10,52;0
Nord Ovest;Lombardia;BG;A163;9,5;12;23,23;0;0;0;0;7,04;1
Nord Ovest;Lombardia;BG;A193;0;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A214;1,5;5;7,82;0;0;0;0;2,06;0
Nord Ovest;Lombardia;BG;A215;2;4;4,91;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A216;2;4,92;0,25;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;A217;1;0;3,17;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A246;5;7;11,83;0;0;0;1;4,69;0
Nord Ovest;Lombardia;BG;A259;0;0;1;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;A304;1;1;1;0;0;0;0;8;1
Nord Ovest;Lombardia;BG;A365;0;2;2,8;0;0;0;0;1,08;0
Nord Ovest;Lombardia;BG;A383;0;0;5,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A440;0;1;1;0;0;1;0;0;0
Nord Ovest;Lombardia;BG;A511;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A517;0;0;3,4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A528;0;2;9,01;0;0;0;1;5;0
Nord Ovest;Lombardia;BG;A533;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A557;0;0;3,78;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A631;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A664;1;0;1;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A684;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A732;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A786;0;0;1,17;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A794;75,69;81,22;82,87;1;0;0;18,69;17,36;0
Nord Ovest;Lombardia;BG;A815;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A846;0;0;0,25;0;0;0;0;0,06;0
Nord Ovest;Lombardia;BG;A903;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A937;0;1;5,28;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;A950;0;0;2;0;0;0;0;5,14;0
Nord Ovest;Lombardia;BG;A962;0;1;10,58;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A963;3;1;12,02;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B010;1;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B083;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B088;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B112;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B123;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B137;0;0;2;0;0;0;1;4;0
Nord Ovest;Lombardia;BG;B138;0;2;5,5;0;0;0;0;6;0
Nord Ovest;Lombardia;BG;B178;1;2;4,2;0;0;0;1;1,05;0
Nord Ovest;Lombardia;BG;B217;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B223;0;3;3,5;0;0;0;0;0,01;0
Nord Ovest;Lombardia;BG;B310;1;1;2;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B393;1;1;4,5;0;0;0;1;5;0
Nord Ovest;Lombardia;BG;B395;0;1;8,41;0;0;0;0;1;4
Nord Ovest;Lombardia;BG;B434;2;3,17;5;0;0;0;1,08;0,21;0
Nord Ovest;Lombardia;BG;B442;0;4;4,39;0;0;0;0;5;0,39
Nord Ovest;Lombardia;BG;B471;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B618;2;3,25;2,17;0;0;1;0;5;0
Nord Ovest;Lombardia;BG;B661;0;0,5;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B703;0;2;8;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B710;0;3;3;0;0;0;0;1,02;0
Nord Ovest;Lombardia;BG;B731;0,51;7,7;15;0;0;0;3;12;1
Nord Ovest;Lombardia;BG;B801;0;0;3,25;0;0;0;0;3,08;0
Nord Ovest;Lombardia;BG;B803;1;1;1;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;B854;0;10;5,84;0;0;0;0;2,68;0
Nord Ovest;Lombardia;BG;B947;3;2;5;0;0;0;1;12,25;1
Nord Ovest;Lombardia;BG;B971;0;1;0,67;0;0;1;0;2;0
Nord Ovest;Lombardia;BG;B978;2;0;2;0;0;0;2;6;0
Nord Ovest;Lombardia;BG;C007;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C079;0;3;5,92;0;0;0;0;9;0
Nord Ovest;Lombardia;BG;C255;0;0,02;0;0;0;1;0;3;0
Nord Ovest;Lombardia;BG;C324;0;3;5,75;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C337;0;1;0,03;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C396;0;1;0,19;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C410;0;0;0;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;C456;0;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C457;0;1;6,33;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;C459;1;2;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C506;0;0;2,99;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C635;0;0;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C649;0;7;3;0;0;0;0;12;0
Nord Ovest;Lombardia;BG;C728;1;0;0,9;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;C730;2;5;3,05;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;C759;0;0;1,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C789;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C800;4;12;8,16;0;0;0;0;2,1;1
Nord Ovest;Lombardia;BG;C835;0;1;3,9;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C894;0;2,79;8,79;0;0;0;1;2,16;0
Nord Ovest;Lombardia;BG;C910;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C937;0;1;1,17;0;0;0;1;3;0
Nord Ovest;Lombardia;BG;D015;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D016;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D066;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D103;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D110;1;0;0;0;0;0;0;7;0
Nord Ovest;Lombardia;BG;D111;0;0;4;0;0;0;0;0,02;0
Nord Ovest;Lombardia;BG;D117;2;4,5;9,34;0;0;0;0;4,06;0
Nord Ovest;Lombardia;BG;D126;0;1;3;0;0;0;0;2;1
Nord Ovest;Lombardia;BG;D139;0;0;2,5;0;0;0;0;2,06;0
Nord Ovest;Lombardia;BG;D221;4;9,99;9;0;0;0;4;5,71;0
Nord Ovest;Lombardia;BG;D233;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D245;3;7;17,13;0;0;0;0;2,37;0
Nord Ovest;Lombardia;BG;D352;0;2;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D406;0;1;11,33;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;D411;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D490;1;0;3;0;0;1;0;9,19;0
Nord Ovest;Lombardia;BG;D491;0;0;1;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;D588;0;0;1,33;0;0;0;1;3,06;0
Nord Ovest;Lombardia;BG;D604;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D606;1;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D672;0;1;3,5;0;0;0;0;3;1
Nord Ovest;Lombardia;BG;D684;0;0;0;0;0;0;0;0,06;0
Nord Ovest;Lombardia;BG;D688;0;0;0,05;0;0;0;0;0,25;0
Nord Ovest;Lombardia;BG;D697;0;1,22;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D727;0;0;0;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;D817;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D903;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D905;0,33;1;8,5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;D906;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D943;0;2;2,92;0;0;0;0;0;0,76
Nord Ovest;Lombardia;BG;D952;3;4;6,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E006;0;0;7;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;E100;0;7;6;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;E103;4;0;7;0;0;0;0;4,06;0
Nord Ovest;Lombardia;BG;E106;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E148;2;1;1,83;0;0;0;1;13,1;0
