AREA;REGIONE;PROVINCIA;2020_CodCom;NTN_2020_Depositi_Pert;NTN_2020_Box
Nord Est;Veneto;PD;A161;5,83;382,95
Nord Est;Emilia-Romagna;RE;A162;1,43;69,58
Nord Ovest;Lombardia;BG;A163;24,5;140,36
Nord Ovest;Lombardia;CO;A164;5;27,5
Nord Ovest;Liguria;SV;A165;11,33;39,5
Nord Ovest;Liguria;SV;A166;21;48,07
Nord Ovest;Lombardia;VA;A167;3;37,58
Nord Ovest;Lombardia;PV;A171;0;5
Nord Ovest;Lombardia;SO;A172;15,59;9
Nord Ovest;Piemonte;AT;A173;0;4
Nord Ovest;Lombardia;PV;A175;3;29,5
Isole;Sicilia;TP;A176;23,45;78,77
Isole;Sicilia;ME;A177;3;0
Isole;Sardegna;OR;A180;0;4
Isole;Sicilia;AG;A181;6,33;0
Nord Ovest;Piemonte;AL;A182;128,14;629,84
Sud;Calabria;CS;A183;2;1
Sud;Puglia;LE;A184;7;9
Sud;Puglia;LE;A185;7,67;32
Sud;Campania;SA;A186;1;1
Sud;Abruzzo;AQ;A187;9,05;7,15
Nord Ovest;Lombardia;BS;A188;4;5
Nord Ovest;Piemonte;AL;A189;3;6
Nord Est;Emilia-Romagna;RA;A191;5;50,33
Isole;Sardegna;SS;A192;90,2;318,78
Nord Ovest;Lombardia;BG;A193;0,34;5,84
Isole;Sicilia;ME;A194;2;0
Isole;Sicilia;PA;A195;3,5;1
Sud;Basilicata;MT;A196;3,86;1
Nord Ovest;Piemonte;AL;A197;1;0
Nord Ovest;Piemonte;VC;A198;3;13,82
Sud;Campania;CE;A200;3;2
Isole;Sicilia;ME;A201;3;6
Isole;Sicilia;PA;A202;4;3
Isole;Sicilia;PA;A203;0;0
Isole;Sardegna;OR;A204;0;1
Nord Ovest;Valle d'Aosta;AO;A205;1;0
Nord Est;Veneto;BL;A206;7,83;23,63
Centro;Umbria;TR;A207;3;6
Sud;Puglia;LE;A208;3;6,75
Centro;Lazio;RM;A210;5;4
Nord Ovest;Lombardia;BG;A214;16,57;41,5
Nord Ovest;Lombardia;BG;A215;3,5;36,33
Nord Ovest;Lombardia;BG;A216;8;110,66
Nord Ovest;Lombardia;BG;A217;8;47,97
Nord Ovest;Piemonte;TO;A218;5;50,85
Nord Est;Veneto;VI;A220;0;11,05
Nord Ovest;Piemonte;TO;A221;0;2
Nord Ovest;Piemonte;TO;A222;33;181,72
Nord Est;Emilia-Romagna;PC;A223;2,5;35,07
Nord Ovest;Lombardia;CO;A224;1;19
Sud;Puglia;BA;A225;78,02;330,35
Nord Ovest;Liguria;SV;A226;3,04;14
Nord Ovest;Piemonte;AL;A227;0;2
Sud;Campania;AV;A228;5;1
Isole;Sicilia;PA;A229;2;8,5
Sud;Campania;SA;A230;8,5;12
Nord Est;Veneto;VI;A231;16;232,17
Centro;Marche;AP;A233;4,5;32,67
Sud;Calabria;CS;A234;0;0
Sud;Abruzzo;CH;A235;3;11
Nord Est;Veneto;VI;A236;0;7
Nord Est;Veneto;TV;A237;7;30
Nord Ovest;Piemonte;CN;A238;1;0
Isole;Sicilia;PA;A239;3;14
Sud;Calabria;CS;A240;2;1
Centro;Toscana;LU;A241;21;134,83
Centro;Umbria;TR;A242;5;5
Sud;Campania;CE;A243;2;1
Centro;Lazio;FR;A244;3;0
Nord Ovest;Piemonte;AL;A245;0;1
Nord Ovest;Lombardia;BG;A246;15;128,05
Nord Ovest;Lombardia;CO;A249;8,2;31,5
Sud;Campania;SA;A251;5,9;1
Centro;Marche;AP;A252;5,67;6,17
Sud;Calabria;CS;A253;12;30,67
Nord Est;Friuli- Venezia Giulia;UD;A254;1;5,6
Sud;Calabria;CZ;A255;1;0
Centro;Lazio;FR;A256;2;0
Sud;Calabria;CZ;A257;0;1
Centro;Lazio;RI;A258;5,2;5,49
Nord Ovest;Lombardia;BG;A259;2;18,5
Nord Ovest;Liguria;SP;A261;13,04;29
Centro;Umbria;TR;A262;18,67;57
Sud;Calabria;CS;A263;2;3
Nord Ovest;Piemonte;NO;A264;1;5
Sud;Campania;BN;A265;1;0
Nord Est;Friuli- Venezia Giulia;UD;A267;1;3
Sud;Campania;NA;A268;8;6
Centro;Lazio;FR;A269;18;43
Sud;Abruzzo;TE;A270;2;1
Centro;Marche;AN;A271;117,02;384,3
Sud;Calabria;CZ;A272;2;0
Nord Ovest;Lombardia;SO;A273;1;4
Nord Ovest;Piemonte;TO;A275;1;11,66
Nord Ovest;Liguria;SV;A278;69,52;158,66
Nord Ovest;Piemonte;BI;A280;5,5;19,17
Sud;Puglia;LE;A281;0;3,5
Nord Ovest;Piemonte;TO;A282;2;2
Nord Est;Friuli- Venezia Giulia;PN;A283;1;2
Sud;Campania;AV;A284;0;0
Sud;Puglia;BA;A285;141,46;403,64
Isole;Sardegna;SS;A287;0;0
Nord Ovest;Lombardia;BS;A288;4,5;4
Nord Ovest;Lombardia;VA;A290;5,02;39
Centro;Toscana;AR;A291;4;18
Nord Est;Veneto;VR;A292;1;36
Nord Ovest;Lombardia;BS;A293;5;19,83
Sud;Campania;SA;A294;26,27;81,48
Nord Ovest;Piemonte;TO;A295;5;9
Nord Est;Veneto;PD;A296;0;22,6
Centro;Lazio;RM;A297;7,38;46,5
Nord Ovest;Lombardia;CR;A299;0;4,67
Nord Ovest;Piemonte;AT;A300;1;12,67
Nord Ovest;Lombardia;LC;A301;2,13;11,83
Nord Est;Veneto;VE;A302;2;19
Sud;Calabria;RC;A303;0;0
Nord Ovest;Lombardia;BG;A304;3;46
Nord Ovest;Valle d'Aosta;AO;A305;8,25;8
Nord Ovest;Valle d'Aosta;AO;A308;2,33;4
Centro;Lazio;RM;A309;2;0
Centro;Lazio;FR;A310;8;19
Nord Ovest;Piemonte;AT;A312;0;1,22
Isole;Sicilia;ME;A313;1;0
Sud;Calabria;RC;A314;0,8;1
Centro;Lazio;RI;A315;2;3,5
Nord Ovest;Piemonte;VB;A317;6,5;2
Sud;Abruzzo;AQ;A318;0;0
Nord Ovest;Lombardia;CO;A319;1;10
Sud;Puglia;FG;A320;1;1
Sud;Basilicata;PZ;A321;6;2
Centro;Lazio;RM;A323;67,6;310,08
Nord Est;Emilia-Romagna;BO;A324;18;135
Nord Ovest;Piemonte;VB;A325;2;0
Nord Ovest;Valle d'Aosta;AO;A326;77,77;248,82
Centro;Marche;PS;A327;3;4,5
Sud;Campania;BN;A328;5;3
Centro;Marche;MC;A329;4;3
Sud;Campania;BN;A330;0;0
Nord Ovest;Lombardia;CO;A333;17,09;81,06
Centro;Marche;MC;A334;4;9,25
Centro;Marche;AP;A335;0;2,17
Nord Ovest;Lombardia;SO;A337;27,63;80,08
Nord Ovest;Liguria;IM;A338;9;2
Sud;Puglia;FG;A339;4,25;32,2
Sud;Calabria;CS;A340;0;0
Centro;Lazio;LT;A341;90,91;339,42
Sud;Campania;SA;A343;2,25;2
Nord Ovest;Liguria;IM;A344;0,67;0
Sud;Abruzzo;AQ;A345;221,26;370,22
Sud;Campania;AV;A347;0,75;4,66
Centro;Lazio;FR;A348;1;2
Sud;Puglia;LE;A350;4;6,5
Isole;Sicilia;AG;A351;11;3,5
Nord Ovest;Piemonte;AT;A352;0;0
Nord Est;Friuli- Venezia Giulia;PN;A354;2;2
Isole;Sardegna;NU;A355;12;52,36
Isole;Sardegna;OR;A357;0;2
Nord Ovest;Piemonte;VC;A358;1;1
Isole;Sardegna;CA;A359;6;14
Nord Est;Veneto;TV;A360;4,25;43
Centro;Lazio;FR;A363;1;3
Nord Ovest;Lombardia;BG;A365;5,64;34,09
Centro;Marche;AN;A366;7;14,72
Sud;Abruzzo;CH;A367;0;0
Isole;Sardegna;OR;A368;1;0
Centro;Toscana;GR;A369;15,21;17,5
Centro;Lazio;RM;A370;1;5
Nord Ovest;Lombardia;VA;A371;15;69
Nord Ovest;Liguria;SP;A373;24;32,5
Nord Est;Veneto;VR;A374;2,11;54,5
Nord Ovest;Lombardia;MI;A375;18;73,5
Nord Ovest;Lombardia;MI;A376;74,37;234,28
Nord Est;Veneto;VI;A377;2,5;47,66
Isole;Sardegna;SS;A379;0;0
Isole;Sardegna;OR;A380;0;0
Nord Ovest;Lombardia;SO;A382;2;7
Nord Ovest;Lombardia;BG;A383;3,73;27,13
Sud;Calabria;RC;A385;3;5
Sud;Calabria;VV;A386;3,14;0
Nord Ovest;Lombardia;PV;A387;2;2
Nord Ovest;Liguria;GE;A388;43,54;139,01
Nord Ovest;Lombardia;MI;A389;61,4;271,58
Centro;Toscana;AR;A390;138,86;530,97
Nord Ovest;Lombardia;CO;A391;13;18
Nord Est;Emilia-Romagna;BO;A392;15;101,75
Nord Est;Emilia-Romagna;FE;A393;18,02;127,2
Nord Ovest;Piemonte;CN;A394;1,5;8,5
Nord Ovest;Piemonte;CN;A396;0;3
Sud;Calabria;CZ;A397;0;0
Sud;Abruzzo;CH;A398;0;0
Sud;Campania;AV;A399;9,99;28,53
Nord Est;Veneto;RO;A400;1;9,17
Centro;Lazio;RM;A401;27;65,75
Sud;Abruzzo;CH;A402;2;0
Sud;Campania;CE;A403;4;9,17
Nord Ovest;Piemonte;TO;A405;0;2
Isole;Sardegna;NU;A407;0;0
Nord Ovest;Piemonte;VB;A409;0;13,5
Centro;Lazio;VT;A412;2;0
Nord Ovest;Lombardia;MI;A413;11,48;129,83
Nord Ovest;Piemonte;NO;A414;3;8
Sud;Basilicata;PZ;A415;4;1
Nord Ovest;Liguria;IM;A418;3;0
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;1;0
Nord Ovest;Liguria;SV;A422;5;2,33
Nord Ovest;Valle d'Aosta;AO;A424;6;0
Sud;Puglia;LE;A425;3;2
Nord Ovest;Piemonte;VB;A427;0;2
Nord Ovest;Piemonte;NO;A429;52,33;239,01
Nord Ovest;Lombardia;CO;A430;12;30,25
Sud;Campania;BN;A431;2;3
Sud;Campania;BN;A432;3,5;0,75
Centro;Lazio;FR;A433;4;5,5
Nord Est;Veneto;PD;A434;0,96;16,46
Nord Est;Veneto;RO;A435;1;18,5
Nord Ovest;Piemonte;AL;A436;12,5;54,5
Centro;Marche;AP;A437;2;1
Nord Est;Veneto;PD;A438;1;10,63
Centro;Umbria;TR;A439;2,5;5,33
Nord Ovest;Lombardia;BG;A440;1;26
Nord Ovest;Lombardia;VA;A441;5,22;55,05
Nord Est;Veneto;BL;A443;10;12
Nord Est;Veneto;VI;A444;3;22
Sud;Abruzzo;TE;A445;0;0
Centro;Lazio;RM;A446;0;4,5
Nord Est;Friuli- Venezia Giulia;UD;A447;4,5;11
Nord Est;Friuli- Venezia Giulia;UD;A448;2,5;17,6
Centro;Lazio;RM;A449;7,33;31
Nord Ovest;Lombardia;BS;A451;11,5;70
Nord Ovest;Valle d'Aosta;AO;A452;0;0
Isole;Sardegna;SS;A453;21,76;94,6
Isole;Sardegna;NU;A454;0;0,5
Sud;Campania;NA;A455;9,72;15,5
Nord Est;Veneto;PD;A458;3;23
Nord Est;Veneto;VI;A459;13,2;220,97
Sud;Campania;SA;A460;7;30,5
Centro;Toscana;SI;A461;4;32
Centro;Marche;AP;A462;66,53;169,25
Sud;Puglia;FG;A463;5;11
Centro;Lazio;RI;A464;1;4
Nord Est;Veneto;VI;A465;15,33;95,12
Nord Ovest;Piemonte;VC;A466;5;7,5
Nord Est;Veneto;VI;A467;0;4,5
Centro;Toscana;SI;A468;11;49,97
Nord Ovest;Lombardia;MN;A470;4;61,58
Nord Est;Veneto;TV;A471;9;56,68
Centro;Lazio;RI;A472;3;6
Nord Ovest;Lombardia;MI;A473;19,17;126,51
Isole;Sardegna;CA;A474;19,5;104,63
Centro;Umbria;PG;A475;44,86;148,76
Nord Ovest;Lombardia;CO;A476;3;30,33
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;0,33;15,75
Nord Ovest;Piemonte;AT;A479;114,81;504,51
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo;AQ;A481;25;5
Sud;Basilicata;PZ;A482;7;4
Sud;Campania;SA;A484;2;2
Sud;Abruzzo;CH;A485;3,22;21,22
Centro;Lazio;FR;A486;7,23;13
Sud;Campania;SA;A487;0;0
Sud;Abruzzo;TE;A488;17;19
Sud;Campania;AV;A489;11,56;21
Centro;Umbria;TR;A490;3;2
Nord Est;Friuli- Venezia Giulia;UD;A491;2;6
Isole;Sardegna;NU;A492;1;1
Isole;Sicilia;SR;A494;11;108,69
Sud;Campania;SA;A495;3;1,5
Centro;Toscana;MS;A496;12,41;35,33
Nord Ovest;Piemonte;VB;A497;2;1
Nord Ovest;Liguria;IM;A499;1;0
Nord Est;Veneto;BL;A501;17,33;43,41
Centro;Lazio;FR;A502;2;1
Isole;Sardegna;NU;A503;0;0
Nord Ovest;Liguria;GE;A506;6;13
Sud;Campania;AV;A508;9;4
Sud;Campania;AV;A509;33,65;193,5
Nord Ovest;Lombardia;BG;A511;0,33;0
Sud;Campania;CE;A512;35;148,13
Sud;Puglia;TA;A514;1;5
Sud;Abruzzo;AQ;A515;36;139,91
Nord Est;Friuli- Venezia Giulia;PN;A516;21,78;85,67
Nord Ovest;Lombardia;BG;A517;0;30,34
Nord Ovest;Piemonte;TO;A518;17;110,44
Sud;Basilicata;PZ;A519;12,45;11,75
Nord Ovest;Valle d'Aosta;AO;A521;0;0
Isole;Sicilia;SR;A522;12,55;47,68
Nord Ovest;Piemonte;AL;A523;0;0
Nord Ovest;Piemonte;TO;A525;1;4
Nord Ovest;Lombardia;CR;A526;0;2
Nord Ovest;Piemonte;AT;A527;1;2
Nord Ovest;Lombardia;BG;A528;6,8;76,39
Nord Ovest;Lombardia;BS;A529;1;39,5
Nord Est;Friuli- Venezia Giulia;PN;A530;22;124,25
Nord Ovest;Lombardia;VA;A531;3,5;28,5
Nord Ovest;Lombardia;VA;A532;2;4,83
Nord Ovest;Lombardia;BG;A533;1;2
Nord Ovest;Piemonte;VB;A534;1;7
Sud;Campania;NA;A535;15;20
Nord Ovest;Liguria;IM;A536;10;1
Nord Ovest;Lombardia;PV;A538;0;2
Nord Est;Veneto;RO;A539;2;56,37
Nord Est;Veneto;VR;A540;2,78;7
Centro;Toscana;AR;A541;1,67;0
Sud;Calabria;CZ;A542;7;2,17
Sud;Calabria;RC;A544;3;0
Isole;Sicilia;PA;A546;21,55;75
Nord Est;Emilia-Romagna;RA;A547;16;85,36
Nord Ovest;Lombardia;PV;A550;2,16;1
Nord Est;Emilia-Romagna;RA;A551;0;19,34
Sud;Calabria;RC;A552;4;1,2
Nord Est;Friuli- Venezia Giulia;UD;A553;10;21,5
Nord Ovest;Piemonte;CN;A555;1;3
Nord Ovest;Lombardia;BG;A557;8,25;53,25
Centro;Toscana;LU;A560;10;11
Centro;Toscana;PT;A561;19,33;126,59
Centro;Toscana;PI;A562;46,42;176,83
Centro;Toscana;FI;A564;33,06;157,17
Nord Est;Emilia-Romagna;FO;A565;6,07;18,67
Sud;Campania;AV;A566;6,5;9
Sud;Molise;IS;A567;0;4
Nord Est;Veneto;PD;A568;1;17
Nord Ovest;Lombardia;BS;A569;13;92,03
Nord Ovest;Lombardia;CR;A570;3,84;52,17
Nord Ovest;Piemonte;CN;A571;31,51;71,55
Sud;Puglia;LE;A572;1;0
Nord Est;Emilia-Romagna;RE;A573;2;88,23
Nord Est;Veneto;RO;A574;0;4
Nord Ovest;Lombardia;MN;A575;3,5;66,5
Centro;Toscana;MS;A576;9;2
Centro;Lazio;VT;A577;5,5;10
Nord Ovest;Lombardia;BS;A578;2,95;13
Sud;Campania;CE;A579;4;3
Sud;Campania;AV;A580;2;6,11
Nord Ovest;Liguria;IM;A581;7;1
Nord Ovest;Piemonte;TO;A584;0;1,66
Nord Est;Emilia-Romagna;RE;A586;5;13,5
Nord Ovest;Piemonte;TO;A587;7;22
Nord Ovest;Piemonte;AT;A588;0;1
Nord Ovest;Piemonte;CN;A589;1;2
Nord Ovest;Piemonte;TO;A590;0;2
Nord Ovest;Piemonte;TO;A591;2,25;38,5
Isole;Sicilia;PA;A592;0,33;2,89
Nord Ovest;Liguria;SV;A593;1;1
Nord Ovest;Lombardia;LC;A594;2,34;36,23
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;0;3
Nord Ovest;Piemonte;VC;A600;0,8;0
Nord Ovest;Piemonte;VC;A601;0;1
Sud;Abruzzo;AQ;A603;1;8
Sud;Basilicata;PZ;A604;5;2
Nord Ovest;Piemonte;AL;A605;2,5;4
Isole;Sardegna;SS;A606;1;1
Nord Ovest;Piemonte;TO;A607;2,63;21
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;2;1
Sud;Basilicata;PZ;A612;0,5;1
Nord Est;Veneto;PD;A613;2;9,5
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;2;1
Sud;Molise;CB;A616;0;4,9
Sud;Campania;NA;A617;6;1,25
Nord Ovest;Lombardia;MI;A618;12,63;63,17
Nord Ovest;Lombardia;VA;A619;6,5;16
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;1;7
Centro;Marche;AN;A626;1;2
Centro;Lazio;VT;A628;3;2
Nord Ovest;Piemonte;CN;A629;3;4
Nord Ovest;Lombardia;BS;A630;2;9,5
Nord Ovest;Lombardia;BG;A631;0;8,25
Centro;Toscana;FI;A632;11,03;61,26
Nord Ovest;Lombardia;PV;A634;1;4,67
Nord Est;Veneto;PD;A637;0;1
Isole;Sicilia;ME;A638;13,53;27,07
Nord Est;Friuli- Venezia Giulia;PN;A640;2;0
Nord Ovest;Valle d'Aosta;AO;A643;0;0
Nord Ovest;Lombardia;VA;A645;0,5;13,5
Nord Est;Emilia-Romagna;PR;A646;7,36;15,89
Nord Ovest;Liguria;SV;A647;3;3,5
Nord Est;Veneto;VR;A650;6,58;94,9
Nord Ovest;Piemonte;TO;A651;28,17;151
Nord Ovest;Lombardia;MI;A652;34,84;178,67
Nord Ovest;Piemonte;NO;A653;0;2
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo;AQ;A656;0;0
Centro;Toscana;LU;A657;6,5;20,67
Nord Ovest;Liguria;GE;A658;9;4,5
Nord Ovest;Piemonte;CN;A660;14;30,94
Nord Ovest;Lombardia;BS;A661;1;4
Sud;Puglia;BA;A662;347,31;1495,79
Isole;Sardegna;NU;A663;1;0
Nord Ovest;Lombardia;BG;A664;2;23
Nord Est;Emilia-Romagna;BO;A665;4,5;56,97
Sud;Basilicata;PZ;A666;3;7
Sud;Abruzzo;AQ;A667;5;4
Nord Ovest;Lombardia;MI;A668;18;72,47
Sud;Puglia;BA;A669;81,45;390,45
Nord Ovest;Lombardia;CO;A670;0;1
Nord Ovest;Piemonte;CN;A671;2;4
Nord Ovest;Piemonte;TO;A673;0;1
Sud;Campania;SA;A674;15,25;64,6
Isole;Sicilia;EN;A676;8;12,67
Isole;Sardegna;CA;A677;0;0
Sud;Abruzzo;AQ;A678;1;5
Isole;Sardegna;CA;A681;0;0
Nord Ovest;Lombardia;LC;A683;5,04;20,2
Nord Ovest;Lombardia;BG;A684;1,66;25,25
Nord Ovest;Lombardia;LC;A686;6;36,49
Nord Ovest;Lombardia;LC;A687;10,11;31,91
Nord Ovest;Piemonte;AL;A689;4;11
Nord Ovest;Lombardia;PV;A690;1;5
Centro;Umbria;TR;A691;5;12
Sud;Abruzzo;TE;A692;0;3,68
Sud;Campania;BN;A696;1;0
Nord Ovest;Lombardia;MI;A697;7;30,5
Isole;Sicilia;ME;A698;1;0
Nord Ovest;Lombardia;MI;A699;16;121
Nord Est;Friuli- Venezia Giulia;UD;A700;4;26,5
Centro;Lazio;VT;A701;8,02;6
Nord Ovest;Lombardia;BS;A702;0;18,5
Nord Est;Veneto;VI;A703;36,37;422,58
Centro;Lazio;VT;A704;4;8,5
Nord Ovest;Lombardia;VA;A705;0;2
Centro;Lazio;VT;A706;4;1,67
Centro;Lazio;LT;A707;1,75;0,75
Nord Ovest;Piemonte;AL;A708;4;16
Nord Ovest;Piemonte;CN;A709;3;6
Centro;Umbria;PG;A710;19,66;136,65
Nord Ovest;Lombardia;PV;A712;1;10
Nord Est;Emilia-Romagna;MO;A713;7;48,33
Nord Est;Veneto;PD;A714;0;17
Nord Ovest;Piemonte;CN;A716;0;0
Sud;Campania;SA;A717;29,8;179,26
Nord Ovest;Lombardia;PV;A718;0;3
Isole;Sicilia;PA;A719;1;1
Centro;Lazio;FR;A720;2;5
Isole;Sardegna;OR;A721;0;0
Isole;Sardegna;NU;A722;1;3
Nord Ovest;Piemonte;VB;A725;5,05;56,55
Nord Ovest;Lombardia;VA;A728;0;5
Nord Ovest;Lombardia;BS;A729;5,95;110,82
Nord Est;Emilia-Romagna;PR;A731;4,18;18,25
Nord Ovest;Lombardia;BG;A732;2,66;3
Nord Ovest;Piemonte;VB;A733;6;6,17
Nord Ovest;Piemonte;TO;A734;18,17;152,98
Nord Ovest;Piemonte;CN;A735;5;24,5
Sud;Calabria;CZ;A736;1;2
Nord Est;Veneto;VR;A737;5;25,5
Nord Ovest;Piemonte;AL;A738;0;3
Centro;Marche;MC;A739;2;5,5
Centro;Marche;PS;A740;0;2
Nord Ovest;Lombardia;PV;A741;7;45
Nord Ovest;Piemonte;VB;A742;2;3
Sud;Basilicata;PZ;A743;9,75;3
Nord Ovest;Lombardia;LC;A745;10,71;48,38
Sud;Abruzzo;TE;A746;9,33;20,33
Nord Est;Emilia-Romagna;RN;A747;25,07;153,15
Centro;Lazio;RM;A749;4,5;3
Nord Ovest;Piemonte;CN;A750;1;0
Nord Ovest;Lombardia;MI;A751;5,84;51,34
Nord Ovest;Piemonte;NO;A752;3,06;75
Sud;Campania;CE;A755;1,87;20,38
Sud;Campania;SA;A756;2;0
Nord Est;Veneto;BL;A757;59,08;239,03
Nord Ovest;Lombardia;MI;A759;8,83;75,25
Centro;Marche;AP;A760;0;0,75
Sud;Molise;IS;A761;0;0,5
Sud;Calabria;CS;A762;4;2
Centro;Lazio;FR;A763;0,5;0,5
Isole;Sicilia;PA;A764;0;0
Centro;Lazio;RI;A765;2;0
Isole;Sicilia;CT;A766;21,83;68,88
Sud;Calabria;CS;A768;2;0
