AREA;Regione;prov;2019_CodCom;NTN_2019_Box;NTN_2019_Depositi_Pert
Isole;Sardegna;OR;A097;0;0
Isole;Sicilia;EN;A098;5,84;2
Sud;Abruzzo;AQ;A100;0,5;1
Sud;Campania;AV;A101;9,25;3,75
Sud;Calabria;CS;A102;2;0
Sud;Calabria;CS;A105;0;0
Sud;Campania;CE;A106;0;0
Nord Ovest;Piemonte;BI;A107;3;1
Nord Ovest;Valle d'Aosta;AO;A108;10;8
Nord Ovest;Piemonte;TO;A109;37;5
Sud;Campania;BN;A110;10;2,73
Nord Ovest;Liguria;IM;A111;3;1
Nord Ovest;Lombardia;LC;A112;15,61;3,34
Nord Ovest;Piemonte;CN;A113;1;0
Isole;Sardegna;SS;A115;1;0
Nord Ovest;Piemonte;TO;A117;6;0,5
Nord Ovest;Lombardia;PV;A118;2;0
Nord Ovest;Piemonte;VC;A119;32,33;3,73
Sud;Abruzzo;PE;A120;4,17;0
Nord Est;Veneto;BL;A121;7,07;3
Nord Ovest;Liguria;SV;A122;163,82;59,4
Centro;Lazio;FR;A123;14;6,5
Nord Ovest;Piemonte;CN;A124;371,54;56
Sud;Abruzzo;TE;A125;152,98;58,34
Isole;Sardegna;OR;A126;0;0
Nord Ovest;Lombardia;MI;A127;53,08;16,25
Sud;Campania;SA;A128;2;3
Nord Ovest;Lombardia;BG;A129;131,14;22
Nord Ovest;Piemonte;VC;A130;0;0
Sud;Basilicata;PZ;A131;0,78;4,78
Centro;Lazio;RM;A132;194,17;54,97
Nord Ovest;Lombardia;PV;A134;3;0
Nord Ovest;Lombardia;SO;A135;0;1
Nord Est;Veneto;VR;A137;42,37;7
Nord Est;Emilia-Romagna;PR;A138;8,5;5
Nord Ovest;Piemonte;CN;A139;0;0
Nord Ovest;Lombardia;CO;A143;60;9,5
Nord Ovest;Liguria;SV;A145;136,74;66,86
Nord Ovest;Piemonte;AL;A146;3;1
Sud;Puglia;BA;A149;32,42;19,99
Sud;Puglia;FG;A150;1;1,17
Nord Ovest;Lombardia;CO;A153;30;2,12
Nord Est;Veneto;VI;A154;9;1
Sud;Calabria;CZ;A155;0;3,83
Nord Ovest;Piemonte;TO;A157;0;1
Nord Ovest;Lombardia;MI;A159;99,17;8,5
Sud;Calabria;CS;A160;0;1
Nord Est;Veneto;PD;A161;331,94;5,66
Nord Est;Emilia-Romagna;RE;A162;55,67;5
Nord Ovest;Lombardia;BG;A163;195,62;22,34
Nord Ovest;Lombardia;CO;A164;22,67;2,33
Nord Ovest;Liguria;SV;A165;61,49;24,53
Nord Ovest;Liguria;SV;A166;59,79;23,75
Nord Ovest;Lombardia;VA;A167;36,5;5
Nord Ovest;Lombardia;PV;A171;2;0
Nord Ovest;Lombardia;SO;A172;12;9,16
Nord Ovest;Piemonte;AT;A173;2;1
Nord Ovest;Lombardia;PV;A175;45,9;2,5
Isole;Sicilia;TP;A176;104,53;32,37
Isole;Sicilia;ME;A177;1;5
Isole;Sardegna;OR;A180;0;0
Isole;Sicilia;AG;A181;1;8,66
Nord Ovest;Piemonte;AL;A182;616,98;77,65
Sud;Calabria;CS;A183;0;0
Sud;Puglia;LE;A184;6;8
Sud;Puglia;LE;A185;21,5;6
Sud;Campania;SA;A186;0;0
Sud;Abruzzo;AQ;A187;5,15;6,05
Nord Ovest;Lombardia;BS;A188;5,78;1
Nord Ovest;Piemonte;AL;A189;9;0,67
Nord Est;Emilia-Romagna;RA;A191;57,65;2,28
Isole;Sardegna;SS;A192;359,63;99,58
Nord Ovest;Lombardia;BG;A193;3;1
Isole;Sicilia;ME;A194;0;1
Isole;Sicilia;PA;A195;0;11
Sud;Basilicata;MT;A196;2;0
Nord Ovest;Piemonte;AL;A197;3;0,67
Nord Ovest;Piemonte;VC;A198;14,5;1
Sud;Campania;CE;A200;7;3
Isole;Sicilia;ME;A201;8;5,83
Isole;Sicilia;PA;A202;5,88;3,5
Isole;Sicilia;PA;A203;2;2
Isole;Sardegna;OR;A204;0;0
Nord Ovest;Valle d'Aosta;AO;A205;1;0,33
Nord Est;Veneto;BL;A206;19,5;3,6
Centro;Umbria;TR;A207;4;1
Sud;Puglia;LE;A208;7,33;2
Centro;Lazio;RM;A210;2;9,5
Nord Ovest;Lombardia;BG;A214;61,17;7,24
Nord Ovest;Lombardia;BG;A215;25,31;5,9
Nord Ovest;Lombardia;BG;A216;71,02;7
Nord Ovest;Lombardia;BG;A217;47,75;5
Nord Ovest;Piemonte;TO;A218;45,7;2,5
Nord Est;Veneto;VI;A220;7;0
Nord Ovest;Piemonte;TO;A221;2,5;1
Nord Ovest;Piemonte;TO;A222;176,12;25,5
Nord Est;Emilia-Romagna;PC;A223;32,68;5
Nord Ovest;Lombardia;CO;A224;16,5;5
Sud;Puglia;BA;A225;307,47;87,14
Nord Ovest;Liguria;SV;A226;15,28;6,34
Nord Ovest;Piemonte;AL;A227;1;0
Sud;Campania;AV;A228;5,17;8
Isole;Sicilia;PA;A229;7,75;5
Sud;Campania;SA;A230;4,17;6,33
Nord Est;Veneto;VI;A231;160,27;3,06
Centro;Marche;AP;A233;38,5;9
Sud;Calabria;CS;A234;0;0
Sud;Abruzzo;CH;A235;14,25;3
Nord Est;Veneto;VI;A236;5;0,33
Nord Est;Veneto;TV;A237;40,75;2
Nord Ovest;Piemonte;CN;A238;0;2
Isole;Sicilia;PA;A239;8,5;6
Sud;Calabria;CS;A240;0;3
Centro;Toscana;LU;A241;140,34;15,5
Centro;Umbria;TR;A242;3,17;1,67
Sud;Campania;CE;A243;4,5;2
Centro;Lazio;FR;A244;0;1
Nord Ovest;Piemonte;AL;A245;0;1
Nord Ovest;Lombardia;BG;A246;155,89;22
Nord Ovest;Lombardia;CO;A249;34,88;5,38
Sud;Campania;SA;A251;0;7
Centro;Marche;AP;A252;11,54;3,37
Sud;Calabria;CS;A253;37,25;9,13
Nord Est;Friuli- Venezia Giulia;UD;A254;5;0
Sud;Calabria;CZ;A255;0;0
Centro;Lazio;FR;A256;4;0
Sud;Calabria;CZ;A257;1;3
Centro;Lazio;RI;A258;5;4
Nord Ovest;Lombardia;BG;A259;22,25;3,25
Nord Ovest;Liguria;SP;A261;24,6;15,04
Centro;Umbria;TR;A262;44,22;13,69
Sud;Calabria;CS;A263;1;2
Nord Ovest;Piemonte;NO;A264;3;1
Sud;Campania;BN;A265;2;3
Nord Est;Friuli- Venezia Giulia;UD;A267;0;0
Sud;Campania;NA;A268;4,5;4
Centro;Lazio;FR;A269;53;22,17
Sud;Abruzzo;TE;A270;7,5;1
Centro;Marche;AN;A271;402,11;65,05
Sud;Calabria;CZ;A272;0;0
Nord Ovest;Lombardia;SO;A273;1;2
Nord Ovest;Piemonte;TO;A275;16,5;2
Nord Ovest;Liguria;SV;A278;157,2;64,75
Nord Ovest;Piemonte;BI;A280;17,91;6,25
Sud;Puglia;LE;A281;3,5;1
Nord Ovest;Piemonte;TO;A282;1;1
Nord Est;Friuli- Venezia Giulia;PN;A283;1;2
Sud;Campania;AV;A284;2;2
Sud;Puglia;BA;A285;387,7;143,7
Isole;Sardegna;SS;A287;1;1
Nord Ovest;Lombardia;BS;A288;3;0
Nord Ovest;Lombardia;VA;A290;45,63;8,09
Centro;Toscana;AR;A291;19,8;15,96
Nord Est;Veneto;VR;A292;37,5;2
Nord Ovest;Lombardia;BS;A293;11,34;4,17
Sud;Campania;SA;A294;131,09;35,94
Nord Ovest;Piemonte;TO;A295;6;6
Nord Est;Veneto;PD;A296;20,34;2
Centro;Lazio;RM;A297;58,47;6
Nord Ovest;Lombardia;CR;A299;7;1
Nord Ovest;Piemonte;AT;A300;4;3
Nord Ovest;Lombardia;LC;A301;15;3,08
Nord Est;Veneto;VE;A302;20;2
Sud;Calabria;RC;A303;0;0
Nord Ovest;Lombardia;BG;A304;32,5;1
Nord Ovest;Valle d'Aosta;AO;A305;10,83;14
Nord Ovest;Valle d'Aosta;AO;A308;2;0,5
Centro;Lazio;RM;A309;0;0
Centro;Lazio;FR;A310;22;13,53
Nord Ovest;Piemonte;AT;A312;0;0
Isole;Sicilia;ME;A313;0;3
Sud;Calabria;RC;A314;0;0
Centro;Lazio;RI;A315;7;4
Nord Ovest;Piemonte;VB;A317;0,83;1
Sud;Abruzzo;AQ;A318;1,22;4
Nord Ovest;Lombardia;CO;A319;16,1;2,1
Sud;Puglia;FG;A320;4;0
Sud;Basilicata;PZ;A321;5;4,5
Centro;Lazio;RM;A323;325,31;63,97
Nord Est;Emilia-Romagna;BO;A324;144,42;4,25
Nord Ovest;Piemonte;VB;A325;2;1
Nord Ovest;Valle d'Aosta;AO;A326;237,15;77,65
Centro;Marche;PS;A327;6,86;2,5
Sud;Campania;BN;A328;4;2
Centro;Marche;MC;A329;7;3
Sud;Campania;BN;A330;0;4,89
Nord Ovest;Lombardia;CO;A333;70,5;6,83
Centro;Marche;MC;A334;24;2
Centro;Marche;AP;A335;3;0
Nord Ovest;Lombardia;SO;A337;64,34;20,13
Nord Ovest;Liguria;IM;A338;1;6
Sud;Puglia;FG;A339;38,28;2
Sud;Calabria;CS;A340;2;1
Centro;Lazio;LT;A341;414,82;90,33
Sud;Campania;SA;A343;1;3
Nord Ovest;Liguria;IM;A344;0;0
Sud;Abruzzo;AQ;A345;414,24;148,21
Sud;Campania;AV;A347;5;2
Centro;Lazio;FR;A348;5;0
Sud;Puglia;LE;A350;8;1
Isole;Sicilia;AG;A351;6,5;8,5
Nord Ovest;Piemonte;AT;A352;0;0
Nord Est;Friuli- Venezia Giulia;PN;A354;8;1
Isole;Sardegna;NU;A355;79,5;11,5
Isole;Sardegna;OR;A357;3;1
Nord Ovest;Piemonte;VC;A358;7,67;2
Isole;Sardegna;CA;A359;13,5;3,4
Nord Est;Veneto;TV;A360;36,09;5,75
Centro;Lazio;FR;A363;2;0
Nord Ovest;Lombardia;BG;A365;54,67;6
Centro;Marche;AN;A366;11,5;7,15
Sud;Abruzzo;CH;A367;2;0,5
Isole;Sardegna;OR;A368;1;1
Centro;Toscana;GR;A369;9,58;20,5
Centro;Lazio;RM;A370;6;4
Nord Ovest;Lombardia;VA;A371;81;11,08
Nord Ovest;Liguria;SP;A373;24,83;29
Nord Est;Veneto;VR;A374;48,02;7,54
Nord Ovest;Lombardia;MI;A375;53,46;8
Nord Ovest;Lombardia;MI;A376;238,69;59,34
Nord Est;Veneto;VI;A377;51,94;6
Isole;Sardegna;SS;A379;1;0
Isole;Sardegna;OR;A380;0;0
Nord Ovest;Lombardia;SO;A382;10;5,5
Nord Ovest;Lombardia;BG;A383;27,07;2,58
Sud;Calabria;RC;A385;16;1
Sud;Calabria;VV;A386;0;0
Nord Ovest;Lombardia;PV;A387;3,67;1
Nord Ovest;Liguria;GE;A388;139,7;35,09
Nord Ovest;Lombardia;MI;A389;260,94;46,17
Centro;Toscana;AR;A390;642,04;109,44
Nord Ovest;Lombardia;CO;A391;24,5;9
Nord Est;Emilia-Romagna;BO;A392;103,92;3
Nord Est;Emilia-Romagna;FE;A393;122,67;10,75
Nord Ovest;Piemonte;CN;A394;9;0
Nord Ovest;Piemonte;CN;A396;0;1
Sud;Calabria;CZ;A397;0;1,34
Sud;Abruzzo;CH;A398;4,33;1
Sud;Campania;AV;A399;24,73;22,5
Nord Est;Veneto;RO;A400;11,5;3
Centro;Lazio;RM;A401;67,72;22
Sud;Abruzzo;CH;A402;3;2
Sud;Campania;CE;A403;8;1
Nord Ovest;Piemonte;TO;A405;6;0
Isole;Sardegna;NU;A407;1;1
Nord Ovest;Piemonte;VB;A409;16,9;2
Centro;Lazio;VT;A412;2;6
Nord Ovest;Lombardia;MI;A413;144,5;9
Nord Ovest;Piemonte;NO;A414;4,22;2
Sud;Basilicata;PZ;A415;1;2,5
Nord Ovest;Liguria;IM;A418;0;1
Isole;Sardegna;CA;A419;0;0
Centro;Lazio;FR;A421;1;0
Nord Ovest;Liguria;SV;A422;2;0
Nord Ovest;Valle d'Aosta;AO;A424;1;9
Sud;Puglia;LE;A425;9,27;0,5
Nord Ovest;Piemonte;VB;A427;0;1
Nord Ovest;Piemonte;NO;A429;207,18;30,38
Nord Ovest;Lombardia;CO;A430;62;4
Sud;Campania;BN;A431;1;1
Sud;Campania;BN;A432;1;3,83
Centro;Lazio;FR;A433;2;6
Nord Est;Veneto;PD;A434;14;6
Nord Est;Veneto;RO;A435;18,33;1
Nord Ovest;Piemonte;AL;A436;68;13
Centro;Marche;AP;A437;0;2,32
Nord Est;Veneto;PD;A438;16,17;1
Centro;Umbria;TR;A439;9;3,5
Nord Ovest;Lombardia;BG;A440;23;1
Nord Ovest;Lombardia;VA;A441;35,99;2
Nord Est;Veneto;BL;A443;8,42;8
Nord Est;Veneto;VI;A444;13,94;6,11
Sud;Abruzzo;TE;A445;1;0
Centro;Lazio;RM;A446;2;1
Nord Est;Friuli- Venezia Giulia;UD;A447;11,5;3,66
Nord Est;Friuli- Venezia Giulia;UD;A448;17;2,83
Centro;Lazio;RM;A449;27;9,5
Nord Ovest;Lombardia;BS;A451;33,5;3
Nord Ovest;Valle d'Aosta;AO;A452;1;4
Isole;Sardegna;SS;A453;99,92;21,25
Isole;Sardegna;NU;A454;0;0
Sud;Campania;NA;A455;20,84;7,99
Nord Est;Veneto;PD;A458;33;0
Nord Est;Veneto;VI;A459;213,07;13
Sud;Campania;SA;A460;22;9
Centro;Toscana;SI;A461;43,72;16,9
Centro;Marche;AP;A462;206,72;57,61
Sud;Puglia;FG;A463;15,34;6,75
Centro;Lazio;RI;A464;0;0
Nord Est;Veneto;VI;A465;116,23;23,19
Nord Ovest;Piemonte;VC;A466;6,5;2
Nord Est;Veneto;VI;A467;4;0
Centro;Toscana;SI;A468;49,63;9,5
Nord Ovest;Lombardia;MN;A470;71,69;0
Nord Est;Veneto;TV;A471;67,85;10,5
Centro;Lazio;RI;A472;10;3
Nord Ovest;Lombardia;MI;A473;186,39;39
Isole;Sardegna;CA;A474;93,58;17
Centro;Umbria;PG;A475;155,3;35,08
Nord Ovest;Lombardia;CO;A476;26;2
Isole;Sardegna;OR;A477;0;0
Isole;Sicilia;EN;A478;5,34;2
Nord Ovest;Piemonte;AT;A479;544,2;76,75
Isole;Sardegna;OR;A480;0;0
Sud;Abruzzo;AQ;A481;3;2
Sud;Basilicata;PZ;A482;11;3
Sud;Campania;SA;A484;3;3
Sud;Abruzzo;CH;A485;27,5;5
Centro;Lazio;FR;A486;5;3
Sud;Campania;SA;A487;0;1
Sud;Abruzzo;TE;A488;22;6,5
Sud;Campania;AV;A489;42;8,11
Centro;Umbria;TR;A490;5;3
Nord Est;Friuli- Venezia Giulia;UD;A491;10;3,3
Isole;Sardegna;NU;A492;0;0,5
Isole;Sicilia;SR;A494;100,31;4,5
Sud;Campania;SA;A495;0,5;1,5
Centro;Toscana;MS;A496;45,01;29,78
Nord Ovest;Piemonte;VB;A497;0;2
Nord Ovest;Liguria;IM;A499;0;2
Nord Est;Veneto;BL;A501;22,68;10,01
Centro;Lazio;FR;A502;7;2
Isole;Sardegna;NU;A503;0;0
Nord Ovest;Liguria;GE;A506;13;2
Sud;Campania;AV;A508;6,67;3,5
Sud;Campania;AV;A509;219,47;41,69
Nord Ovest;Lombardia;BG;A511;1;0
Sud;Campania;CE;A512;189,82;26,87
Sud;Puglia;TA;A514;7,89;1
Sud;Abruzzo;AQ;A515;187,54;31,04
Nord Est;Friuli- Venezia Giulia;PN;A516;104,89;30,5
Nord Ovest;Lombardia;BG;A517;31,25;0
Nord Ovest;Piemonte;TO;A518;121;17,3
Sud;Basilicata;PZ;A519;18,5;9
Nord Ovest;Valle d'Aosta;AO;A521;1;1
Isole;Sicilia;SR;A522;55,36;14,67
Nord Ovest;Piemonte;AL;A523;0;0
Nord Ovest;Piemonte;TO;A525;7;2
Nord Ovest;Lombardia;CR;A526;8;0
Nord Ovest;Piemonte;AT;A527;1,5;0
Nord Ovest;Lombardia;BG;A528;67,05;6
Nord Ovest;Lombardia;BS;A529;43,5;2
Nord Est;Friuli- Venezia Giulia;PN;A530;131,67;16,5
Nord Ovest;Lombardia;VA;A531;37;6
Nord Ovest;Lombardia;VA;A532;0;0
Nord Ovest;Lombardia;BG;A533;0;0
Nord Ovest;Piemonte;VB;A534;2;1,25
Sud;Campania;NA;A535;28;20,53
Nord Ovest;Liguria;IM;A536;0;8,75
Nord Ovest;Lombardia;PV;A538;1;0
Nord Est;Veneto;RO;A539;60,42;1
Nord Est;Veneto;VR;A540;18,83;4,49
Centro;Toscana;AR;A541;2;0
Sud;Calabria;CZ;A542;3;2,5
Sud;Calabria;RC;A544;0;0
Isole;Sicilia;PA;A546;40,82;26,23
Nord Est;Emilia-Romagna;RA;A547;100,68;10
Nord Ovest;Lombardia;PV;A550;0;1
Nord Est;Emilia-Romagna;RA;A551;12,5;1
Sud;Calabria;RC;A552;4,5;3
Nord Est;Friuli- Venezia Giulia;UD;A553;21,5;10
Nord Ovest;Piemonte;CN;A555;3;2
Nord Ovest;Lombardia;BG;A557;99;5
Centro;Toscana;LU;A560;14;13,5
Centro;Toscana;PT;A561;176,65;8,67
Centro;Toscana;PI;A562;167,48;54,34
Centro;Toscana;FI;A564;150,84;34,72
Nord Est;Emilia-Romagna;FO;A565;29,67;6
Sud;Campania;AV;A566;8,67;2,5
Sud;Molise;IS;A567;2,75;0
Nord Est;Veneto;PD;A568;25,77;4,38
Nord Ovest;Lombardia;BS;A569;90,88;8,56
Nord Ovest;Lombardia;CR;A570;57,82;1
Nord Ovest;Piemonte;CN;A571;59,55;18,99
Sud;Puglia;LE;A572;1;0
Nord Est;Emilia-Romagna;RE;A573;102,1;2
Nord Est;Veneto;RO;A574;9,67;2
Nord Ovest;Lombardia;MN;A575;100,5;3
Centro;Toscana;MS;A576;2,2;9,34
Centro;Lazio;VT;A577;6,92;5,75
Nord Ovest;Lombardia;BS;A578;10,5;4
Sud;Campania;CE;A579;2;2
Sud;Campania;AV;A580;4,22;1
Nord Ovest;Liguria;IM;A581;0;3,33
Nord Ovest;Piemonte;TO;A584;5;2
Nord Est;Emilia-Romagna;RE;A586;11,75;2
Nord Ovest;Piemonte;TO;A587;26;8
Nord Ovest;Piemonte;AT;A588;7,75;0
Nord Ovest;Piemonte;CN;A589;4;3
Nord Ovest;Piemonte;TO;A590;3;2
Nord Ovest;Piemonte;TO;A591;34;1,5
Isole;Sicilia;PA;A592;4,17;4,63
Nord Ovest;Liguria;SV;A593;3;5,25
Nord Ovest;Lombardia;LC;A594;41,83;1
Isole;Sardegna;CA;A597;0;0
Nord Ovest;Piemonte;TO;A599;2;1
Nord Ovest;Piemonte;VC;A600;2;2
Nord Ovest;Piemonte;VC;A601;1,15;0
Sud;Abruzzo;AQ;A603;8,5;0
Sud;Basilicata;PZ;A604;2,95;3,5
Nord Ovest;Piemonte;AL;A605;6;2
Isole;Sardegna;SS;A606;0;0
Nord Ovest;Piemonte;TO;A607;26;3
Isole;Sardegna;OR;A609;0;0
Nord Ovest;Piemonte;VB;A610;0,5;3
Sud;Basilicata;PZ;A612;3;1
Nord Est;Veneto;PD;A613;9,67;1
Isole;Sardegna;OR;A614;0;0
Sud;Basilicata;PZ;A615;0;2
Sud;Molise;CB;A616;1,5;3
Sud;Campania;NA;A617;5;7
Nord Ovest;Lombardia;MI;A618;65,51;10,21
Nord Ovest;Lombardia;VA;A619;9;3,33
Isole;Sardegna;OR;A621;0;0
Nord Ovest;Piemonte;TO;A625;8;3,5
Centro;Marche;AN;A626;3;0
Centro;Lazio;VT;A628;2;3
Nord Ovest;Piemonte;CN;A629;1,5;0
Nord Ovest;Lombardia;BS;A630;13,75;0
Nord Ovest;Lombardia;BG;A631;1,25;0
Centro;Toscana;FI;A632;58,33;5,82
Nord Ovest;Lombardia;PV;A634;6;2
Nord Est;Veneto;PD;A637;1;0
Isole;Sicilia;ME;A638;14,02;20,59
Nord Est;Friuli- Venezia Giulia;PN;A640;1;2
Nord Ovest;Valle d'Aosta;AO;A643;0;0
Nord Ovest;Lombardia;VA;A645;13;1
Nord Est;Emilia-Romagna;PR;A646;16;4,25
Nord Ovest;Liguria;SV;A647;0;3,25
Nord Est;Veneto;VR;A650;137,58;7,65
Nord Ovest;Piemonte;TO;A651;122,1;9,5
Nord Ovest;Lombardia;MI;A652;204,43;42,5
Nord Ovest;Piemonte;NO;A653;1;0
Isole;Sardegna;OR;A655;0;0
Sud;Abruzzo;AQ;A656;3;0
Centro;Toscana;LU;A657;26,89;8,25
Nord Ovest;Liguria;GE;A658;8,48;10,33
Nord Ovest;Piemonte;CN;A660;31,5;7
Nord Ovest;Lombardia;BS;A661;0,16;1
Sud;Puglia;BA;A662;1498,04;474,78
Isole;Sardegna;NU;A663;2;0
Nord Ovest;Lombardia;BG;A664;29,17;1
Nord Est;Emilia-Romagna;BO;A665;65,22;5,5
Sud;Basilicata;PZ;A666;4;0
Sud;Abruzzo;AQ;A667;2;1
Nord Ovest;Lombardia;MI;A668;58,75;7
Sud;Puglia;BA;A669;399,92;75,34
Nord Ovest;Lombardia;CO;A670;6,5;1
Nord Ovest;Piemonte;CN;A671;1;0
Nord Ovest;Piemonte;TO;A673;2;2
Sud;Campania;SA;A674;104,23;22,95
Isole;Sicilia;EN;A676;13,83;4,33
Isole;Sardegna;CA;A677;0;0,86
Sud;Abruzzo;AQ;A678;1;3,5
Isole;Sardegna;CA;A681;0;0
Nord Ovest;Lombardia;LC;A683;14;0
Nord Ovest;Lombardia;BG;A684;14;2,06
Nord Ovest;Lombardia;LC;A686;44,72;10
Nord Ovest;Lombardia;LC;A687;17,09;2,34
Nord Ovest;Piemonte;AL;A689;9;0
Nord Ovest;Lombardia;PV;A690;15;2
Centro;Umbria;TR;A691;11;5
Sud;Abruzzo;TE;A692;9;0
Sud;Campania;BN;A696;0;1,33
Nord Ovest;Lombardia;MI;A697;43;1
Isole;Sicilia;ME;A698;1,5;0,5
Nord Ovest;Lombardia;MI;A699;143,13;5
Nord Est;Friuli- Venezia Giulia;UD;A700;25;4
Centro;Lazio;VT;A701;7;2,86
Nord Ovest;Lombardia;BS;A702;16,97;0
Nord Est;Veneto;VI;A703;437,7;42,65
Centro;Lazio;VT;A704;9;7
Nord Ovest;Lombardia;VA;A705;4,78;1,5
Centro;Lazio;VT;A706;4;5
Centro;Lazio;LT;A707;2;3
Nord Ovest;Piemonte;AL;A708;6,17;1
Nord Ovest;Piemonte;CN;A709;2;0
Centro;Umbria;PG;A710;169,4;18,95
Nord Ovest;Lombardia;PV;A712;8,5;1
Nord Est;Emilia-Romagna;MO;A713;48,06;3
Nord Est;Veneto;PD;A714;33,02;1
Nord Ovest;Piemonte;CN;A716;2;0
Sud;Campania;SA;A717;183,25;27,77
Nord Ovest;Lombardia;PV;A718;17;0
Isole;Sicilia;PA;A719;1;1
Centro;Lazio;FR;A720;0,67;3,67
Isole;Sardegna;OR;A721;1;0
Isole;Sardegna;NU;A722;7;1
Nord Ovest;Piemonte;VB;A725;59,99;1,01
Nord Ovest;Lombardia;VA;A728;7;0,67
Nord Ovest;Lombardia;BS;A729;116,46;5
Nord Est;Emilia-Romagna;PR;A731;6,2;7
Nord Ovest;Lombardia;BG;A732;3;0,25
Nord Ovest;Piemonte;VB;A733;8;5
Nord Ovest;Piemonte;TO;A734;144,11;18
Nord Ovest;Piemonte;CN;A735;37,5;7
Sud;Calabria;CZ;A736;1;1
Nord Est;Veneto;VR;A737;40,8;4
Nord Ovest;Piemonte;AL;A738;2;0
Centro;Marche;MC;A739;3;1
Centro;Marche;PS;A740;1;0
Nord Ovest;Lombardia;PV;A741;57,75;8
Nord Ovest;Piemonte;VB;A742;10;6,25
Sud;Basilicata;PZ;A743;4,25;15
Nord Ovest;Lombardia;LC;A745;31,58;9,6
Sud;Abruzzo;TE;A746;15;2
Nord Est;Emilia-Romagna;RN;A747;178,53;33,25
Centro;Lazio;RM;A749;1,33;4
Nord Ovest;Piemonte;CN;A750;0;1
Nord Ovest;Lombardia;MI;A751;26;4,5
Nord Ovest;Piemonte;NO;A752;98,5;6
Sud;Campania;CE;A755;21,5;8,5
Sud;Campania;SA;A756;0;0
Nord Est;Veneto;BL;A757;316,72;45,55
Nord Ovest;Lombardia;MI;A759;77,12;7,04
Centro;Marche;AP;A760;0;0
Sud;Molise;IS;A761;0;0
Sud;Calabria;CS;A762;3;1
