AREA;Regione;prov;2011_CodCom;NTN_2011_Uffici;NTN_2011_Negozi_Lab;NTN_2011_Depositi_Comm;NTN_2011_TCO_B04;NTN_2011_TCO_D02;NTN_2011_TCO_D05;NTN_2011_TCO_D08;NTN_2011_PRO;NTN_2011_AGR
Nord Ovest;Liguria;SP;G925;0;3;2,53;0;0;0;0;0;0
Nord Ovest;Liguria;SP;H275;0;0;6;0;0;0;0;2;0
Nord Ovest;Liguria;SP;H304;0;2;4;0;0;0;0;0;0
Nord Ovest;Liguria;SP;H461;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SP;I363;0;4;4,35;1;0;0;1;14,09;0
Nord Ovest;Liguria;SP;I449;29;22,78;15,63;0;0;2;1;5;0
Nord Ovest;Liguria;SP;L681;0;0;6,52;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L774;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;SP;L819;0;3,22;7,41;0;0;0;4;4;0
Nord Ovest;Liguria;SP;M177;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A122;0;12,5;14,65;0;0;1;0;0;0
Nord Ovest;Liguria;SV;A145;5;12,7;26,64;0;0;1;11,31;3;1
Nord Ovest;Liguria;SV;A165;0;5,5;2;0;0;0;1;0,06;0
Nord Ovest;Liguria;SV;A166;1;4,5;10;0;0;0;1;0;0
Nord Ovest;Liguria;SV;A226;0;0;8;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A278;0;3;18,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A422;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A593;0;0;1;0;0;0;0;0;0,5
Nord Ovest;Liguria;SV;A647;0;0;4;0;0;0;0;0;0
Nord Ovest;Liguria;SV;A796;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A931;0;2;3;0;0;0;0;1;0
Nord Ovest;Liguria;SV;A999;1;4;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B005;1;1;6,02;0;0;0;0;0,03;0
Nord Ovest;Liguria;SV;B048;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B369;3;4;16,41;0;0;0;5;2;0
Nord Ovest;Liguria;SV;B409;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B416;0;0,33;6;0;0;0;0;0;0
Nord Ovest;Liguria;SV;B748;2;5;9,25;0;0;0;1;1;0
Nord Ovest;Liguria;SV;B927;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C063;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C276;0;0;2,97;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;0;2;6,23;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C463;0;3;3;0;0;0;0;1;0
Nord Ovest;Liguria;SV;C510;1;6;11,59;0;0;0;3,02;0;0
Nord Ovest;Liguria;SV;C729;0;0;6;0;0;0;1;1;0
Nord Ovest;Liguria;SV;D095;0;0;0;0;0;0;0;1;0
Nord Ovest;Liguria;SV;D264;0;3;2,16;0;1;0;0;0;0
Nord Ovest;Liguria;SV;D424;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;D522;0;0;3;0;0;0;1;0;0
Nord Ovest;Liguria;SV;D600;1;11;13,27;0;2,25;0;1;1;0
Nord Ovest;Liguria;SV;D927;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E064;0;0;1,67;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E066;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;E414;0;0;2;0;3,21;0;0;0;0
Nord Ovest;Liguria;SV;E632;3;6,87;13,92;0;0;0;1;0;0
Nord Ovest;Liguria;SV;E816;0;0;5,92;0;0;0;0;0,54;0
Nord Ovest;Liguria;SV;E860;0;0;3,17;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F046;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F213;0;3;6;0;0;0;1;2;0
Nord Ovest;Liguria;SV;F226;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;F813;0;0;1;0;0;0;0;1;0
Nord Ovest;Liguria;SV;F847;0;0;3;0;0;0;0;1;0
Nord Ovest;Liguria;SV;F926;0;2;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G076;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G144;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G281;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G542;0;0;6;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G605;0;2;13,33;0;0;1;2;3;0
Nord Ovest;Liguria;SV;G741;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G866;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H126;0;3;5,92;0;0;0;0;3,08;0
Nord Ovest;Liguria;SV;H266;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;H452;0;0;3;0;0;0;0;2;0
Nord Ovest;Liguria;SV;I453;0;1;1;0;0;0;0;0,08;0
Nord Ovest;Liguria;SV;I480;15;47,16;52,84;0;1;1;9;6,01;0
Nord Ovest;Liguria;SV;I926;2;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I946;0;0;10;0;0;0;0;1;0
Nord Ovest;Liguria;SV;I947;0;0;5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L152;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L190;0;0;7,5;0;0;0;0;3;0
Nord Ovest;Liguria;SV;L315;0;0;2;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L499;0;0;0;0;1;0;0;0;0
Nord Ovest;Liguria;SV;L528;0;4;8,74;0;0;0;0;4;0
Nord Ovest;Liguria;SV;L675;2;4,83;16,84;0;0;0;4;0,4;0
Nord Ovest;Liguria;SV;L730;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L823;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;L975;0;2;9,83;0;0;0;0;2;0
Nord Ovest;Liguria;SV;M197;0;1;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A057;0;0;3,5;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;A058;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A129;2;6;7,33;0;0;0;0;18;0
Nord Ovest;Lombardia;BG;A163;10;13;15;0;0;1;25;6,06;0
Nord Ovest;Lombardia;BG;A193;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A214;7;5;6,64;0;0;0;4;2,37;0
Nord Ovest;Lombardia;BG;A215;1;3;9,51;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A216;0;1;14,67;0;0;1;2;5;0
Nord Ovest;Lombardia;BG;A217;1;3;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A246;5;4,78;8,34;0;0;0;1;3;0
Nord Ovest;Lombardia;BG;A259;0;0;0;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A304;1;1;2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A365;0;2;5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A383;1;0,33;8,68;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A440;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A511;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A517;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A528;3;6,33;8,63;0;0;0;0,33;6,37;0
Nord Ovest;Lombardia;BG;A533;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A557;1;6;3;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;A631;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A664;0;0;4,5;0;0;0;0;3;1
Nord Ovest;Lombardia;BG;A684;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A732;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A786;0;0;1,2;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;A794;114;105,6;62,64;1;1;1;10;10,8;0
Nord Ovest;Lombardia;BG;A815;0;0;0,25;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A846;0;0;1;0;0;0;0;0,12;0
Nord Ovest;Lombardia;BG;A903;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A937;0;2;9,25;0;0;0;1;1;0
Nord Ovest;Lombardia;BG;A950;1;1;10,33;0;0;0;0;3,23;0
Nord Ovest;Lombardia;BG;A962;1,5;2;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;A963;6;3;10;0;0;0;1;4;0
Nord Ovest;Lombardia;BG;B010;0;8;0;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;B083;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B088;0;0;10,33;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B112;0;1,5;1,25;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B123;0;0;0,81;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B137;1;1;6;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B138;2;13;8,46;0;0;0;0;7,96;0
Nord Ovest;Lombardia;BG;B140;1;1;5,58;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B178;0;2;3,38;0;0;0;1;4,09;0
Nord Ovest;Lombardia;BG;B217;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B223;5;1;2;0;0;0;0;8;0
Nord Ovest;Lombardia;BG;B310;0;0;1,5;0;0;0;1;2;0
Nord Ovest;Lombardia;BG;B393;0;1;2;0;0;0;4;8;0
Nord Ovest;Lombardia;BG;B395;3;3,5;6,5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;B434;2;1;1,35;0;0;0;2;8,35;0
Nord Ovest;Lombardia;BG;B442;1;2;2;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;B471;0;0;6,51;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;B618;5;3;4;0;0;0;0;4;0
Nord Ovest;Lombardia;BG;B661;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;B703;2;4;4;0;0;0;0;9;0
Nord Ovest;Lombardia;BG;B710;0;3,5;4,75;0;0;0;0;1,16;0
Nord Ovest;Lombardia;BG;B731;4;10,47;10,02;0;0;0;0;7,02;2,5
Nord Ovest;Lombardia;BG;B801;0;0;7,5;0;0;0;6;3,22;0
Nord Ovest;Lombardia;BG;B803;0;0;1,5;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;B854;0;7,5;1;0;1;0;0;1;0
Nord Ovest;Lombardia;BG;B947;2;2;3,81;0;0;1;1;10,27;0
Nord Ovest;Lombardia;BG;B971;0;1;0,5;0;0;0;0;4;0,75
Nord Ovest;Lombardia;BG;B978;2,5;2,7;2;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;C007;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C079;9;10;6,83;0;0;0;1;7;0
Nord Ovest;Lombardia;BG;C255;1;3;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C324;0;0;4,17;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C337;0;0;2,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C396;1;0;0;0;0;0;1;0;0
Nord Ovest;Lombardia;BG;C410;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C456;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C457;4;0;2;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;C459;0;6;4;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;C506;1;2;1;0;0;0;0;1,18;0
Nord Ovest;Lombardia;BG;C635;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C649;1;0;2,75;0;0;0;1;14;0
Nord Ovest;Lombardia;BG;C728;0;2;5,29;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;C730;0;3;4;0;0;0;1;11;0
Nord Ovest;Lombardia;BG;C759;1;2;2,23;0;0;1;0;2;0
Nord Ovest;Lombardia;BG;C789;0;1;1,09;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C800;4,6;17,99;7;0;0;0;1;3,07;0
Nord Ovest;Lombardia;BG;C835;0;1;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C894;2;2;6,58;0;0;0;0;2,04;0
Nord Ovest;Lombardia;BG;C910;1;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C937;0;2;8;0;0;0;1;5;0
Nord Ovest;Lombardia;BG;D015;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D016;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D066;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D103;1;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D110;1;0;1;0;0;0;0;8,13;1
Nord Ovest;Lombardia;BG;D111;1;0;8;0;0;0;0;0,05;0
Nord Ovest;Lombardia;BG;D117;5;9,83;8;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;D126;0;0;0;0;0;0;0;5;0
Nord Ovest;Lombardia;BG;D139;0;2;2;0;0;0;0;4,09;0
Nord Ovest;Lombardia;BG;D221;7;7,22;6,54;0;0;0;0;5,23;0
Nord Ovest;Lombardia;BG;D233;0;0;6,67;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D245;3,5;7,5;11,86;0;0;1;1,03;4,52;0
Nord Ovest;Lombardia;BG;D352;0;0;3,44;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D406;1;1;3,44;0;0;0;0;8;0
Nord Ovest;Lombardia;BG;D411;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;BG;D490;0;2;3,06;0;0;0;0;2,05;0
Nord Ovest;Lombardia;BG;D491;1;0;2;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;D588;0;1;0;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;D604;0;0;4,79;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D606;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D672;2;0;3,83;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BG;D684;0;0;2,33;0;0;0;0;0,93;0
Nord Ovest;Lombardia;BG;D688;0;0;2,33;0;0;0;0;0,04;0
Nord Ovest;Lombardia;BG;D697;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D727;0;3,06;1;0;0;0;0;3;1
Nord Ovest;Lombardia;BG;D817;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D903;0;0;1;0;0;0;0;0,03;0
Nord Ovest;Lombardia;BG;D905;1;5;3,75;0;0,93;0;0;6;0
Nord Ovest;Lombardia;BG;D906;1;0;4,33;0;0;0;0;0,18;0
Nord Ovest;Lombardia;BG;D943;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D952;1,5;2,44;5,89;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;D991;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;E006;1;0;9;0;0;0;0;13;0
Nord Ovest;Lombardia;BG;E100;1;3;6,66;0;0;0;1;7,42;0
Nord Ovest;Lombardia;BG;E103;6;5;6,54;0;0;0;0;4,81;0
